"","actor","receiver","sharing.sec","observation.hours","observation.seconds","donation.rate","actor.sex","receiver.sex"
"967","ola","sss",0,10,36000,0,"F","F"
"968","ola","tes",0,15,54000,0,"F","F"
"969","ola","una",105,14,50400,0.00208333333333333,"F","F"
"970","r","c",0,8,28800,0,"F","F"
"971","r","cat",0,15,54000,0,"F","F"
"972","r","cc",47,17,61200,0.00076797385620915,"F","F"
"973","r","ccc",0,18,64800,0,"F","F"
"974","r","ccs",0,19,68400,0,"F","F"
"975","r","cd",0,8,28800,0,"F","F"
"976","r","cs",0,18,64800,0,"F","F"
"977","r","csc",0,3,10800,0,"F","F"
"978","r","d",0,18,64800,0,"F","F"
"979","r","dcd",0,18,64800,0,"F","F"
"980","r","dd",0,14,50400,0,"F","F"
"981","r","ddd",0,10,36000,0,"F","M"
"982","r","ddld",0,15,54000,0,"F","F"
"983","r","dld",0,5,18000,0,"F","M"
"984","r","dos",0,15,54000,0,"F","F"
"985","r","dr",0,15,54000,0,"F","F"
"986","r","ds",0,18,64800,0,"F","F"
"987","r","eve",0,15,54000,0,"F","F"
"988","r","hilga",0,1,3600,0,"F","F"
"989","r","ivy",0,15,54000,0,"F","F"
"990","r","ld",0,15,54000,0,"F","F "
"991","r","ldc",0,15,54000,0,"F","M"
"992","r","ldd",0,15,54000,0,"F","M"
"993","r","lds",8656,11,39600,0.218585858585859,"F","F "
"994","r","lsd",97,4,14400,0.00673611111111111,"F","F"
"995","r","no.band",0,12,43200,0,"F","F"
"996","r","ola",7,15,54000,0.00012962962962963,"F","F"
"997","r","rc",0,18,64800,0,"F","F"
"998","r","s",0,18,64800,0,"F","F"
"999","r","sc",0,19,68400,0,"F","F"
"1000","r","scc",0,3,10800,0,"F","F"
"1001","r","scs",0,17,61200,0,"F","F"
"1002","r","sd",19,18,64800,0.00029320987654321,"F","F"
"1003","r","sld",0,10,36000,0,"F","M"
"1004","r","son.of.ola",0,15,54000,0,"F","M"
"1005","r","ss",0,20,72000,0,"F","F"
"1006","r","sss",0,6,21600,0,"F","F"
"1007","r","tes",0,15,54000,0,"F","F"
"1008","r","una",0,5,18000,0,"F","F"
"1009","rc","c",0,18,64800,0,"F","F"
"1010","rc","cat",0,15,54000,0,"F","F"
"1011","rc","cc",0,7,25200,0,"F","F"
"1012","rc","ccc",0,12,43200,0,"F","F"
"1013","rc","ccs",0,19,68400,0,"F","F"
"1014","rc","cd",0,18,64800,0,"F","F"
"1015","rc","cs",138,18,64800,0.00212962962962963,"F","F"
"1016","rc","csc",0,3,10800,0,"F","F"
"1017","rc","d",0,18,64800,0,"F","F"
"1018","rc","dcd",0,8,28800,0,"F","F"
"1019","rc","dd",238,19,68400,0.00347953216374269,"F","F"
"1020","rc","ddd",0,10,36000,0,"F","M"
"1021","rc","ddld",0,15,54000,0,"F","F"
"1022","rc","dld",0,15,54000,0,"F","M"
"1023","rc","dos",15,20,72000,0.000208333333333333,"F","F"
"1024","rc","dr",0,15,54000,0,"F","F"
"1025","rc","ds",0,18,64800,0,"F","F"
"1026","rc","eve",0,16,57600,0,"F","F"
"1027","rc","hilga",3671,2,7200,0.509861111111111,"F","F"
"1028","rc","ivy",0,10,36000,0,"F","F"
"1029","rc","ld",0,7,25200,0,"F","F "
"1030","rc","ldc",0,15,54000,0,"F","M"
"1031","rc","ldd",0,15,54000,0,"F","M"
"1032","rc","lds",0,16,57600,0,"F","F "
"1033","rc","lsd",0,4,14400,0,"F","F"
"1034","rc","no.band",0,7,25200,0,"F","F"
"1035","rc","ola",0,15,54000,0,"F","F"
"1036","rc","r",0,17,61200,0,"F","F"
"1037","rc","s",0,18,64800,0,"F","F"
"1038","rc","sc",0,19,68400,0,"F","F"
"1039","rc","scc",0,3,10800,0,"F","F"
"1040","rc","scs",0,17,61200,0,"F","F"
"1041","rc","sd",16,14,50400,0.000317460317460317,"F","F"
"1042","rc","sld",0,10,36000,0,"F","M"
"1043","rc","son.of.ola",0,8,28800,0,"F","M"
"1044","rc","ss",188,20,72000,0.00261111111111111,"F","F"
"1045","rc","sss",0,16,57600,0,"F","F"
"1046","rc","tes",0,15,54000,0,"F","F"
"1047","rc","una",0,9,32400,0,"F","F"
"1048","s","c",0,18,64800,0,"F","F"
"1049","s","cat",0,15,54000,0,"F","F"
"1050","s","cc",0,12,43200,0,"F","F"
"1051","s","ccc",0,20,72000,0,"F","F"
"1052","s","ccs",0,19,68400,0,"F","F"
"1053","s","cd",0,18,64800,0,"F","F"
"1054","s","cs",0,18,64800,0,"F","F"
"1055","s","csc",0,3,10800,0,"F","F"
"1056","s","d",262,18,64800,0.00404320987654321,"F","F"
"1057","s","dcd",0,18,64800,0,"F","F"
"1058","s","dd",0,19,68400,0,"F","F"
"1059","s","ddd",0,10,36000,0,"F","M"
"1060","s","ddld",0,15,54000,0,"F","F"
"1061","s","dld",0,7,25200,0,"F","M"
"1062","s","dos",0,20,72000,0,"F","F"
"1063","s","dr",0,15,54000,0,"F","F"
"1064","s","ds",0,18,64800,0,"F","F"
"1065","s","eve",0,15,54000,0,"F","F"
"1066","s","hilga",0,2,7200,0,"F","F"
"1067","s","ivy",0,15,54000,0,"F","F"
"1068","s","ld",0,15,54000,0,"F","F "
"1069","s","ldc",0,15,54000,0,"F","M"
"1070","s","ldd",0,5,18000,0,"F","M"
"1071","s","lds",0,6,21600,0,"F","F "
"1072","s","lsd",0,4,14400,0,"F","F"
"1073","s","no.band",0,12,43200,0,"F","F"
"1074","s","ola",0,10,36000,0,"F","F"
"1075","s","r",0,9,32400,0,"F","F"
"1076","s","rc",0,21,75600,0,"F","F"
"1077","s","sc",0,14,50400,0,"F","F"
"1078","s","scc",0,3,10800,0,"F","F"
"1079","s","scs",0,17,61200,0,"F","F"
"1080","s","sd",0,14,50400,0,"F","F"
"1081","s","sld",0,10,36000,0,"F","M"
"1082","s","son.of.ola",0,15,54000,0,"F","M"
"1083","s","ss",0,20,72000,0,"F","F"
"1084","s","sss",0,8,28800,0,"F","F"
"1085","s","tes",0,16,57600,0,"F","F"
"1086","s","una",0,9,32400,0,"F","F"
"1087","sc","c",9,18,64800,0.000138888888888889,"F","F"
"1088","sc","cat",0,10,36000,0,"F","F"
"1089","sc","cc",0,12,43200,0,"F","F"
"1090","sc","ccc",0,18,64800,0,"F","F"
"1091","sc","ccs",49.5,24,86400,0.000572916666666667,"F","F"
"1092","sc","cd",35,18,64800,0.000540123456790123,"F","F"
"1093","sc","cs",0,10,36000,0,"F","F"
"1094","sc","csc",18,3,10800,0.00166666666666667,"F","F"
"1095","sc","d",0,18,64800,0,"F","F"
"1096","sc","dcd",0,18,64800,0,"F","F"
"1097","sc","dd",0,19,68400,0,"F","F"
"1098","sc","ddd",0,10,36000,0,"F","M"
"1099","sc","ddld",0,15,54000,0,"F","F"
"1100","sc","dld",0,15,54000,0,"F","M"
"1101","sc","dos",0,15,54000,0,"F","F"
"1102","sc","dr",0,6,21600,0,"F","F"
"1103","sc","ds",0,17,61200,0,"F","F"
"1104","sc","eve",0,15,54000,0,"F","F"
"1105","sc","hilga",0,1,3600,0,"F","F"
"1106","sc","ivy",0,15,54000,0,"F","F"
"1107","sc","ld",0,15,54000,0,"F","F "
"1108","sc","ldc",0,15,54000,0,"F","M"
"1109","sc","ldd",445,15,54000,0.00824074074074074,"F","M"
"1110","sc","lds",0,16,57600,0,"F","F "
"1111","sc","lsd",0,2,7200,0,"F","F"
"1112","sc","no.band",0,7,25200,0,"F","F"
"1113","sc","ola",0,10,36000,0,"F","F"
"1114","sc","r",0,17,61200,0,"F","F"
"1115","sc","rc",0,18,64800,0,"F","F"
"1116","sc","s",0,18,64800,0,"F","F"
"1117","sc","scc",0,3,10800,0,"F","F"
"1118","sc","scs",0,8,28800,0,"F","F"
"1119","sc","sd",0,18,64800,0,"F","F"
"1120","sc","sld",0,9,32400,0,"F","M"
"1121","sc","son.of.ola",0,10,36000,0,"F","M"
"1122","sc","ss",0,11,39600,0,"F","F"
"1123","sc","sss",10491,14,50400,0.208154761904762,"F","F"
"1124","sc","tes",0,19,68400,0,"F","F"
"1125","sc","una",0,15,54000,0,"F","F"
"1126","scc","c",0,3,10800,0,"F","F"
"1127","scc","cc",0,2,7200,0,"F","F"
"1128","scc","ccc",0,3,10800,0,"F","F"
"1129","scc","ccs",660,4,14400,0.0458333333333333,"F","F"
"1130","scc","cd",0,3,10800,0,"F","F"
"1131","scc","cs",678,3,10800,0.0627777777777778,"F","F"
"1132","scc","csc",0,3,10800,0,"F","F"
"1133","scc","d",314,3,10800,0.0290740740740741,"F","F"
"1134","scc","dcd",0,3,10800,0,"F","F"
"1135","scc","dd",742,4,14400,0.0515277777777778,"F","F"
"1136","scc","dos",0,1,3600,0,"F","F"
"1137","scc","ds",0,3,10800,0,"F","F"
"1138","scc","hilga",0,1,3600,0,"F","F"
"1139","scc","r",0,2,7200,0,"F","F"
"1140","scc","rc",193,3,10800,0.0178703703703704,"F","F"
"1141","scc","s",1748,3,10800,0.161851851851852,"F","F"
"1142","scc","sc",411.5,4,14400,0.0285763888888889,"F","F"
"1143","scc","scs",34,3,10800,0.00314814814814815,"F","F"
"1144","scc","sd",460,4,14400,0.0319444444444444,"F","F"
"1145","scc","ss",0,4,14400,0,"F","F"
"1146","scc","sss",0,1,3600,0,"F","F"
"1147","scs","c",113,18,64800,0.00174382716049383,"F","F"
"1148","scs","cat",0,15,54000,0,"F","F"
"1149","scs","cc",135,17,61200,0.00220588235294118,"F","F"
"1150","scs","ccc",0,14,50400,0,"F","F"
"1151","scs","ccs",74.5,15,54000,0.00137962962962963,"F","F"
"1152","scs","cd",106,18,64800,0.0016358024691358,"F","F"
"1153","scs","cs",54,9,32400,0.00166666666666667,"F","F"
"1154","scs","csc",50,3,10800,0.00462962962962963,"F","F"
"1155","scs","d",374,17,61200,0.00611111111111111,"F","F"
"1156","scs","dcd",0,18,64800,0,"F","F"
"1157","scs","dd",15,19,68400,0.000219298245614035,"F","F"
"1158","scs","ddd",0,10,36000,0,"F","M"
"1159","scs","ddld",0,15,54000,0,"F","F"
"1160","scs","dld",0,11,39600,0,"F","M"
"1161","scs","dos",0,15,54000,0,"F","F"
"1162","scs","dr",0,6,21600,0,"F","F"
"1163","scs","ds",18,18,64800,0.000277777777777778,"F","F"
"1164","scs","eve",0,16,57600,0,"F","F"
"1165","scs","hilga",0,1,3600,0,"F","F"
"1166","scs","ivy",0,15,54000,0,"F","F"
"1167","scs","ld",0,15,54000,0,"F","F "
"1168","scs","ldc",0,15,54000,0,"F","M"
"1169","scs","ldd",0,15,54000,0,"F","M"
"1170","scs","lds",0,16,57600,0,"F","F "
"1171","scs","lsd",0,2,7200,0,"F","F"
"1172","scs","no.band",0,7,25200,0,"F","F"
"1173","scs","ola",0,15,54000,0,"F","F"
"1174","scs","r",1118,17,61200,0.0182679738562092,"F","F"
"1175","scs","rc",289,18,64800,0.00445987654320988,"F","F"
"1176","scs","s",5,18,64800,7.71604938271605e-05,"F","F"
"1177","scs","sc",0,9,32400,0,"F","F"
"1178","scs","scc",61,3,10800,0.00564814814814815,"F","F"
"1179","scs","sd",104,23,82800,0.001256038647343,"F","F"
"1180","scs","sld",0,6,21600,0,"F","M"
"1181","scs","son.of.ola",0,15,54000,0,"F","M"
"1182","scs","ss",13,10,36000,0.000361111111111111,"F","F"
"1183","scs","sss",0,16,57600,0,"F","F"
"1184","scs","tes",0,15,54000,0,"F","F"
"1185","scs","una",5,19,68400,7.30994152046784e-05,"F","F"
"1186","sd","c",0,18,64800,0,"F","F"
"1187","sd","cat",0,15,54000,0,"F","F"
"1188","sd","cc",0,13,46800,0,"F","F"
"1189","sd","ccc",314,18,64800,0.00484567901234568,"F","F"
"1190","sd","ccs",69,10,36000,0.00191666666666667,"F","F"
"1191","sd","cd",20,18,64800,0.000308641975308642,"F","F"
"1192","sd","cs",0,18,64800,0,"F","F"
"1193","sd","csc",0,3,10800,0,"F","F"
"1194","sd","d",228,21,75600,0.00301587301587302,"F","F"
"1195","sd","dcd",0,18,64800,0,"F","F"
"1196","sd","dd",0,10,36000,0,"F","F"
"1197","sd","ddd",0,10,36000,0,"F","M"
"1198","sd","ddld",0,15,54000,0,"F","F"
"1199","sd","dld",0,15,54000,0,"F","M"
"1200","sd","dos",0,6,21600,0,"F","F"
"1201","sd","dr",0,15,54000,0,"F","F"
"1202","sd","ds",0,18,64800,0,"F","F"
"1203","sd","eve",96,15,54000,0.00177777777777778,"F","F"
"1204","sd","hilga",0,1,3600,0,"F","F"
"1205","sd","ivy",0,5,18000,0,"F","F"
"1206","sd","ld",0,15,54000,0,"F","F "
"1207","sd","ldc",0,15,54000,0,"F","M"
"1208","sd","ldd",0,15,54000,0,"F","M"
"1209","sd","lds",0,16,57600,0,"F","F "
"1210","sd","lsd",0,4,14400,0,"F","F"
"1211","sd","no.band",6901,12,43200,0.15974537037037,"F","F"
"1212","sd","ola",0,2,7200,0,"F","F"
"1213","sd","r",113,17,61200,0.00184640522875817,"F","F"
"1214","sd","rc",0,18,64800,0,"F","F"
"1215","sd","s",0,14,50400,0,"F","F"
"1216","sd","sc",0,15,54000,0,"F","F"
"1217","sd","scc",0,3,10800,0,"F","F"
"1218","sd","scs",47,21,75600,0.000621693121693122,"F","F"
"1219","sd","sld",0,10,36000,0,"F","M"
"1220","sd","son.of.ola",0,14,50400,0,"F","M"
"1221","sd","ss",0,20,72000,0,"F","F"
"1222","sd","sss",0,16,57600,0,"F","F"
"1223","sd","tes",0,15,54000,0,"F","F"
"1224","sd","una",0,15,54000,0,"F","F"
"1225","six","cd",334,2,7200,0.0463888888888889,"F","F"
"1226","six","csc",100,2,7200,0.0138888888888889,"F","F"
"1227","sld","c",0,15,54000,0,"M","F"
"1228","sld","cat",0,15,54000,0,"M","F"
"1229","sld","cc",0,14,50400,0,"M","F"
"1230","sld","ccc",606,12,43200,0.0140277777777778,"M","F"
"1231","sld","ccs",0,10,36000,0,"M","F"
"1232","sld","cd",0,15,54000,0,"M","F"
"1233","sld","cs",0,15,54000,0,"M","F"
"1234","sld","d",0,10,36000,0,"M","F"
"1235","sld","dcd",0,15,54000,0,"M","F"
"1236","sld","dd",0,15,54000,0,"M","F"
"1237","sld","ddd",0,10,36000,0,"M","M"
"1238","sld","ddld",0,15,54000,0,"M","F"
"1239","sld","dld",0,10,36000,0,"M","M"
"1240","sld","dos",0,18,64800,0,"M","F"
"1241","sld","dr",0,15,54000,0,"M","F"
"1242","sld","ds",0,11,39600,0,"M","F"
"1243","sld","eve",0,15,54000,0,"M","F"
"1244","sld","ivy",0,15,54000,0,"M","F"
"1245","sld","ld",0,15,54000,0,"M","F "
"1246","sld","ldc",0,15,54000,0,"M","M"
"1247","sld","ldd",0,15,54000,0,"M","M"
"1248","sld","lds",0,16,57600,0,"M","F "
"1249","sld","lsd",0,4,14400,0,"M","F"
"1250","sld","no.band",0,12,43200,0,"M","F"
"1251","sld","ola",0,14,50400,0,"M","F"
"1252","sld","r",0,15,54000,0,"M","F"
"1253","sld","rc",0,18,64800,0,"M","F"
"1254","sld","s",0,17,61200,0,"M","F"
"1255","sld","sc",0,14,50400,0,"M","F"
"1256","sld","scs",0,10,36000,0,"M","F"
"1257","sld","sd",0,14,50400,0,"M","F"
"1258","sld","son.of.ola",0,15,54000,0,"M","M"
"1259","sld","ss",0,15,54000,0,"M","F"
"1260","sld","sss",0,15,54000,0,"M","F"
"1261","sld","tes",0,11,39600,0,"M","F"
"1262","sld","una",0,13,46800,0,"M","F"
"1263","son.of.ola","c",0,15,54000,0,"M","F"
"1264","son.of.ola","cat",0,10,36000,0,"M","F"
"1265","son.of.ola","cc",0,15,54000,0,"M","F"
"1266","son.of.ola","ccc",0,6,21600,0,"M","F"
"1267","son.of.ola","ccs",0,15,54000,0,"M","F"
"1268","son.of.ola","cd",0,15,54000,0,"M","F"
"1269","son.of.ola","cs",0,10,36000,0,"M","F"
"1270","son.of.ola","d",0,15,54000,0,"M","F"
"1271","son.of.ola","dcd",0,15,54000,0,"M","F"
"1272","son.of.ola","dd",0,15,54000,0,"M","F"
"1273","son.of.ola","ddd",0,10,36000,0,"M","M"
"1274","son.of.ola","ddld",0,15,54000,0,"M","F"
"1275","son.of.ola","dld",0,15,54000,0,"M","M"
"1276","son.of.ola","dos",0,6,21600,0,"M","F"
"1277","son.of.ola","dr",0,15,54000,0,"M","F"
"1278","son.of.ola","ds",0,15,54000,0,"M","F"
"1279","son.of.ola","eve",0,10,36000,0,"M","F"
"1280","son.of.ola","ivy",0,6,21600,0,"M","F"
"1281","son.of.ola","ld",0,6,21600,0,"M","F "
"1282","son.of.ola","ldc",0,10,36000,0,"M","M"
"1283","son.of.ola","ldd",0,15,54000,0,"M","M"
"1284","son.of.ola","lds",0,16,57600,0,"M","F "
"1285","son.of.ola","lsd",0,4,14400,0,"M","F"
"1286","son.of.ola","no.band",0,12,43200,0,"M","F"
"1287","son.of.ola","ola",63,19,68400,0.000921052631578947,"M","F"
"1288","son.of.ola","r",0,15,54000,0,"M","F"
"1289","son.of.ola","rc",0,15,54000,0,"M","F"
"1290","son.of.ola","s",0,15,54000,0,"M","F"
"1291","son.of.ola","sc",0,15,54000,0,"M","F"
"1292","son.of.ola","scs",0,14,50400,0,"M","F"
"1293","son.of.ola","sd",0,5,18000,0,"M","F"
"1294","son.of.ola","sld",0,10,36000,0,"M","M"
"1295","son.of.ola","ss",348,20,72000,0.00483333333333333,"M","F"
"1296","son.of.ola","sss",0,10,36000,0,"M","F"
"1297","son.of.ola","tes",0,15,54000,0,"M","F"
"1298","son.of.ola","una",0,14,50400,0,"M","F"
"1299","ss","c",962,18,64800,0.0148456790123457,"F","F"
"1300","ss","cat",0,15,54000,0,"F","F"
"1301","ss","cc",32,17,61200,0.000522875816993464,"F","F"
"1302","ss","ccc",570,17,61200,0.00931372549019608,"F","F"
"1303","ss","ccs",145.5,18,64800,0.00224537037037037,"F","F"
"1304","ss","cd",308,18,64800,0.00475308641975309,"F","F"
"1305","ss","cs",0,9,32400,0,"F","F"
"1306","ss","csc",0,3,10800,0,"F","F"
"1307","ss","d",0,17,61200,0,"F","F"
"1308","ss","dcd",0,18,64800,0,"F","F"
"1309","ss","dd",1108,19,68400,0.0161988304093567,"F","F"
"1310","ss","ddd",0,5,18000,0,"F","M"
"1311","ss","ddld",7512,10,36000,0.208666666666667,"F","F"
"1312","ss","dld",8,14,50400,0.000158730158730159,"F","M"
"1313","ss","dos",0,15,54000,0,"F","F"
"1314","ss","dr",0,6,21600,0,"F","F"
"1315","ss","ds",415,13,46800,0.00886752136752137,"F","F"
"1316","ss","eve",0,15,54000,0,"F","F"
"1317","ss","hilga",0,1,3600,0,"F","F"
"1318","ss","ivy",0,15,54000,0,"F","F"
"1319","ss","ld",0,15,54000,0,"F","F "
"1320","ss","ldc",0,15,54000,0,"F","M"
"1321","ss","ldd",0,10,36000,0,"F","M"
"1322","ss","lds",0,16,57600,0,"F","F "
"1323","ss","lsd",0,2,7200,0,"F","F"
"1324","ss","no.band",0,7,25200,0,"F","F"
"1325","ss","ola",9,20,72000,0.000125,"F","F"
"1326","ss","r",95,17,61200,0.00155228758169935,"F","F"
"1327","ss","rc",75,18,64800,0.00115740740740741,"F","F"
"1328","ss","s",0,18,64800,0,"F","F"
"1329","ss","sc",1284.5,9,32400,0.0396450617283951,"F","F"
"1330","ss","scc",84,3,10800,0.00777777777777778,"F","F"
"1331","ss","scs",292,7,25200,0.0115873015873016,"F","F"
"1332","ss","sd",621.5,18,64800,0.00959104938271605,"F","F"
"1333","ss","sld",0,9,32400,0,"F","M"
"1334","ss","son.of.ola",0,15,54000,0,"F","M"
"1335","ss","sss",112,16,57600,0.00194444444444444,"F","F"
"1336","ss","tes",0,11,39600,0,"F","F"
"1337","ss","una",0,14,50400,0,"F","F"
"1338","sss","c",0,8,28800,0,"F","F"
"1339","sss","cat",0,10,36000,0,"F","F"
"1340","sss","cc",0,17,61200,0,"F","F"
"1341","sss","ccc",6,18,64800,9.25925925925926e-05,"F","F"
"1342","sss","ccs",120,24,86400,0.00138888888888889,"F","F"
"1343","sss","cd",0,8,28800,0,"F","F"
"1344","sss","cs",0,13,46800,0,"F","F"
"1345","sss","csc",427,3,10800,0.039537037037037,"F","F"
"1346","sss","d",0,18,64800,0,"F","F"
"1347","sss","dcd",0,18,64800,0,"F","F"
"1348","sss","dd",0,19,68400,0,"F","F"
"1349","sss","ddd",0,10,36000,0,"F","M"
"1350","sss","ddld",224,15,54000,0.00414814814814815,"F","F"
"1351","sss","dld",0,5,18000,0,"F","M"
"1352","sss","dos",0,15,54000,0,"F","F"
"1353","sss","dr",0,15,54000,0,"F","F"
"1354","sss","ds",282,18,64800,0.00435185185185185,"F","F"
"1355","sss","eve",0,10,36000,0,"F","F"
"1356","sss","hilga",0,1,3600,0,"F","F"
"1357","sss","ivy",0,15,54000,0,"F","F"
"1358","sss","ld",0,15,54000,0,"F","F "
"1359","sss","ldc",0,10,36000,0,"F","M"
"1360","sss","ldd",0,15,54000,0,"F","M"
"1361","sss","lds",0,16,57600,0,"F","F "
"1362","sss","lsd",0,4,14400,0,"F","F"
"1363","sss","no.band",0,12,43200,0,"F","F"
"1364","sss","ola",9,15,54000,0.000166666666666667,"F","F"
"1365","sss","r",0,7,25200,0,"F","F"
"1366","sss","rc",44,18,64800,0.000679012345679012,"F","F"
"1367","sss","s",0,18,64800,0,"F","F"
"1368","sss","sc",8486.5,23,82800,0.102493961352657,"F","F"
"1369","sss","scc",0,3,10800,0,"F","F"
"1370","sss","scs",0,17,61200,0,"F","F"
"1371","sss","sd",0,18,64800,0,"F","F"
"1372","sss","sld",0,10,36000,0,"F","M"
"1373","sss","son.of.ola",0,10,36000,0,"F","M"
"1374","sss","ss",46,20,72000,0.000638888888888889,"F","F"
"1375","sss","tes",0,20,72000,0,"F","F"
"1376","sss","una",0,6,21600,0,"F","F"
"1377","tes","c",0,15,54000,0,"F","F"
"1378","tes","cat",0,11,39600,0,"F","F"
"1379","tes","cc",0,15,54000,0,"F","F"
"1380","tes","ccc",0,15,54000,0,"F","F"
"1381","tes","ccs",32,20,72000,0.000444444444444444,"F","F"
"1382","tes","cd",0,10,36000,0,"F","F"
"1383","tes","cs",0,15,54000,0,"F","F"
"1384","tes","d",0,15,54000,0,"F","F"
"1385","tes","dcd",0,10,36000,0,"F","F"
"1386","tes","dd",69,15,54000,0.00127777777777778,"F","F"
"1387","tes","ddd",0,5,18000,0,"F","M"
"1388","tes","ddld",0,10,36000,0,"F","F"
"1389","tes","dld",0,15,54000,0,"F","M"
"1390","tes","dos",0,10,36000,0,"F","F"
"1391","tes","dr",0,15,54000,0,"F","F"
"1392","tes","ds",0,5,18000,0,"F","F"
"1393","tes","eve",0,15,54000,0,"F","F"
"1394","tes","ivy",0,15,54000,0,"F","F"
"1395","tes","ld",0,15,54000,0,"F","F "
"1396","tes","ldc",0,11,39600,0,"F","M"
"1397","tes","ldd",0,15,54000,0,"F","M"
"1398","tes","lds",0,16,57600,0,"F","F "
"1399","tes","lsd",0,4,14400,0,"F","F"
"1400","tes","no.band",0,10,36000,0,"F","F"
"1401","tes","ola",117,15,54000,0.00216666666666667,"F","F"
"1402","tes","r",0,15,54000,0,"F","F"
"1403","tes","rc",25,15,54000,0.000462962962962963,"F","F"
"1404","tes","s",0,15,54000,0,"F","F"
"1405","tes","sc",10,19,68400,0.000146198830409357,"F","F"
"1406","tes","scs",0,14,50400,0,"F","F"
"1407","tes","sd",0,14,50400,0,"F","F"
"1408","tes","sld",0,6,21600,0,"F","M"
"1409","tes","son.of.ola",668,15,54000,0.0123703703703704,"F","M"
"1410","tes","ss",0,16,57600,0,"F","F"
"1411","tes","sss",0,18,64800,0,"F","F"
"1412","tes","una",63,14,50400,0.00125,"F","F"
"1413","una","c",0,6,21600,0,"F","F"
"1414","una","cat",0,15,54000,0,"F","F"
"1415","una","cc",0,10,36000,0,"F","F"
"1416","una","ccc",0,15,54000,0,"F","F"
"1417","una","ccs",0,15,54000,0,"F","F"
"1418","una","cd",0,6,21600,0,"F","F"
"1419","una","cs",0,14,50400,0,"F","F"
"1420","una","d",38,18,64800,0.00058641975308642,"F","F"
"1421","una","dcd",0,15,54000,0,"F","F"
"1422","una","dd",0,15,54000,0,"F","F"
"1423","una","ddd",0,10,36000,0,"F","M"
"1424","una","ddld",0,15,54000,0,"F","F"
"1425","una","dld",0,15,54000,0,"F","M"
"1426","una","dos",0,15,54000,0,"F","F"
"1427","una","dr",0,15,54000,0,"F","F"
"1428","una","ds",0,15,54000,0,"F","F"
"1429","una","eve",0,15,54000,0,"F","F"
"1430","una","ivy",0,15,54000,0,"F","F"
"1431","una","ld",0,15,54000,0,"F","F "
"1432","una","ldc",0,15,54000,0,"F","M"
"1433","una","ldd",0,15,54000,0,"F","M"
"1434","una","lds",0,16,57600,0,"F","F "
"1435","una","lsd",0,4,14400,0,"F","F"
"1436","una","no.band",2151,12,43200,0.0497916666666667,"F","F"
"1437","una","ola",0,10,36000,0,"F","F"
"1438","una","r",0,15,54000,0,"F","F"
"1439","una","rc",0,15,54000,0,"F","F"
"1440","una","s",0,10,36000,0,"F","F"
"1441","una","sc",0,4,14400,0,"F","F"
"1442","una","scs",0,11,39600,0,"F","F"
"1443","una","sd",0,15,54000,0,"F","F"
"1444","una","sld",0,9,32400,0,"F","M"
"1445","una","son.of.ola",0,15,54000,0,"F","M"
"1446","una","ss",0,9,32400,0,"F","F"
"1447","una","sss",0,15,54000,0,"F","F"
"1448","una","tes",0,15,54000,0,"F","F"
