"","actor","receiver","sharing.sec","observation.hours","observation.seconds","donation.rate","actor.sex","receiver.sex"
"1","c","cat",0,15,54000,0,"F","F"
"2","c","cc",0,17,61200,0,"F","F"
"3","c","ccc",0,18,64800,0,"F","F"
"4","c","ccs",0,19,68400,0,"F","F"
"5","c","cd",0,8,28800,0,"F","F"
"6","c","cs",0,17,61200,0,"F","F"
"7","c","csc",32,3,10800,0.00296296296296296,"F","F"
"8","c","d",0,13,46800,0,"F","F"
"9","c","dcd",0,18,64800,0,"F","F"
"10","c","dd",68,19,68400,0.000994152046783626,"F","F"
"11","c","ddd",0,10,36000,0,"F","M"
"12","c","ddld",0,15,54000,0,"F","F"
"13","c","dld",0,15,54000,0,"F","M"
"14","c","dos",0,16,57600,0,"F","F"
"15","c","dr",0,10,36000,0,"F","F"
"16","c","ds",0,18,64800,0,"F","F"
"17","c","eve",0,15,54000,0,"F","F"
"18","c","hilga",0,1,3600,0,"F","F"
"19","c","ivy",545,20,72000,0.00756944444444444,"F","F"
"20","c","ld",0,10,36000,0,"F","F "
"21","c","ldc",0,15,54000,0,"F","M"
"22","c","ldd",0,15,54000,0,"F","M"
"23","c","lds",81,16,57600,0.00140625,"F","F "
"24","c","lsd",0,4,14400,0,"F","F"
"25","c","no.band",0,12,43200,0,"F","F"
"26","c","ola",0,15,54000,0,"F","F"
"27","c","r",0,17,61200,0,"F","F"
"28","c","rc",13,18,64800,0.000200617283950617,"F","F"
"29","c","s",16,18,64800,0.000246913580246914,"F","F"
"30","c","sc",0,12,43200,0,"F","F"
"31","c","scc",0,3,10800,0,"F","F"
"32","c","scs",0,5,18000,0,"F","F"
"33","c","sd",71,18,64800,0.00109567901234568,"F","F"
"34","c","sld",0,5,18000,0,"F","M"
"35","c","son.of.ola",0,15,54000,0,"F","M"
"36","c","ss",0,11,39600,0,"F","F"
"37","c","sss",0,16,57600,0,"F","F"
"38","c","tes",0,15,54000,0,"F","F"
"39","c","una",0,5,18000,0,"F","F"
"40","cat","c",0,15,54000,0,"F","F"
"41","cat","cc",0,10,36000,0,"F","F"
"42","cat","ccc",212,15,54000,0.00392592592592593,"F","F"
"43","cat","ccs",30,15,54000,0.000555555555555556,"F","F"
"44","cat","cd",138,15,54000,0.00255555555555556,"F","F"
"45","cat","cs",0,10,36000,0,"F","F"
"46","cat","d",256,15,54000,0.00474074074074074,"F","F"
"47","cat","dcd",0,5,18000,0,"F","F"
"48","cat","dd",3845,20,72000,0.0534027777777778,"F","F"
"49","cat","ddd",166,5,18000,0.00922222222222222,"F","M"
"50","cat","ddld",0,15,54000,0,"F","F"
"51","cat","dld",11,15,54000,0.000203703703703704,"F","M"
"52","cat","dos",101,15,54000,0.00187037037037037,"F","F"
"53","cat","dr",0,15,54000,0,"F","F"
"54","cat","ds",0,15,54000,0,"F","F"
"55","cat","eve",857,10,36000,0.0238055555555556,"F","F"
"56","cat","ivy",0,15,54000,0,"F","F"
"57","cat","ld",701,15,54000,0.0129814814814815,"F","F "
"58","cat","ldc",0,1,3600,0,"F","M"
"59","cat","ldd",0,15,54000,0,"F","M"
"60","cat","lds",125,15,54000,0.00231481481481481,"F","F "
"61","cat","lsd",0,4,14400,0,"F","F"
"62","cat","no.band",393,12,43200,0.00909722222222222,"F","F"
"63","cat","ola",1138,15,54000,0.0210740740740741,"F","F"
"64","cat","r",0,15,54000,0,"F","F"
"65","cat","rc",0,5,18000,0,"F","F"
"66","cat","s",0,15,54000,0,"F","F"
"67","cat","sc",73,15,54000,0.00135185185185185,"F","F"
"68","cat","scs",0,14,50400,0,"F","F"
"69","cat","sd",0,14,50400,0,"F","F"
"70","cat","sld",0,10,36000,0,"F","M"
"71","cat","son.of.ola",0,10,36000,0,"F","M"
"72","cat","ss",0,16,57600,0,"F","F"
"73","cat","sss",0,10,36000,0,"F","F"
"74","cat","tes",71,15,54000,0.00131481481481481,"F","F"
"75","cat","una",1165,14,50400,0.0231150793650794,"F","F"
"76","cc","c",74,18,64800,0.00114197530864198,"F","F"
"77","cc","cat",0,10,36000,0,"F","F"
"78","cc","ccc",0,10,36000,0,"F","F"
"79","cc","ccs",0,19,68400,0,"F","F"
"80","cc","cd",239,18,64800,0.00368827160493827,"F","F"
"81","cc","cs",0,18,64800,0,"F","F"
"82","cc","csc",0,3,10800,0,"F","F"
"83","cc","d",197,18,64800,0.00304012345679012,"F","F"
"84","cc","dcd",0,8,28800,0,"F","F"
"85","cc","dd",300,19,68400,0.0043859649122807,"F","F"
"86","cc","ddd",0,10,36000,0,"F","M"
"87","cc","ddld",0,15,54000,0,"F","F"
"88","cc","dld",0,15,54000,0,"F","M"
"89","cc","dos",0,15,54000,0,"F","F"
"90","cc","dr",0,15,54000,0,"F","F"
"91","cc","ds",24,18,64800,0.00037037037037037,"F","F"
"92","cc","eve",0,15,54000,0,"F","F"
"93","cc","hilga",0,1,3600,0,"F","F"
"94","cc","ivy",0,15,54000,0,"F","F"
"95","cc","ld",0,7,25200,0,"F","F "
"96","cc","ldc",5468,15,54000,0.101259259259259,"F","M"
"97","cc","ldd",0,15,54000,0,"F","M"
"98","cc","lds",603,16,57600,0.01046875,"F","F "
"99","cc","lsd",0,4,14400,0,"F","F"
"100","cc","no.band",0,12,43200,0,"F","F"
"101","cc","ola",0,10,36000,0,"F","F"
"102","cc","r",16,17,61200,0.000261437908496732,"F","F"
"103","cc","rc",0,8,28800,0,"F","F"
"104","cc","s",0,18,64800,0,"F","F"
"105","cc","sc",0,14,50400,0,"F","F"
"106","cc","scc",0,3,10800,0,"F","F"
"107","cc","scs",15,17,61200,0.000245098039215686,"F","F"
"108","cc","sd",11,18,64800,0.000169753086419753,"F","F"
"109","cc","sld",0,10,36000,0,"F","M"
"110","cc","son.of.ola",0,3,10800,0,"F","M"
"111","cc","ss",0,20,72000,0,"F","F"
"112","cc","sss",0,11,39600,0,"F","F"
"113","cc","tes",0,15,54000,0,"F","F"
"114","cc","una",0,14,50400,0,"F","F"
"115","ccc","c",0,18,64800,0,"F","F"
"116","ccc","cat",0,16,57600,0,"F","F"
"117","ccc","cc",12,17,61200,0.000196078431372549,"F","F"
"118","ccc","ccs",0,14,50400,0,"F","F"
"119","ccc","cd",0,18,64800,0,"F","F"
"120","ccc","cs",0,18,64800,0,"F","F"
"121","ccc","csc",0,3,10800,0,"F","F"
"122","ccc","d",9,18,64800,0.000138888888888889,"F","F"
"123","ccc","dcd",0,18,64800,0,"F","F"
"124","ccc","dd",0,19,68400,0,"F","F"
"125","ccc","ddd",0,10,36000,0,"F","M"
"126","ccc","ddld",0,15,54000,0,"F","F"
"127","ccc","dld",38,10,36000,0.00105555555555556,"F","M"
"128","ccc","dos",25,8,28800,0.000868055555555556,"F","F"
"129","ccc","dr",0,15,54000,0,"F","F"
"130","ccc","ds",0,13,46800,0,"F","F"
"131","ccc","eve",0,15,54000,0,"F","F"
"132","ccc","hilga",0,1,3600,0,"F","F"
"133","ccc","ivy",0,5,18000,0,"F","F"
"134","ccc","ld",0,5,18000,0,"F","F "
"135","ccc","ldc",0,15,54000,0,"F","M"
"136","ccc","ldd",0,10,36000,0,"F","M"
"137","ccc","lds",0,16,57600,0,"F","F "
"138","ccc","lsd",0,4,14400,0,"F","F"
"139","ccc","no.band",0,12,43200,0,"F","F"
"140","ccc","ola",0,15,54000,0,"F","F"
"141","ccc","r",0,17,61200,0,"F","F"
"142","ccc","rc",10,21,75600,0.000132275132275132,"F","F"
"143","ccc","s",0,21,75600,0,"F","F"
"144","ccc","sc",0,19,68400,0,"F","F"
"145","ccc","scc",0,3,10800,0,"F","F"
"146","ccc","scs",0,17,61200,0,"F","F"
"147","ccc","sd",0,9,32400,0,"F","F"
"148","ccc","sld",8266,11,39600,0.208737373737374,"F","M"
"149","ccc","son.of.ola",0,6,21600,0,"F","M"
"150","ccc","ss",204,15,54000,0.00377777777777778,"F","F"
"151","ccc","sss",0,16,57600,0,"F","F"
"152","ccc","tes",0,15,54000,0,"F","F"
"153","ccc","una",0,14,50400,0,"F","F"
"154","ccs","c",0,18,64800,0,"F","F"
"155","ccs","cat",0,15,54000,0,"F","F"
"156","ccs","cc",293,17,61200,0.00478758169934641,"F","F"
"157","ccs","ccc",0,13,46800,0,"F","F"
"158","ccs","cd",24,18,64800,0.00037037037037037,"F","F"
"159","ccs","cs",114,18,64800,0.00175925925925926,"F","F"
"160","ccs","csc",0,3,10800,0,"F","F"
"161","ccs","d",0,9,32400,0,"F","F"
"162","ccs","dcd",0,18,64800,0,"F","F"
"163","ccs","dd",70,9,32400,0.00216049382716049,"F","F"
"164","ccs","ddd",0,10,36000,0,"F","M"
"165","ccs","ddld",0,6,21600,0,"F","F"
"166","ccs","dld",0,10,36000,0,"F","M"
"167","ccs","dos",0,15,54000,0,"F","F"
"168","ccs","dr",0,15,54000,0,"F","F"
"169","ccs","ds",204,13,46800,0.00435897435897436,"F","F"
"170","ccs","eve",0,6,21600,0,"F","F"
"171","ccs","hilga",0,1,3600,0,"F","F"
"172","ccs","ivy",0,15,54000,0,"F","F"
"173","ccs","ld",0,15,54000,0,"F","F "
"174","ccs","ldc",0,15,54000,0,"F","M"
"175","ccs","ldd",3593,10,36000,0.0998055555555556,"F","M"
"176","ccs","lds",0,16,57600,0,"F","F "
"177","ccs","lsd",0,4,14400,0,"F","F"
"178","ccs","no.band",0,12,43200,0,"F","F"
"179","ccs","ola",0,5,18000,0,"F","F"
"180","ccs","r",37,17,61200,0.000604575163398693,"F","F"
"181","ccs","rc",0,18,64800,0,"F","F"
"182","ccs","s",25,18,64800,0.000385802469135802,"F","F"
"183","ccs","sc",957,23,82800,0.0115579710144928,"F","F"
"184","ccs","scc",0,3,10800,0,"F","F"
"185","ccs","scs",0,17,61200,0,"F","F"
"186","ccs","sd",21,18,64800,0.000324074074074074,"F","F"
"187","ccs","sld",0,10,36000,0,"F","M"
"188","ccs","son.of.ola",0,15,54000,0,"F","M"
"189","ccs","ss",0,15,54000,0,"F","F"
"190","ccs","sss",0,19,68400,0,"F","F"
"191","ccs","tes",461,20,72000,0.00640277777777778,"F","F"
"192","ccs","una",0,15,54000,0,"F","F"
"193","cd","c",0,8,28800,0,"F","F"
"194","cd","cat",15,15,54000,0.000277777777777778,"F","F"
"195","cd","cc",17,17,61200,0.000277777777777778,"F","F"
"196","cd","ccc",0,18,64800,0,"F","F"
"197","cd","ccs",23,19,68400,0.00033625730994152,"F","F"
"198","cd","cs",0,17,61200,0,"F","F"
"199","cd","csc",0,3,10800,0,"F","F"
"200","cd","d",0,18,64800,0,"F","F"
"201","cd","dcd",0,13,46800,0,"F","F"
"202","cd","dd",0,14,50400,0,"F","F"
"203","cd","ddd",0,10,36000,0,"F","M"
"204","cd","ddld",0,15,54000,0,"F","F"
"205","cd","dld",0,15,54000,0,"F","M"
"206","cd","dos",0,10,36000,0,"F","F"
"207","cd","dr",0,15,54000,0,"F","F"
"208","cd","ds",0,18,64800,0,"F","F"
"209","cd","eve",0,15,54000,0,"F","F"
"210","cd","hilga",0,1,3600,0,"F","F"
"211","cd","ivy",0,15,54000,0,"F","F"
"212","cd","ld",0,15,54000,0,"F","F "
"213","cd","ldc",0,15,54000,0,"F","M"
"214","cd","ldd",0,15,54000,0,"F","M"
"215","cd","lds",0,11,39600,0,"F","F "
"216","cd","lsd",1735,4,14400,0.120486111111111,"F","F"
"217","cd","no.band",0,12,43200,0,"F","F"
"218","cd","ola",0,15,54000,0,"F","F"
"219","cd","r",0,12,43200,0,"F","F"
"220","cd","rc",31,18,64800,0.000478395061728395,"F","F"
"221","cd","s",0,18,64800,0,"F","F"
"222","cd","sc",34,12,43200,0.000787037037037037,"F","F"
"223","cd","scc",0,3,10800,0,"F","F"
"224","cd","scs",0,9,32400,0,"F","F"
"225","cd","sd",1948,18,64800,0.0300617283950617,"F","F"
"226","cd","six",33,3,10800,0.00305555555555556,"F","F"
"227","cd","sld",0,10,36000,0,"F","M"
"228","cd","son.of.ola",0,15,54000,0,"F","M"
"229","cd","ss",0,12,43200,0,"F","F"
"230","cd","sss",0,16,57600,0,"F","F"
"231","cd","tes",0,15,54000,0,"F","F"
"232","cd","una",13,5,18000,0.000722222222222222,"F","F"
"233","cs","c",0,13,46800,0,"F","F"
"234","cs","cat",0,15,54000,0,"F","F"
"235","cs","cc",0,17,61200,0,"F","F"
"236","cs","ccc",0,18,64800,0,"F","F"
"237","cs","ccs",34,19,68400,0.000497076023391813,"F","F"
"238","cs","cd",124,18,64800,0.00191358024691358,"F","F"
"239","cs","csc",0,3,10800,0,"F","F"
"240","cs","d",0,18,64800,0,"F","F"
"241","cs","dcd",0,18,64800,0,"F","F"
"242","cs","dd",0,19,68400,0,"F","F"
"243","cs","ddd",0,10,36000,0,"F","M"
"244","cs","ddld",0,15,54000,0,"F","F"
"245","cs","dld",0,15,54000,0,"F","M"
"246","cs","dos",0,15,54000,0,"F","F"
"247","cs","ds",0,10,36000,0,"F","F"
"248","cs","eve",0,10,36000,0,"F","F"
"249","cs","hilga",0,1,3600,0,"F","F"
"250","cs","ivy",0,15,54000,0,"F","F"
"251","cs","ld",7241,10,36000,0.201138888888889,"F","F "
"252","cs","ldc",0,10,36000,0,"F","M"
"253","cs","ldd",0,15,54000,0,"F","M"
"254","cs","lds",0,16,57600,0,"F","F "
"255","cs","lsd",0,1,3600,0,"F","F"
"256","cs","no.band",0,6,21600,0,"F","F"
"257","cs","ola",0,15,54000,0,"F","F"
"258","cs","r",6,17,61200,9.80392156862745e-05,"F","F"
"259","cs","rc",524,18,64800,0.00808641975308642,"F","F"
"260","cs","s",0,18,64800,0,"F","F"
"261","cs","sc",0,18,64800,0,"F","F"
"262","cs","scc",1016,3,10800,0.0940740740740741,"F","F"
"263","cs","scs",158,16,57600,0.00274305555555556,"F","F"
"264","cs","sd",0,18,64800,0,"F","F"
"265","cs","sld",0,7,25200,0,"F","M"
"266","cs","son.of.ola",0,15,54000,0,"F","M"
"267","cs","ss",0,19,68400,0,"F","F"
"268","cs","sss",0,16,57600,0,"F","F"
"269","cs","tes",0,7,25200,0,"F","F"
"270","cs","una",5,14,50400,9.92063492063492e-05,"F","F"
"271","csc","c",0,3,10800,0,"F","F"
"272","csc","cc",0,2,7200,0,"F","F"
"273","csc","ccc",0,3,10800,0,"F","F"
"274","csc","ccs",0,4,14400,0,"F","F"
"275","csc","cd",0,3,10800,0,"F","F"
"276","csc","cs",0,3,10800,0,"F","F"
"277","csc","d",0,3,10800,0,"F","F"
"278","csc","dcd",0,3,10800,0,"F","F"
"279","csc","dd",0,4,14400,0,"F","F"
"280","csc","ds",0,3,10800,0,"F","F"
"281","csc","hilga",0,1,3600,0,"F","F"
"282","csc","r",0,2,7200,0,"F","F"
"283","csc","rc",0,3,10800,0,"F","F"
"284","csc","s",0,3,10800,0,"F","F"
"285","csc","sc",0,4,14400,0,"F","F"
"286","csc","scc",0,3,10800,0,"F","F"
"287","csc","scs",0,3,10800,0,"F","F"
"288","csc","sd",0,4,14400,0,"F","F"
"289","csc","six",0,2,7200,0,"F","F"
"290","csc","ss",0,4,14400,0,"F","F"
"291","csc","sss",0,1,3600,0,"F","F"
"292","csc","tes",0,1,3600,0,"F","F"
"293","d","c",0,18,64800,0,"F","F"
"294","d","cat",0,15,54000,0,"F","F"
"295","d","cc",0,17,61200,0,"F","F"
"296","d","ccc",0,13,46800,0,"F","F"
"297","d","ccs",20,14,50400,0.000396825396825397,"F","F"
"298","d","cd",0,18,64800,0,"F","F"
"299","d","cs",0,18,64800,0,"F","F"
"300","d","csc",0,3,10800,0,"F","F"
"301","d","dcd",0,18,64800,0,"F","F"
"302","d","dd",0,19,68400,0,"F","F"
"303","d","ddd",0,10,36000,0,"F","M"
"304","d","ddld",0,5,18000,0,"F","F"
"305","d","dld",4269,10,36000,0.118583333333333,"F","M"
"306","d","dos",0,15,54000,0,"F","F"
"307","d","dr",0,15,54000,0,"F","F"
"308","d","ds",9,18,64800,0.000138888888888889,"F","F"
"309","d","eve",0,5,18000,0,"F","F"
"310","d","hilga",0,1,3600,0,"F","F"
"311","d","ivy",0,15,54000,0,"F","F"
"312","d","ld",0,15,54000,0,"F","F "
"313","d","ldc",0,15,54000,0,"F","M"
"314","d","ldd",0,11,39600,0,"F","M"
"315","d","lds",0,12,43200,0,"F","F "
"316","d","lsd",0,4,14400,0,"F","F"
"317","d","no.band",0,12,43200,0,"F","F"
"318","d","ola",126,16,57600,0.0021875,"F","F"
"319","d","r",0,17,61200,0,"F","F"
"320","d","rc",8,18,64800,0.000123456790123457,"F","F"
"321","d","s",0,14,50400,0,"F","F"
"322","d","sc",0,19,68400,0,"F","F"
"323","d","scc",0,3,10800,0,"F","F"
"324","d","scs",79,17,61200,0.00129084967320261,"F","F"
"325","d","sd",26,23,82800,0.000314009661835749,"F","F"
"326","d","sld",18,5,18000,0.001,"F","M"
"327","d","son.of.ola",0,15,54000,0,"F","M"
"328","d","ss",78,19,68400,0.00114035087719298,"F","F"
"329","d","sss",0,16,57600,0,"F","F"
"330","d","tes",0,15,54000,0,"F","F"
"331","d","una",0,19,68400,0,"F","F"
"332","dcd","c",0,18,64800,0,"F","F"
"333","dcd","cat",0,15,54000,0,"F","F"
"334","dcd","cc",0,7,25200,0,"F","F"
"335","dcd","ccc",26,10,36000,0.000722222222222222,"F","F"
"336","dcd","ccs",0,19,68400,0,"F","F"
"337","dcd","cd",252,13,46800,0.00538461538461538,"F","F"
"338","dcd","cs",962,18,64800,0.0148456790123457,"F","F"
"339","dcd","csc",0,3,10800,0,"F","F"
"340","dcd","d",0,18,64800,0,"F","F"
"341","dcd","dd",40,14,50400,0.000793650793650794,"F","F"
"342","dcd","ddd",0,10,36000,0,"F","M"
"343","dcd","ddld",0,15,54000,0,"F","F"
"344","dcd","dld",11,15,54000,0.000203703703703704,"F","M"
"345","dcd","dos",0,10,36000,0,"F","F"
"346","dcd","dr",2149,15,54000,0.0397962962962963,"F","F"
"347","dcd","ds",7390,18,64800,0.114043209876543,"F","F"
"348","dcd","eve",374,20,72000,0.00519444444444444,"F","F"
"349","dcd","hilga",0,1,3600,0,"F","F"
"350","dcd","ivy",0,16,57600,0,"F","F"
"351","dcd","ld",0,7,25200,0,"F","F "
"352","dcd","ldc",0,15,54000,0,"F","M"
"353","dcd","ldd",0,15,54000,0,"F","M"
"354","dcd","lds",0,11,39600,0,"F","F "
"355","dcd","lsd",0,4,14400,0,"F","F"
"356","dcd","no.band",0,12,43200,0,"F","F"
"357","dcd","ola",0,15,54000,0,"F","F"
"358","dcd","r",0,12,43200,0,"F","F"
"359","dcd","rc",0,8,28800,0,"F","F"
"360","dcd","s",0,18,64800,0,"F","F"
"361","dcd","sc",0,19,68400,0,"F","F"
"362","dcd","scc",38,3,10800,0.00351851851851852,"F","F"
"363","dcd","scs",43,17,61200,0.000702614379084967,"F","F"
"364","dcd","sd",0,18,64800,0,"F","F"
"365","dcd","sld",0,10,36000,0,"F","M"
"366","dcd","son.of.ola",0,8,28800,0,"F","M"
"367","dcd","ss",0,20,72000,0,"F","F"
"368","dcd","sss",0,16,57600,0,"F","F"
"369","dcd","tes",0,15,54000,0,"F","F"
"370","dcd","una",0,14,50400,0,"F","F"
"371","dd","c",0,18,64800,0,"F","F"
"372","dd","cat",25,20,72000,0.000347222222222222,"F","F"
"373","dd","cc",0,17,61200,0,"F","F"
"374","dd","ccc",0,18,64800,0,"F","F"
"375","dd","ccs",210,9,32400,0.00648148148148148,"F","F"
"376","dd","cd",0,18,64800,0,"F","F"
"377","dd","cs",0,18,64800,0,"F","F"
"378","dd","csc",0,3,10800,0,"F","F"
"379","dd","d",0,9,32400,0,"F","F"
"380","dd","dcd",6,18,64800,9.25925925925926e-05,"F","F"
"381","dd","ddd",260,10,36000,0.00722222222222222,"F","M"
"382","dd","ddld",1294,6,21600,0.0599074074074074,"F","F"
"383","dd","dld",0,15,54000,0,"F","M"
"384","dd","dos",0,15,54000,0,"F","F"
"385","dd","dr",0,15,54000,0,"F","F"
"386","dd","ds",0,18,64800,0,"F","F"
"387","dd","eve",0,6,21600,0,"F","F"
"388","dd","hilga",0,1,3600,0,"F","F"
"389","dd","ivy",0,15,54000,0,"F","F"
"390","dd","ld",156,15,54000,0.00288888888888889,"F","F "
"391","dd","ldc",0,15,54000,0,"F","M"
"392","dd","ldd",0,15,54000,0,"F","M"
"393","dd","lds",0,11,39600,0,"F","F "
"394","dd","lsd",1096,4,14400,0.0761111111111111,"F","F"
"395","dd","no.band",245,12,43200,0.0056712962962963,"F","F"
"396","dd","ola",0,5,18000,0,"F","F"
"397","dd","r",0,12,43200,0,"F","F"
"398","dd","rc",822,18,64800,0.0126851851851852,"F","F"
"399","dd","s",0,18,64800,0,"F","F"
"400","dd","sc",0,19,68400,0,"F","F"
"401","dd","scc",0,3,10800,0,"F","F"
"402","dd","scs",154,17,61200,0.00251633986928105,"F","F"
"403","dd","sd",36,18,64800,0.000555555555555556,"F","F"
"404","dd","six",0,1,3600,0,"F","F"
"405","dd","sld",223,10,36000,0.00619444444444444,"F","M"
"406","dd","son.of.ola",0,15,54000,0,"F","M"
"407","dd","ss",141,20,72000,0.00195833333333333,"F","F"
"408","dd","sss",212,16,57600,0.00368055555555556,"F","F"
"409","dd","tes",0,15,54000,0,"F","F"
"410","dd","una",120,14,50400,0.00238095238095238,"F","F"
"411","ddd","c",0,12,43200,0,"M","F"
"412","ddd","cat",0,8,28800,0,"M","F"
"413","ddd","cc",0,8,28800,0,"M","F"
"414","ddd","ccc",0,12,43200,0,"M","F"
"415","ddd","ccs",0,12,43200,0,"M","F"
"416","ddd","cd",0,7,25200,0,"M","F"
"417","ddd","cs",0,12,43200,0,"M","F"
"418","ddd","d",0,12,43200,0,"M","F"
"419","ddd","dcd",0,3,10800,0,"M","F"
"420","ddd","dd",0,12,43200,0,"M","F"
"421","ddd","ddld",0,7,25200,0,"M","F"
"422","ddd","dld",0,12,43200,0,"M","M"
"423","ddd","dos",0,7,25200,0,"M","F"
"424","ddd","dr",0,12,43200,0,"M","F"
