"","dir.dyad","actor","receiver","grooming.rate","actor.sex","receiver.sex"
"655","winona_xanthe","winona","xanthe",0,"F","M"
"656","rina_dante","rina","dante",5.50682261208577e-05,"F","M"
"657","rina_lilith","rina","lilith",0.00129454926624738,"F","F"
"658","rina_queen","rina","queen",1.83700734802939e-05,"F","F"
"659","rina_irma","rina","irma",0.00018648407926965,"F","F"
"660","rina_kelly","rina","kelly",0.00112400375058603,"F","F"
"661","rina_tiffany","rina","tiffany",0.000542735042735043,"F","F"
"662","rina_matt","rina","matt",0,"F","M"
"663","rina_shania","rina","shania",0,"F","F"
"664","rina_alexei","rina","alexei",0,"F","M"
"665","rina_jupiter","rina","jupiter",0.000833333333333333,"F","F"
"666","rina_bd","rina","bd",0.000744897959183673,"F","F"
"667","rina_cindy","rina","cindy",0.000681257014590348,"F","F"
"668","rina_esther","rina","esther",0.00107771097751058,"F","F"
"669","rina_betty","rina","betty",0.00103444444444444,"F","F"
"670","rina_gayle","rina","gayle",0.000528636884306987,"F","F"
"671","rina_hera","rina","hera",0.00230126920507682,"F","F"
"672","rina_bscs","rina","bscs",0.00233009166107758,"F","F"
"673","rina_fran","rina","fran",0.00173001949317739,"F","F"
"674","rina_mabel","rina","mabel",0.000765294646873594,"F","F"
"675","rina_vixen","rina","vixen",0.000947748409202154,"F","F"
"676","rina_zelda","rina","zelda",0.00101933973885193,"F","F"
"677","rina_winona","rina","winona",0.00367303992303992,"F","F"
"678","rina_alicia","rina","alicia",0.000547184170471842,"F","F"
"679","rina_piper","rina","piper",0.00401967842572594,"F","F"
"680","rina_yzma","rina","yzma",0.000520025839793282,"F","F"
"681","rina_opal","rina","opal",0.000129791363415818,"F","F"
"682","rina_noa","rina","noa",8.25082508250825e-06,"F","M"
"683","rina_pup","rina","pup",5.84795321637427e-06,"F","M"
"684","rina_uri","rina","uri",1.46627565982405e-05,"F","F"
"685","rina_xanthe","rina","xanthe",0,"F","M"
"686","alicia_dante","alicia","dante",0,"F","M"
"687","alicia_lilith","alicia","lilith",0,"F","F"
"688","alicia_queen","alicia","queen",0,"F","F"
"689","alicia_irma","alicia","irma",3.50529100529101e-05,"F","F"
"690","alicia_kelly","alicia","kelly",0.000159783677482793,"F","F"
"691","alicia_tiffany","alicia","tiffany",0.000193576388888889,"F","F"
"692","alicia_matt","alicia","matt",0,"F","M"
"693","alicia_shania","alicia","shania",0,"F","F"
"694","alicia_alexei","alicia","alexei",0.000833333333333333,"F","M"
"695","alicia_jupiter","alicia","jupiter",0.000215643274853801,"F","F"
"696","alicia_bd","alicia","bd",0.000162999185004075,"F","F"
"697","alicia_cindy","alicia","cindy",0.000115995115995116,"F","F"
"698","alicia_esther","alicia","esther",8.37138508371385e-06,"F","F"
"699","alicia_betty","alicia","betty",9.08265213442325e-06,"F","F"
"700","alicia_gayle","alicia","gayle",0.00888958160155168,"F","F"
"701","alicia_hera","alicia","hera",0.000323439878234399,"F","F"
"702","alicia_bscs","alicia","bscs",0.000283375314861461,"F","F"
"703","alicia_fran","alicia","fran",0.000210806697108067,"F","F"
"704","alicia_mabel","alicia","mabel",2.36568986568987e-05,"F","F"
"705","alicia_vixen","alicia","vixen",0.018966275659824,"F","F"
"706","alicia_zelda","alicia","zelda",0.00157320055904962,"F","F"
"707","alicia_winona","alicia","winona",0.000185467479674797,"F","F"
"708","alicia_rina","alicia","rina",0.000294520547945205,"F","F"
"709","alicia_piper","alicia","piper",0.000145663956639566,"F","F"
"710","alicia_opal","alicia","opal",1.43970189701897e-05,"F","F"
"711","alicia_noa","alicia","noa",3.16281628162816e-05,"F","M"
"712","alicia_pup","alicia","pup",0,"F","M"
"713","alicia_uri","alicia","uri",0.000108300264550265,"F","F"
"714","alicia_xanthe","alicia","xanthe",0.000190426275331936,"F","M"
"715","piper_dante","piper","dante",0,"F","M"
"716","piper_lilith","piper","lilith",0.000317952249770432,"F","F"
"717","piper_queen","piper","queen",4.20875420875421e-06,"F","F"
"718","piper_irma","piper","irma",0.000286796536796537,"F","F"
"719","piper_kelly","piper","kelly",0.00189388532000952,"F","F"
"720","piper_tiffany","piper","tiffany",0.00262345679012346,"F","F"
"721","piper_matt","piper","matt",0,"F","M"
"722","piper_shania","piper","shania",0,"F","F"
"723","piper_alexei","piper","alexei",0,"F","M"
"724","piper_jupiter","piper","jupiter",0.00107631759069131,"F","F"
"725","piper_bd","piper","bd",0.00275503933136677,"F","F"
"726","piper_cindy","piper","cindy",0.00409961685823755,"F","F"
"727","piper_esther","piper","esther",0.0060455747955748,"F","F"
"728","piper_betty","piper","betty",0.000935422602089269,"F","F"
"729","piper_gayle","piper","gayle",0.00113493855028844,"F","F"
"730","piper_hera","piper","hera",0.00292989417989418,"F","F"
"731","piper_bscs","piper","bscs",0.0105549213597159,"F","F"
"732","piper_fran","piper","fran",0.00198644108471322,"F","F"
"733","piper_mabel","piper","mabel",0.00355336737174812,"F","F"
"734","piper_vixen","piper","vixen",0.0012016369047619,"F","F"
"735","piper_zelda","piper","zelda",0.00221550671550672,"F","F"
"736","piper_winona","piper","winona",0.00863461074957821,"F","F"
"737","piper_rina","piper","rina",0.00372630189584833,"F","F"
"738","piper_alicia","piper","alicia",0.000142276422764228,"F","F"
"739","piper_yzma","piper","yzma",0,"F","F"
"740","piper_opal","piper","opal",0.00213323713323713,"F","F"
"741","piper_noa","piper","noa",0,"F","M"
"742","piper_pup","piper","pup",0,"F","M"
"743","piper_uri","piper","uri",1.07794361525705e-05,"F","F"
"744","piper_xanthe","piper","xanthe",0,"F","M"
"745","yzma_dante","yzma","dante",0,"F","M"
"746","yzma_lilith","yzma","lilith",0,"F","F"
"747","yzma_queen","yzma","queen",0,"F","F"
"748","yzma_irma","yzma","irma",0,"F","F"
"749","yzma_kelly","yzma","kelly",0.00072039072039072,"F","F"
"750","yzma_tiffany","yzma","tiffany",0,"F","F"
"751","yzma_matt","yzma","matt",0,"F","M"
"752","yzma_shania","yzma","shania",0,"F","F"
"753","yzma_jupiter","yzma","jupiter",0,"F","F"
"754","yzma_bd","yzma","bd",0,"F","F"
"755","yzma_cindy","yzma","cindy",0,"F","F"
"756","yzma_esther","yzma","esther",0,"F","F"
"757","yzma_betty","yzma","betty",0,"F","F"
"758","yzma_gayle","yzma","gayle",0,"F","F"
"759","yzma_hera","yzma","hera",2.13675213675214e-05,"F","F"
"760","yzma_bscs","yzma","bscs",0,"F","F"
"761","yzma_fran","yzma","fran",0,"F","F"
"762","yzma_mabel","yzma","mabel",0,"F","F"
"763","yzma_vixen","yzma","vixen",0,"F","F"
"764","yzma_zelda","yzma","zelda",0,"F","F"
"765","yzma_winona","yzma","winona",0,"F","F"
"766","yzma_rina","yzma","rina",0.00177002583979328,"F","F"
"767","yzma_piper","yzma","piper",0,"F","F"
"768","yzma_opal","yzma","opal",0,"F","F"
"769","yzma_pup","yzma","pup",0,"F","M"
"770","opal_dante","opal","dante",0,"F","M"
"771","opal_lilith","opal","lilith",0.000161252354048964,"F","F"
"772","opal_queen","opal","queen",0.000201191344517384,"F","F"
"773","opal_irma","opal","irma",2.60795730228045e-05,"F","F"
"774","opal_kelly","opal","kelly",0.000582694763729247,"F","F"
"775","opal_tiffany","opal","tiffany",0.000670262896825397,"F","F"
"776","opal_matt","opal","matt",0.000206076056936478,"F","M"
"777","opal_shania","opal","shania",0,"F","F"
"778","opal_alexei","opal","alexei",0,"F","M"
"779","opal_jupiter","opal","jupiter",0.000163093591516828,"F","F"
"780","opal_bd","opal","bd",2.60999254287845e-05,"F","F"
"781","opal_cindy","opal","cindy",1.67986561075114e-05,"F","F"
"782","opal_esther","opal","esther",2.91757840991977e-05,"F","F"
"783","opal_betty","opal","betty",1.25989920806335e-05,"F","F"
"784","opal_gayle","opal","gayle",0.000823842065299924,"F","F"
"785","opal_hera","opal","hera",0.00012217359591539,"F","F"
"786","opal_bscs","opal","bscs",5.38876058506543e-05,"F","F"
"787","opal_fran","opal","fran",0,"F","F"
"788","opal_mabel","opal","mabel",0.000356221792392005,"F","F"
"789","opal_vixen","opal","vixen",0.000108447488584475,"F","F"
"790","opal_zelda","opal","zelda",0.00118871643261887,"F","F"
"791","opal_winona","opal","winona",0.00116471734892788,"F","F"
"792","opal_rina","opal","rina",0.000126152353226589,"F","F"
"793","opal_alicia","opal","alicia",1.18563685636856e-05,"F","F"
"794","opal_piper","opal","piper",0.00184283309283309,"F","F"
"795","opal_yzma","opal","yzma",0,"F","F"
"796","opal_noa","opal","noa",0,"F","M"
"797","opal_pup","opal","pup",0,"F","M"
"798","opal_uri","opal","uri",0,"F","F"
"799","opal_xanthe","opal","xanthe",0,"F","M"
"800","noa_dante","noa","dante",0,"M","M"
"801","noa_queen","noa","queen",0,"M","F"
"802","noa_irma","noa","irma",0,"M","F"
"803","noa_kelly","noa","kelly",0,"M","F"
"804","noa_tiffany","noa","tiffany",0,"M","F"
"805","noa_matt","noa","matt",0,"M","M"
"806","noa_shania","noa","shania",0,"M","F"
"807","noa_alexei","noa","alexei",0,"M","M"
"808","noa_jupiter","noa","jupiter",0,"M","F"
"809","noa_bd","noa","bd",0,"M","F"
"810","noa_cindy","noa","cindy",0,"M","F"
"811","noa_esther","noa","esther",0,"M","F"
"812","noa_betty","noa","betty",0,"M","F"
"813","noa_gayle","noa","gayle",0,"M","F"
"814","noa_hera","noa","hera",0,"M","F"
"815","noa_bscs","noa","bscs",0,"M","F"
"816","noa_fran","noa","fran",0,"M","F"
"817","noa_mabel","noa","mabel",0.000125368731563422,"M","F"
"818","noa_vixen","noa","vixen",0,"M","F"
"819","noa_zelda","noa","zelda",0,"M","F"
"820","noa_winona","noa","winona",0,"M","F"
"821","noa_rina","noa","rina",0,"M","F"
"822","noa_alicia","noa","alicia",0,"M","F"
"823","noa_piper","noa","piper",0,"M","F"
"824","noa_opal","noa","opal",0,"M","F"
"825","noa_pup","noa","pup",0,"M","M"
"826","noa_uri","noa","uri",0,"M","F"
"827","noa_xanthe","noa","xanthe",0,"M","M"
"828","pup_dante","pup","dante",0,"M","M"
"829","pup_lilith","pup","lilith",0,"M","F"
"830","pup_queen","pup","queen",0,"M","F"
"831","pup_irma","pup","irma",4.05194297988674e-05,"M","F"
"832","pup_kelly","pup","kelly",0,"M","F"
"833","pup_tiffany","pup","tiffany",0,"M","F"
"834","pup_matt","pup","matt",0,"M","M"
"835","pup_shania","pup","shania",4.30663221360896e-05,"M","F"
"836","pup_alexei","pup","alexei",0,"M","M"
"837","pup_jupiter","pup","jupiter",0.0011611945835652,"M","F"
"838","pup_bd","pup","bd",5.05970451325643e-06,"M","F"
"839","pup_cindy","pup","cindy",0,"M","F"
"840","pup_esther","pup","esther",3.85666861941027e-05,"M","F"
"841","pup_betty","pup","betty",0,"M","F"
"842","pup_gayle","pup","gayle",0,"M","F"
"843","pup_hera","pup","hera",2.34329232571763e-05,"M","F"
"844","pup_bscs","pup","bscs",0,"M","F"
"845","pup_fran","pup","fran",0,"M","F"
"846","pup_mabel","pup","mabel",0,"M","F"
"847","pup_vixen","pup","vixen",0,"M","F"
"848","pup_zelda","pup","zelda",0,"M","F"
"849","pup_winona","pup","winona",2.00295171832174e-05,"M","F"
"850","pup_rina","pup","rina",0,"M","F"
"851","pup_alicia","pup","alicia",0,"M","F"
"852","pup_piper","pup","piper",0,"M","F"
"853","pup_yzma","pup","yzma",0,"M","F"
"854","pup_opal","pup","opal",0,"M","F"
"855","pup_noa","pup","noa",0,"M","M"
"856","pup_uri","pup","uri",0,"M","F"
"857","pup_xanthe","pup","xanthe",0,"M","M"
"858","uri_dante","uri","dante",0,"F","M"
"859","uri_lilith","uri","lilith",0,"F","F"
"860","uri_queen","uri","queen",0,"F","F"
"861","uri_irma","uri","irma",0,"F","F"
"862","uri_kelly","uri","kelly",0,"F","F"
"863","uri_tiffany","uri","tiffany",0,"F","F"
"864","uri_matt","uri","matt",0,"F","M"
"865","uri_shania","uri","shania",0,"F","F"
"866","uri_alexei","uri","alexei",0,"F","M"
"867","uri_jupiter","uri","jupiter",0,"F","F"
"868","uri_bd","uri","bd",0,"F","F"
"869","uri_cindy","uri","cindy",0,"F","F"
"870","uri_esther","uri","esther",0,"F","F"
"871","uri_betty","uri","betty",0,"F","F"
"872","uri_gayle","uri","gayle",0,"F","F"
"873","uri_hera","uri","hera",0,"F","F"
"874","uri_bscs","uri","bscs",0,"F","F"
"875","uri_fran","uri","fran",0,"F","F"
"876","uri_mabel","uri","mabel",0,"F","F"
"877","uri_vixen","uri","vixen",0,"F","F"
"878","uri_zelda","uri","zelda",0,"F","F"
"879","uri_winona","uri","winona",0,"F","F"
"880","uri_rina","uri","rina",0,"F","F"
"881","uri_alicia","uri","alicia",0,"F","F"
"882","uri_piper","uri","piper",0,"F","F"
"883","uri_opal","uri","opal",0,"F","F"
"884","uri_noa","uri","noa",0,"F","M"
"885","uri_pup","uri","pup",0,"F","M"
"886","uri_xanthe","uri","xanthe",0,"F","M"
"887","xanthe_dante","xanthe","dante",0,"M","M"
"888","xanthe_queen","xanthe","queen",0,"M","F"
"889","xanthe_irma","xanthe","irma",0,"M","F"
"890","xanthe_kelly","xanthe","kelly",0,"M","F"
"891","xanthe_tiffany","xanthe","tiffany",0,"M","F"
"892","xanthe_matt","xanthe","matt",0,"M","M"
"893","xanthe_shania","xanthe","shania",0,"M","F"
"894","xanthe_alexei","xanthe","alexei",0,"M","M"
"895","xanthe_jupiter","xanthe","jupiter",0,"M","F"
"896","xanthe_bd","xanthe","bd",0,"M","F"
"897","xanthe_cindy","xanthe","cindy",0,"M","F"
"898","xanthe_esther","xanthe","esther",0,"M","F"
"899","xanthe_betty","xanthe","betty",0,"M","F"
"900","xanthe_gayle","xanthe","gayle",0,"M","F"
"901","xanthe_hera","xanthe","hera",0,"M","F"
"902","xanthe_bscs","xanthe","bscs",0,"M","F"
"903","xanthe_fran","xanthe","fran",0,"M","F"
"904","xanthe_mabel","xanthe","mabel",0,"M","F"
"905","xanthe_vixen","xanthe","vixen",0,"M","F"
"906","xanthe_zelda","xanthe","zelda",0,"M","F"
"907","xanthe_winona","xanthe","winona",0,"M","F"
"908","xanthe_rina","xanthe","rina",0,"M","F"
"909","xanthe_alicia","xanthe","alicia",0,"M","F"
"910","xanthe_piper","xanthe","piper",0,"M","F"
"911","xanthe_opal","xanthe","opal",0,"M","F"
"912","xanthe_noa","xanthe","noa",0,"M","M"
"913","xanthe_pup","xanthe","pup",0,"M","M"
"914","xanthe_uri","xanthe","uri",0,"M","F"
