"","dir.dyad","actor","receiver","a.sex","r.sex","site1","site2","season1","season2","kinship","grooming","foodsharing","dist"
"2384","ldc_bat4","ldc","bat4","M","F","tole","zoo","postdoc","phd",0,NA,NA,4.7879363128591
"2385","ldc_bat5","ldc","bat5","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.2040214292614
"2386","ldc_bat6","ldc","bat6","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.28437909214297
"2387","ldc_bat7","ldc","bat7","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.68611797824796
"2388","ldc_bella","ldc","bella","M","F","tole","zoo","postdoc","phd",0,NA,NA,4.84021273598465
"2389","ldc_betty","ldc","betty","M","F","tole","tole","postdoc","lab",NA,NA,NA,3.29865800668294
"2390","ldc_black-panther","ldc","black-panther","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,4.07714867822847
"2391","ldc_c","ldc","c","M","F","tole","tole","postdoc","postdoc",0.1429,0,0,4.15575157909242
"2392","ldc_cat","ldc","cat","M","F","tole","las.pavas","postdoc","postdoc",0,0.00138888888888889,0,4.10361400721575
"2393","ldc_cc","ldc","cc","M","F","tole","tole","postdoc","postdoc",0.5,0.0061,0.045,3.91378936169994
"2394","ldc_ccc","ldc","ccc","M","F","tole","tole","postdoc","postdoc",0.018,0,0,4.25462856727186
"2395","ldc_ccs","ldc","ccs","M","F","tole","tole","postdoc","postdoc",0.3331,0,0,3.79725624816505
"2396","ldc_cerce","ldc","cerce","M","F","tole","zoo","postdoc","phd",0,NA,NA,4.43629389826389
"2397","ldc_cerceson","ldc","cerceson","M","M","tole","zoo","postdoc","phd",0,NA,NA,5.65104338415664
"2398","ldc_cindy","ldc","cindy","M","F","tole","tole","postdoc","lab",NA,NA,NA,3.30098453037449
"2399","ldc_cs","ldc","cs","M","F","tole","tole","postdoc","postdoc",0,0,0,3.54329908956418
"2400","ldc_d","ldc","d","M","F","tole","tole","postdoc","lab",NA,0.000296296296296296,0,3.88213105016892
"2401","ldc_dcd","ldc","dcd","M","F","tole","tole","postdoc","postdoc",0.2073,0,0,3.98752975958733
"2402","ldc_dd","ldc","dd","M","F","tole","tole","postdoc","postdoc",0.0441,0,0,4.70149874355163
"2403","ldc_ddld","ldc","ddld","M","F","tole","tole","postdoc","postdoc",0,0,0,4.15630533314446
"2404","ldc_eve","ldc","eve","M","F","tole","las.pavas","postdoc","postdoc",0,0,0,3.68073915590223
"2405","ldc_falcon","ldc","falcon","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,4.50805938419191
"2406","ldc_flapper","ldc","flapper","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.88207622666932
"2407","ldc_fran","ldc","fran","M","F","tole","tole","postdoc","lab",NA,NA,NA,3.01447797697862
"2408","ldc_gayle","ldc","gayle","M","F","tole","tole","postdoc","lab",NA,NA,NA,3.11841458075067
"2409","ldc_gremlin","ldc","gremlin","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.41789395283615
"2410","ldc_hera","ldc","hera","M","F","tole","tole","postdoc","lab",NA,NA,NA,3.95640702163784
"2411","ldc_hilga","ldc","hilga","M","F","tole","tole","postdoc","postdoc",0,NA,NA,3.82526834483462
"2412","ldc_hulk","ldc","hulk","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,3.83264776142603
"2413","ldc_jenna-bat","ldc","jenna-bat","M","M","tole","gamboa","postdoc","postdoc",0,NA,NA,4.07689899909977
"2414","ldc_jupiter","ldc","jupiter","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,3.73800578344924
"2415","ldc_kelly","ldc","kelly","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,4.52654457040004
"2416","ldc_lds","ldc","lds","M","M","tole","tole","postdoc","postdoc",0.0048,0.00125448028673835,0,3.34812313017089
"2417","ldc_lsd","ldc","lsd","M","F","tole","tole","postdoc","postdoc",0.0511,0,0,3.52493101758019
"2418","ldc_lucyson","ldc","lucyson","M","M","tole","zoo","postdoc","phd",0,NA,NA,5.16043890525119
"2419","ldc_mabel","ldc","mabel","M","F","tole","tole","postdoc","lab",NA,NA,NA,3.21037547758512
"2420","ldc_marce","ldc","marce","M","F","tole","zoo","postdoc","phd",0,NA,NA,4.46462945981879
"2421","ldc_no-band","ldc","no-band","M","F","tole","las.pavas","postdoc","postdoc",0,0.00103864734299517,0,3.51941612791555
"2422","ldc_ola","ldc","ola","M","F","tole","las.pavas","postdoc","postdoc",0,0,0,3.73597769271651
"2423","ldc_opal","ldc","opal","M","F","tole","chorrera","postdoc","lab",0,NA,NA,4.12109612111348
"2424","ldc_piper","ldc","piper","M","F","tole","chorrera","postdoc","lab",0,NA,NA,4.11999079619662
"2425","ldc_queen","ldc","queen","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,4.66979354940937
"2426","ldc_r","ldc","r","M","F","tole","tole","postdoc","postdoc",0.0157,0.000425925925925926,0,3.60651953190417
"2427","ldc_rc","ldc","rc","M","F","tole","tole","postdoc","postdoc",0,0.000105820105820106,0,4.559258583941
"2428","ldc_rina","ldc","rina","M","F","tole","chorrera","postdoc","lab",0,NA,NA,5.10785881901028
"2429","ldc_s","ldc","s","M","F","tole","tole","postdoc","postdoc",0,0.000824074074074074,0,3.84264692574247
"2430","ldc_sam6","ldc","sam6","M",NA,"tole","chilibre","postdoc","postdoc",0,NA,NA,3.50605298791542
"2431","ldc_sc","ldc","sc","M","F","tole","tole","postdoc","postdoc",0.0619,0,0,4.08168732241663
"2432","ldc_scc","ldc","scc","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,3.85462388497959
"2433","ldc_scs","ldc","scs","M","F","tole","tole","postdoc","lab",NA,0,0,3.3424535542565
"2434","ldc_sd","ldc","sd","M","F","tole","tole","postdoc","postdoc",0,0,0,4.64151048973426
"2435","ldc_shania","ldc","shania","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,5.25412434126188
"2436","ldc_sheldon","ldc","sheldon","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.65554824473843
"2437","ldc_six","ldc","six","M","M","tole","las.pavas","postdoc","postdoc",0,NA,NA,4.16643643936656
"2438","ldc_snow","ldc","snow","M","F","tole","zoo","postdoc","phd",0,NA,NA,4.99892156796543
"2439","ldc_son-of-ola","ldc","son-of-ola","M","M","tole","las.pavas","postdoc","postdoc",0,0,0,4.09765439378993
"2440","ldc_speedster","ldc","speedster","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.5440735370404
"2441","ldc_ss","ldc","ss","M","F","tole","tole","postdoc","postdoc",0.0618,0,0,4.06205983964023
"2442","ldc_sss","ldc","sss","M","F","tole","tole","postdoc","postdoc",0,0.000411111111111111,0,3.69427207926044
"2443","ldc_streblick","ldc","streblick","M","M","tole","zoo","postdoc","phd",0,NA,NA,6.1305230021771
"2444","ldc_tiffany","ldc","tiffany","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,4.52662898800154
"2445","ldc_vampison","ldc","vampison","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.65540527429128
"2446","ldc_vixen","ldc","vixen","M","F","tole","chorrera","postdoc","lab",0,NA,NA,4.15451815620874
"2447","ldc_zaria","ldc","zaria","M","F","tole","zoo","postdoc","phd",0,NA,NA,4.53755222111276
"2448","ldc_zelda","ldc","zelda","M","F","tole","chorrera","postdoc","lab",0,NA,NA,4.0457905961123
"2449","lds_alicia","lds","alicia","M","F","tole","chorrera","postdoc","lab",0,NA,NA,1.77543589811013
"2450","lds_bat2","lds","bat2","M","F","tole","zoo","postdoc","phd",0,NA,NA,1.73765992820221
"2451","lds_bat3","lds","bat3","M","F","tole","zoo","postdoc","phd",0,NA,NA,2.81552606420313
"2452","lds_bat4","lds","bat4","M","F","tole","zoo","postdoc","phd",0,NA,NA,2.02711660054285
"2453","lds_bat5","lds","bat5","M","M","tole","zoo","postdoc","phd",0,NA,NA,1.78042843739528
"2454","lds_bat6","lds","bat6","M","M","tole","zoo","postdoc","phd",0,NA,NA,2.35506771331226
"2455","lds_bat7","lds","bat7","M","M","tole","zoo","postdoc","phd",0,NA,NA,2.22582123864742
"2456","lds_bella","lds","bella","M","F","tole","zoo","postdoc","phd",0,NA,NA,2.24758436223586
"2457","lds_betty","lds","betty","M","F","tole","tole","postdoc","lab",NA,NA,NA,1.67045943281863
"2458","lds_black-panther","lds","black-panther","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.87549015134959
"2459","lds_c","lds","c","M","F","tole","tole","postdoc","postdoc",0.0161,0.0101075268817204,0.00811111111111111,2.11242506838011
"2460","lds_cat","lds","cat","M","F","tole","las.pavas","postdoc","postdoc",0,0,0,1.70541310093441
"2461","lds_cc","lds","cc","M","F","tole","tole","postdoc","postdoc",0.1204,0.00138888888888889,0.0017962962962963,2.02960097105078
"2462","lds_ccc","lds","ccc","M","F","tole","tole","postdoc","postdoc",0.0194,0,0,1.82665225789264
"2463","lds_ccs","lds","ccs","M","F","tole","tole","postdoc","postdoc",0.1247,0,0,1.5111872696188
"2464","lds_cerce","lds","cerce","M","F","tole","zoo","postdoc","phd",0,NA,NA,1.67805858247458
"2465","lds_cerceson","lds","cerceson","M","M","tole","zoo","postdoc","phd",0,NA,NA,4.14029769471126
"2466","lds_cindy","lds","cindy","M","F","tole","tole","postdoc","lab",NA,NA,NA,1.66168854311915
"2467","lds_cs","lds","cs","M","F","tole","tole","postdoc","postdoc",0,0,0,1.33773588776419
"2468","lds_d","lds","d","M","F","tole","tole","postdoc","lab",NA,0.000123456790123457,0,1.37171845801404
"2469","lds_dcd","lds","dcd","M","F","tole","tole","postdoc","postdoc",0,0.000111111111111111,0,1.30045538704715
"2470","lds_dd","lds","dd","M","F","tole","tole","postdoc","postdoc",0.0324,0.00078042328042328,0.001,2.00621208802527
"2471","lds_ddld","lds","ddld","M","F","tole","tole","postdoc","postdoc",0,0,0,1.59346651516202
"2472","lds_eve","lds","eve","M","F","tole","las.pavas","postdoc","postdoc",0,0,0,1.38960398973923
"2473","lds_falcon","lds","falcon","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.70935305593888
"2474","lds_flapper","lds","flapper","M","M","tole","zoo","postdoc","phd",0,NA,NA,2.38100477853446
"2475","lds_fran","lds","fran","M","F","tole","tole","postdoc","lab",NA,NA,NA,1.9541009447097
"2476","lds_gayle","lds","gayle","M","F","tole","tole","postdoc","lab",NA,NA,NA,1.94169560857417
"2477","lds_gremlin","lds","gremlin","M","M","tole","zoo","postdoc","phd",0,NA,NA,1.90811242350084
"2478","lds_hera","lds","hera","M","F","tole","tole","postdoc","lab",NA,NA,NA,2.16335179772064
"2479","lds_hilga","lds","hilga","M","F","tole","tole","postdoc","postdoc",0,NA,NA,1.67787366110638
"2480","lds_hulk","lds","hulk","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.66807116454152
"2481","lds_jenna-bat","lds","jenna-bat","M","M","tole","gamboa","postdoc","postdoc",0,NA,NA,1.77711095917683
"2482","lds_jupiter","lds","jupiter","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.00899550309285
"2483","lds_kelly","lds","kelly","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.47354295982799
"2484","lds_ldc","lds","ldc","M","M","tole","tole","postdoc","postdoc",0.0048,0,0,3.34812313017089
"2485","lds_lsd","lds","lsd","M","F","tole","tole","postdoc","postdoc",0,0,0,1.04710972471696
"2486","lds_lucyson","lds","lucyson","M","M","tole","zoo","postdoc","phd",0,NA,NA,3.21733488123744
"2487","lds_mabel","lds","mabel","M","F","tole","tole","postdoc","lab",NA,NA,NA,2.22145698199403
"2488","lds_marce","lds","marce","M","F","tole","zoo","postdoc","phd",0,NA,NA,1.89345490539591
"2489","lds_no-band","lds","no-band","M","F","tole","las.pavas","postdoc","postdoc",0,0.000113168724279835,0,1.41605460791342
"2490","lds_ola","lds","ola","M","F","tole","las.pavas","postdoc","postdoc",0,0.000134408602150538,0.000240740740740741,1.21116285508642
"2491","lds_opal","lds","opal","M","F","tole","chorrera","postdoc","lab",0,NA,NA,2.4562691951023
"2492","lds_piper","lds","piper","M","F","tole","chorrera","postdoc","lab",0,NA,NA,2.1839371454032
"2493","lds_queen","lds","queen","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.87531017318708
"2494","lds_r","lds","r","M","F","tole","tole","postdoc","postdoc",0.5,0.00412393162393162,0.0226388888888889,2.21974805560685
"2495","lds_rc","lds","rc","M","F","tole","tole","postdoc","postdoc",0,0,0,1.68083987695402
"2496","lds_rina","lds","rina","M","F","tole","chorrera","postdoc","lab",0,NA,NA,2.94527650216648
"2497","lds_s","lds","s","M","F","tole","tole","postdoc","postdoc",0.0491,0,0,1.69946639844541
"2498","lds_sam6","lds","sam6","M",NA,"tole","chilibre","postdoc","postdoc",0,NA,NA,1.61383716721335
"2499","lds_sc","lds","sc","M","F","tole","tole","postdoc","postdoc",0,0,0,1.49511961746665
"2500","lds_scc","lds","scc","M","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.67466172338186
"2501","lds_scs","lds","scs","M","F","tole","tole","postdoc","lab",NA,0,0,1.8499890523859
"2502","lds_sd","lds","sd","M","F","tole","tole","postdoc","postdoc",0.0951,0,0,1.80796039980168
"2503","lds_shania","lds","shania","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,3.16847687465096
"2504","lds_sheldon","lds","sheldon","M","M","tole","zoo","postdoc","phd",0,NA,NA,2.01265215583211
"2505","lds_six","lds","six","M","M","tole","las.pavas","postdoc","postdoc",0,NA,NA,1.62431382838782
"2506","lds_snow","lds","snow","M","F","tole","zoo","postdoc","phd",0,NA,NA,2.21950231405407
"2507","lds_son-of-ola","lds","son-of-ola","M","M","tole","las.pavas","postdoc","postdoc",0,0,0,1.52161574075033
"2508","lds_speedster","lds","speedster","M","M","tole","zoo","postdoc","phd",0,NA,NA,2.11113779449279
"2509","lds_ss","lds","ss","M","F","tole","tole","postdoc","postdoc",0.0988,0,0,1.85482111107829
"2510","lds_sss","lds","sss","M","F","tole","tole","postdoc","postdoc",0,0,0,1.29262332684084
"2511","lds_streblick","lds","streblick","M","M","tole","zoo","postdoc","phd",0,NA,NA,3.8056319664088
"2512","lds_tiffany","lds","tiffany","M","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.50785782673218
"2513","lds_vampison","lds","vampison","M","M","tole","zoo","postdoc","phd",0,NA,NA,2.39237455178941
"2514","lds_vixen","lds","vixen","M","F","tole","chorrera","postdoc","lab",0,NA,NA,1.83499795921132
"2515","lds_zaria","lds","zaria","M","F","tole","zoo","postdoc","phd",0,NA,NA,1.85659529795185
"2516","lds_zelda","lds","zelda","M","F","tole","chorrera","postdoc","lab",0,NA,NA,2.45396627896627
"2517","lsd_alicia","lsd","alicia","F","F","tole","chorrera","postdoc","lab",0,NA,NA,1.85894703513163
"2518","lsd_bat2","lsd","bat2","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.46746042303268
"2519","lsd_bat3","lsd","bat3","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.51898230210329
"2520","lsd_bat4","lsd","bat4","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.90270359868081
"2521","lsd_bat5","lsd","bat5","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.78754462111094
"2522","lsd_bat6","lsd","bat6","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.1118067576914
"2523","lsd_bat7","lsd","bat7","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.01328742717666
"2524","lsd_bella","lsd","bella","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.13503947031303
"2525","lsd_betty","lsd","betty","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.37546282755377
"2526","lsd_black-panther","lsd","black-panther","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.53195480401257
"2527","lsd_c","lsd","c","F","F","tole","tole","postdoc","postdoc",0.1189,0,0,2.50025870604426
"2528","lsd_cat","lsd","cat","F","F","tole","las.pavas","postdoc","postdoc",0,0,0,1.50367007015655
"2529","lsd_cc","lsd","cc","F","F","tole","tole","postdoc","postdoc",0.077,0.000357142857142857,0,1.76105189797926
"2530","lsd_ccc","lsd","ccc","F","F","tole","tole","postdoc","postdoc",0,0.00154761904761905,0,1.78633436779014
"2531","lsd_ccs","lsd","ccs","F","F","tole","tole","postdoc","postdoc",0.0503,0,0,1.11151390440585
"2532","lsd_cerce","lsd","cerce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.57653773082439
"2533","lsd_cerceson","lsd","cerceson","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.86122919293291
"2534","lsd_cindy","lsd","cindy","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.73979369700905
"2535","lsd_cs","lsd","cs","F","F","tole","tole","postdoc","postdoc",0.0566,NA,NA,1.37749435454263
"2536","lsd_d","lsd","d","F","F","tole","tole","postdoc","lab",NA,0,0,1.41763968419526
"2537","lsd_dcd","lsd","dcd","F","F","tole","tole","postdoc","postdoc",0,0.000317460317460317,0,1.31741453017232
"2538","lsd_dd","lsd","dd","F","F","tole","tole","postdoc","postdoc",0,0.0311111111111111,0.0359259259259259,1.93878297685975
"2539","lsd_ddld","lsd","ddld","F","F","tole","tole","postdoc","postdoc",0.0819,0,0,1.42254120021856
"2540","lsd_eve","lsd","eve","F","F","tole","las.pavas","postdoc","postdoc",0,0.000436507936507937,0,1.14537757335224
"2541","lsd_falcon","lsd","falcon","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.78558628798351
"2542","lsd_flapper","lsd","flapper","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.39532471764041
"2543","lsd_fran","lsd","fran","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.13971024574285
"2544","lsd_gayle","lsd","gayle","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.3431553203979
"2545","lsd_gremlin","lsd","gremlin","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.66791142747174
"2546","lsd_hera","lsd","hera","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.10749172452419
"2547","lsd_hilga","lsd","hilga","F","F","tole","tole","postdoc","postdoc",0,NA,NA,1.621981139399
"2548","lsd_hulk","lsd","hulk","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.60222196833727
"2549","lsd_jenna-bat","lsd","jenna-bat","F","M","tole","gamboa","postdoc","postdoc",0,NA,NA,1.57794721799057
"2550","lsd_jupiter","lsd","jupiter","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,1.5890232148347
"2551","lsd_kelly","lsd","kelly","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.40961151706167
"2552","lsd_ldc","lsd","ldc","F","M","tole","tole","postdoc","postdoc",0.0511,0,0,3.52493101758019
"2553","lsd_lds","lsd","lds","F","M","tole","tole","postdoc","postdoc",0,0.0009375,0,1.04710972471696
"2554","lsd_lucyson","lsd","lucyson","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.08082390269213
"2555","lsd_mabel","lsd","mabel","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.20385445208335
"2556","lsd_marce","lsd","marce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.59680537759406
"2557","lsd_no-band","lsd","no-band","F","F","tole","las.pavas","postdoc","postdoc",0,0,0,1.1218415816709
"2558","lsd_ola","lsd","ola","F","F","tole","las.pavas","postdoc","postdoc",0,0,0.00694444444444444,1.15514960916823
"2559","lsd_opal","lsd","opal","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.5374811420361
"2560","lsd_piper","lsd","piper","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.41150095072835
"2561","lsd_queen","lsd","queen","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.72017577981575
"2562","lsd_r","lsd","r","F","F","tole","tole","postdoc","postdoc",0,0.00194444444444444,0.00222222222222222,2.65244355816151
"2563","lsd_rc","lsd","rc","F","F","tole","tole","postdoc","postdoc",0.0358,0.0454761904761905,0.105833333333333,1.85819844380668
"2564","lsd_rina","lsd","rina","F","F","tole","chorrera","postdoc","lab",0,NA,NA,3.080380266186
"2565","lsd_s","lsd","s","F","F","tole","tole","postdoc","postdoc",0,0,0,1.56159037957666
"2566","lsd_sam6","lsd","sam6","F",NA,"tole","chilibre","postdoc","postdoc",0,NA,NA,1.42763274786298
"2567","lsd_sc","lsd","sc","F","F","tole","tole","postdoc","postdoc",0,0,0,1.34851071775221
"2568","lsd_scc","lsd","scc","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.32496868662092
"2569","lsd_scs","lsd","scs","F","F","tole","tole","postdoc","lab",NA,0,0,1.5653512988163
"2570","lsd_sd","lsd","sd","F","F","tole","tole","postdoc","postdoc",0.2229,0.00150793650793651,0.00787037037037037,1.85470038246754
"2571","lsd_shania","lsd","shania","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,3.29781334645522
"2572","lsd_sheldon","lsd","sheldon","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.83745571477201
"2573","lsd_six","lsd","six","F","M","tole","las.pavas","postdoc","postdoc",0,NA,NA,1.35495118450597
"2574","lsd_snow","lsd","snow","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.1971547242318
"2575","lsd_son-of-ola","lsd","son-of-ola","F","M","tole","las.pavas","postdoc","postdoc",0,0,0,1.07622648040428
"2576","lsd_speedster","lsd","speedster","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.97742549387711
"2577","lsd_ss","lsd","ss","F","F","tole","tole","postdoc","postdoc",0.0334,0.000722222222222222,0.00157407407407407,1.95278247092296
"2578","lsd_sss","lsd","sss","F","F","tole","tole","postdoc","postdoc",0,0,0,1.06244723912968
"2579","lsd_streblick","lsd","streblick","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.96368153461865
"2580","lsd_tiffany","lsd","tiffany","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.39821253428654
"2581","lsd_vampison","lsd","vampison","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.01143966150723
"2582","lsd_vixen","lsd","vixen","F","F","tole","chorrera","postdoc","lab",0,NA,NA,1.65704549257714
"2583","lsd_zaria","lsd","zaria","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.72434329647384
"2584","lsd_zelda","lsd","zelda","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.44093502199707
"2585","lucyson_alicia","lucyson","alicia","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.44537639447098
"2586","lucyson_bat2","lucyson","bat2","M","F","zoo","zoo","phd","phd",0,NA,0,3.42341436872867
"2587","lucyson_bat3","lucyson","bat3","M","F","zoo","zoo","phd","phd",0.1618,NA,0,2.90093023956339
"2588","lucyson_bat4","lucyson","bat4","M","F","zoo","zoo","phd","phd",0,NA,0,2.74401908376779
"2589","lucyson_bat5","lucyson","bat5","M","M","zoo","zoo","phd","phd",0.0405,NA,NA,3.18611115512557
"2590","lucyson_bat6","lucyson","bat6","M","M","zoo","zoo","phd","phd",0.0221,NA,NA,3.9065904822895
"2591","lucyson_bat7","lucyson","bat7","M","M","zoo","zoo","phd","phd",0.0212,NA,NA,2.98598907807464
"2592","lucyson_bella","lucyson","bella","M","F","zoo","zoo","phd","phd",0,NA,0,3.1625901436711
"2593","lucyson_betty","lucyson","betty","M","F","zoo","tole","phd","lab",0,NA,NA,3.48956561119063
"2594","lucyson_black-panther","lucyson","black-panther","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.2410129089084
"2595","lucyson_c","lucyson","c","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.48036517299709
"2596","lucyson_cat","lucyson","cat","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,3.20065976635552
"2597","lucyson_cc","lucyson","cc","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.27694547119987
"2598","lucyson_ccc","lucyson","ccc","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.08919077594178
"2599","lucyson_ccs","lucyson","ccs","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.07327146051304
"2600","lucyson_cerce","lucyson","cerce","M","F","zoo","zoo","phd","phd",0.0088,NA,0,2.46562530993553
"2601","lucyson_cerceson","lucyson","cerceson","M","M","zoo","zoo","phd","phd",0.5,NA,NA,4.64036312679031
"2602","lucyson_cindy","lucyson","cindy","M","F","zoo","tole","phd","lab",0,NA,NA,3.30034500803328
"2603","lucyson_cs","lucyson","cs","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.14155962774705
"2604","lucyson_d","lucyson","d","M","F","zoo","tole","phd","lab",0,NA,NA,3.15525088268682
"2605","lucyson_dcd","lucyson","dcd","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.78564138225377
"2606","lucyson_dd","lucyson","dd","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.24162565876087
"2607","lucyson_ddld","lucyson","ddld","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.90130776247969
"2608","lucyson_eve","lucyson","eve","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,3.54165690724614
"2609","lucyson_falcon","lucyson","falcon","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.25152725058757
"2610","lucyson_flapper","lucyson","flapper","M","M","zoo","zoo","phd","phd",0,NA,NA,3.57582714416632
"2611","lucyson_fran","lucyson","fran","M","F","zoo","tole","phd","lab",0,NA,NA,4.04526994941923
"2612","lucyson_gayle","lucyson","gayle","M","F","zoo","tole","phd","lab",0,NA,NA,3.76893275089312
"2613","lucyson_gremlin","lucyson","gremlin","M","M","zoo","zoo","phd","phd",0.294,NA,0,2.89423420540095
"2614","lucyson_hera","lucyson","hera","M","F","zoo","tole","phd","lab",0,NA,NA,3.73095282869197
"2615","lucyson_hilga","lucyson","hilga","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.18310997151471
"2616","lucyson_hulk","lucyson","hulk","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.17445618208031
"2617","lucyson_jenna-bat","lucyson","jenna-bat","M","M","zoo","gamboa","phd","postdoc",0,NA,NA,2.80618659502909
"2618","lucyson_jupiter","lucyson","jupiter","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.26916488755596
"2619","lucyson_kelly","lucyson","kelly","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.41890541569068
"2620","lucyson_ldc","lucyson","ldc","M","M","zoo","tole","phd","postdoc",0,NA,NA,5.16043890525119
"2621","lucyson_lds","lucyson","lds","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.21733488123744
"2622","lucyson_lsd","lucyson","lsd","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.08082390269213
"2623","lucyson_mabel","lucyson","mabel","M","F","zoo","tole","phd","lab",0,NA,NA,4.05757720945993
"2624","lucyson_marce","lucyson","marce","M","F","zoo","zoo","phd","phd",0.2788,NA,0,2.70064768581608
"2625","lucyson_no-band","lucyson","no-band","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,3.30015478810113
"2626","lucyson_ola","lucyson","ola","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,3.2835917449704
"2627","lucyson_opal","lucyson","opal","M","F","zoo","chorrera","phd","lab",0,NA,NA,4.15434184712846
"2628","lucyson_piper","lucyson","piper","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.80134247599098
"2629","lucyson_queen","lucyson","queen","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.65178819109572
"2630","lucyson_r","lucyson","r","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.82919836407076
"2631","lucyson_rc","lucyson","rc","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.14041848156061
"2632","lucyson_rina","lucyson","rina","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.85901260844
