"","dir.dyad","actor","receiver","a.sex","r.sex","site1","site2","season1","season2","kinship","grooming","foodsharing","dist"
"964","ccs_cat","ccs","cat","F","F","tole","las.pavas","postdoc","postdoc",0,0.00037037037037037,0,1.89827866482026
"965","ccs_cc","ccs","cc","F","F","tole","tole","postdoc","postdoc",0.2151,0.00224074074074074,0.00478758169934641,1.58974841873827
"966","ccs_ccc","ccs","ccc","F","F","tole","tole","postdoc","postdoc",0.1501,0,0,2.18031297416239
"967","ccs_cerce","ccs","cerce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.76933002541499
"968","ccs_cerceson","ccs","cerceson","F","M","tole","zoo","postdoc","phd",0,NA,NA,4.2054615684198
"969","ccs_cindy","ccs","cindy","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.65675815985494
"970","ccs_cs","ccs","cs","F","F","tole","tole","postdoc","postdoc",0.2818,0.000361111111111111,0.00175925925925926,1.11901111134758
"971","ccs_d","ccs","d","F","F","tole","tole","postdoc","lab",NA,0.00133680555555556,0,1.05448561021381
"972","ccs_dcd","ccs","dcd","F","F","tole","tole","postdoc","postdoc",0.4415,0,0,1.09274207460327
"973","ccs_dd","ccs","dd","F","F","tole","tole","postdoc","postdoc",0.1296,0.000333333333333333,0.00216049382716049,1.69797228944191
"974","ccs_ddld","ccs","ddld","F","F","tole","tole","postdoc","postdoc",0.0383,0,0,1.65212215428931
"975","ccs_eve","ccs","eve","F","F","tole","las.pavas","postdoc","postdoc",0,0.000185185185185185,0,1.69066419588674
"976","ccs_falcon","ccs","falcon","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.81540457787612
"977","ccs_flapper","ccs","flapper","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.67534401597851
"978","ccs_fran","ccs","fran","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.93116517029356
"979","ccs_gayle","ccs","gayle","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.32682937031959
"980","ccs_gremlin","ccs","gremlin","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.46779409207525
"981","ccs_hera","ccs","hera","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.15012723305628
"982","ccs_hilga","ccs","hilga","F","F","tole","tole","postdoc","postdoc",0.1585,NA,0,1.36980373042697
"983","ccs_hulk","ccs","hulk","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.56184210413895
"984","ccs_jenna-bat","ccs","jenna-bat","F","M","tole","gamboa","postdoc","postdoc",0,NA,NA,1.34673176057955
"985","ccs_jupiter","ccs","jupiter","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,1.64338232049847
"986","ccs_kelly","ccs","kelly","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.31338048081143
"987","ccs_ldc","ccs","ldc","F","M","tole","tole","postdoc","postdoc",0.3331,0,0,3.79725624816505
"988","ccs_lds","ccs","lds","F","M","tole","tole","postdoc","postdoc",0.1247,5.37634408602151e-05,0,1.5111872696188
"989","ccs_lsd","ccs","lsd","F","F","tole","tole","postdoc","postdoc",0.0503,0,0,1.11151390440585
"990","ccs_lucyson","ccs","lucyson","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.07327146051304
"991","ccs_mabel","ccs","mabel","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.97240961932065
"992","ccs_marce","ccs","marce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.83155180413852
"993","ccs_no-band","ccs","no-band","F","F","tole","las.pavas","postdoc","postdoc",0,0,0,1.12544185048649
"994","ccs_ola","ccs","ola","F","F","tole","las.pavas","postdoc","postdoc",0,0.000305555555555556,0,1.63730284874894
"995","ccs_opal","ccs","opal","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.64150463053933
"996","ccs_piper","ccs","piper","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.42778751389596
"997","ccs_queen","ccs","queen","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.5848566583352
"998","ccs_r","ccs","r","F","F","tole","tole","postdoc","postdoc",0.0596,0.00133333333333333,0.000604575163398693,2.40638102773081
"999","ccs_rc","ccs","rc","F","F","tole","tole","postdoc","postdoc",0.3562,0,0,1.90341867724327
"1000","ccs_rina","ccs","rina","F","F","tole","chorrera","postdoc","lab",0,NA,NA,3.30136496627829
"1001","ccs_s","ccs","s","F","F","tole","tole","postdoc","postdoc",0,0.00012962962962963,0.000385802469135802,0.926600142487509
"1002","ccs_sam6","ccs","sam6","F",NA,"tole","chilibre","postdoc","postdoc",0,NA,NA,1.72277187281969
"1003","ccs_sc","ccs","sc","F","F","tole","tole","postdoc","postdoc",0.328,0.0157977207977208,0.0115579710144928,1.23197267609479
"1004","ccs_scc","ccs","scc","F","M","tole","tole","postdoc","postdoc",NA,NA,0,0.623748021537173
"1005","ccs_scs","ccs","scs","F","F","tole","tole","postdoc","lab",NA,0.000233333333333333,0,1.50195810287497
"1006","ccs_sd","ccs","sd","F","F","tole","tole","postdoc","postdoc",0.0544,0.000652777777777778,0.000324074074074074,1.95927702994546
"1007","ccs_shania","ccs","shania","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,3.49576966749545
"1008","ccs_sheldon","ccs","sheldon","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.39272131487247
"1009","ccs_six","ccs","six","F","M","tole","las.pavas","postdoc","postdoc",0,NA,NA,1.73896034554876
"1010","ccs_snow","ccs","snow","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.1607989714573
"1011","ccs_son-of-ola","ccs","son-of-ola","F","M","tole","las.pavas","postdoc","postdoc",0,0,0,1.34385688413229
"1012","ccs_speedster","ccs","speedster","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.43977178834267
"1013","ccs_ss","ccs","ss","F","F","tole","tole","postdoc","postdoc",0.1061,0.00185555555555556,0,2.30768555771004
"1014","ccs_sss","ccs","sss","F","F","tole","tole","postdoc","postdoc",0.1223,0.000226608187134503,0,0.984596153964308
"1015","ccs_streblick","ccs","streblick","F","M","tole","zoo","postdoc","phd",0,NA,NA,4.15815141261853
"1016","ccs_tiffany","ccs","tiffany","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.57680295515757
"1017","ccs_vampison","ccs","vampison","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.44652521915146
"1018","ccs_vixen","ccs","vixen","F","F","tole","chorrera","postdoc","lab",0,NA,NA,1.61272806357761
"1019","ccs_zaria","ccs","zaria","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.88196163954619
"1020","ccs_zelda","ccs","zelda","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.42734202485336
"1021","cerce_alicia","cerce","alicia","F","F","zoo","chorrera","phd","lab",0,NA,NA,1.68843599265468
"1022","cerce_bat2","cerce","bat2","F","F","zoo","zoo","phd","phd",0.1668,NA,0.000777777777777778,1.87694450209508
"1023","cerce_bat3","cerce","bat3","F","F","zoo","zoo","phd","phd",0.29,NA,0.0438888888888889,1.88293807926538
"1024","cerce_bat4","cerce","bat4","F","F","zoo","zoo","phd","phd",0.0327,NA,0.0657291666666667,1.21767922891794
"1025","cerce_bat5","cerce","bat5","F","M","zoo","zoo","phd","phd",0,NA,NA,1.64907874883436
"1026","cerce_bat6","cerce","bat6","F","M","zoo","zoo","phd","phd",0,NA,NA,2.16715991426517
"1027","cerce_bat7","cerce","bat7","F","M","zoo","zoo","phd","phd",0.1588,NA,NA,1.58545199860927
"1028","cerce_bella","cerce","bella","F","F","zoo","zoo","phd","phd",0.5,NA,0.000296934865900383,1.53281773230833
"1029","cerce_betty","cerce","betty","F","F","zoo","tole","phd","lab",0,NA,NA,2.23960286728462
"1030","cerce_black-panther","cerce","black-panther","F","M","zoo","tole","phd","postdoc",0,NA,NA,1.80816403894803
"1031","cerce_c","cerce","c","F","F","zoo","tole","phd","postdoc",0,NA,NA,2.26490314242719
"1032","cerce_cat","cerce","cat","F","F","zoo","las.pavas","phd","postdoc",0,NA,NA,1.77653293270871
"1033","cerce_cc","cerce","cc","F","F","zoo","tole","phd","postdoc",0,NA,NA,2.32898165034776
"1034","cerce_ccc","cerce","ccc","F","F","zoo","tole","phd","postdoc",0,NA,NA,2.33102354943277
"1035","cerce_ccs","cerce","ccs","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.76933002541499
"1036","cerce_cerceson","cerce","cerceson","F","M","zoo","zoo","phd","phd",0.5,NA,0.09,3.31745465141668
"1037","cerce_cindy","cerce","cindy","F","F","zoo","tole","phd","lab",0,NA,NA,2.01060195334242
"1038","cerce_cs","cerce","cs","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.79981479928471
"1039","cerce_d","cerce","d","F","F","zoo","tole","phd","lab",0,NA,NA,1.67049747365731
"1040","cerce_dcd","cerce","dcd","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.53647211943983
"1041","cerce_dd","cerce","dd","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.9736172504923
"1042","cerce_ddld","cerce","ddld","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.57555209519541
"1043","cerce_eve","cerce","eve","F","F","zoo","las.pavas","phd","postdoc",0,NA,NA,1.92573926828015
"1044","cerce_falcon","cerce","falcon","F","M","zoo","tole","phd","postdoc",0,NA,NA,1.93035409737266
"1045","cerce_flapper","cerce","flapper","F","M","zoo","zoo","phd","phd",0.1143,NA,0.017283950617284,1.96311489648397
"1046","cerce_fran","cerce","fran","F","F","zoo","tole","phd","lab",0,NA,NA,2.65917507113647
"1047","cerce_gayle","cerce","gayle","F","F","zoo","tole","phd","lab",0,NA,NA,2.67051225068501
"1048","cerce_gremlin","cerce","gremlin","F","M","zoo","zoo","phd","phd",0.3642,NA,0,1.37487222334913
"1049","cerce_hera","cerce","hera","F","F","zoo","tole","phd","lab",0,NA,NA,2.60399400168644
"1050","cerce_hilga","cerce","hilga","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.85183889641942
"1051","cerce_hulk","cerce","hulk","F","M","zoo","tole","phd","postdoc",0,NA,NA,1.67612705169286
"1052","cerce_jenna-bat","cerce","jenna-bat","F","M","zoo","gamboa","phd","postdoc",0,NA,NA,1.6920816889316
"1053","cerce_jupiter","cerce","jupiter","F","F","zoo","lake.bayano","phd","lab",0,NA,NA,2.00293237652898
"1054","cerce_kelly","cerce","kelly","F","F","zoo","lake.bayano","phd","lab",0,NA,NA,1.81155305419519
"1055","cerce_ldc","cerce","ldc","F","M","zoo","tole","phd","postdoc",0,NA,NA,4.43629389826389
"1056","cerce_lds","cerce","lds","F","M","zoo","tole","phd","postdoc",0,NA,NA,1.67805858247458
"1057","cerce_lsd","cerce","lsd","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.57653773082439
"1058","cerce_lucyson","cerce","lucyson","F","M","zoo","zoo","phd","phd",0.0088,NA,NA,2.46562530993553
"1059","cerce_mabel","cerce","mabel","F","F","zoo","tole","phd","lab",0,NA,NA,2.68272344855737
"1060","cerce_marce","cerce","marce","F","F","zoo","zoo","phd","phd",0.5,NA,0.0551944444444444,1.23774159180039
"1061","cerce_no-band","cerce","no-band","F","F","zoo","las.pavas","phd","postdoc",0,NA,NA,1.97482785164258
"1062","cerce_ola","cerce","ola","F","F","zoo","las.pavas","phd","postdoc",0,NA,NA,2.07186771761453
"1063","cerce_opal","cerce","opal","F","F","zoo","chorrera","phd","lab",0,NA,NA,2.60513554249397
"1064","cerce_piper","cerce","piper","F","F","zoo","chorrera","phd","lab",0,NA,NA,2.16293971225243
"1065","cerce_queen","cerce","queen","F","F","zoo","lake.bayano","phd","lab",0,NA,NA,2.25706974321568
"1066","cerce_r","cerce","r","F","F","zoo","tole","phd","postdoc",0,NA,NA,2.709425588794
"1067","cerce_rc","cerce","rc","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.65256449015013
"1068","cerce_rina","cerce","rina","F","F","zoo","chorrera","phd","lab",0,NA,NA,2.61368502036318
"1069","cerce_s","cerce","s","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.94371985075815
"1070","cerce_sam6","cerce","sam6","F",NA,"zoo","chilibre","phd","postdoc",0,NA,NA,2.03231622232206
"1071","cerce_sc","cerce","sc","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.37996755555949
"1072","cerce_scc","cerce","scc","F","M","zoo","tole","phd","postdoc",0,NA,NA,2.00511909503327
"1073","cerce_scs","cerce","scs","F","F","zoo","tole","phd","lab",0,NA,NA,2.48256890793729
"1074","cerce_sd","cerce","sd","F","F","zoo","tole","phd","postdoc",0,NA,NA,2.00927112014625
"1075","cerce_shania","cerce","shania","F","F","zoo","lake.bayano","phd","lab",0,NA,NA,2.91949158676
"1076","cerce_sheldon","cerce","sheldon","F","M","zoo","zoo","phd","phd",0,NA,NA,1.60280707244693
"1077","cerce_six","cerce","six","F","M","zoo","las.pavas","phd","postdoc",0,NA,NA,2.03070694611773
"1078","cerce_snow","cerce","snow","F","F","zoo","zoo","phd","phd",0,NA,0.00100529100529101,1.77810284793696
"1079","cerce_son-of-ola","cerce","son-of-ola","F","M","zoo","las.pavas","phd","postdoc",0,NA,NA,1.67986389841706
"1080","cerce_speedster","cerce","speedster","F","M","zoo","zoo","phd","phd",0.5,NA,0.0719444444444444,1.73122607557949
"1081","cerce_ss","cerce","ss","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.70979273667218
"1082","cerce_sss","cerce","sss","F","F","zoo","tole","phd","postdoc",0,NA,NA,1.63742384192053
"1083","cerce_streblick","cerce","streblick","F","M","zoo","zoo","phd","phd",0.1493,NA,0,3.23113145659445
"1084","cerce_tiffany","cerce","tiffany","F","F","zoo","lake.bayano","phd","lab",0,NA,NA,1.98416771725299
"1085","cerce_vampison","cerce","vampison","F","M","zoo","zoo","phd","phd",NA,NA,NA,1.59752653155552
"1086","cerce_vixen","cerce","vixen","F","F","zoo","chorrera","phd","lab",0,NA,NA,1.45246955420472
"1087","cerce_zaria","cerce","zaria","F","F","zoo","zoo","phd","phd",0,NA,9.25925925925926e-05,1.34795762866879
"1088","cerce_zelda","cerce","zelda","F","F","zoo","chorrera","phd","lab",0,NA,NA,2.42838977784779
"1089","cerceson_alicia","cerceson","alicia","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.56063975398264
"1090","cerceson_bat2","cerceson","bat2","M","F","zoo","zoo","phd","phd",0.0764,NA,0,3.98345110232216
"1091","cerceson_bat3","cerceson","bat3","M","F","zoo","zoo","phd","phd",0,NA,0,2.39713905089797
"1092","cerceson_bat4","cerceson","bat4","M","F","zoo","zoo","phd","phd",0,NA,0,3.77029501721737
"1093","cerceson_bat5","cerceson","bat5","M","M","zoo","zoo","phd","phd",0.0062,NA,NA,3.93771348421708
"1094","cerceson_bat6","cerceson","bat6","M","M","zoo","zoo","phd","phd",0,NA,NA,2.6316985164743
"1095","cerceson_bat7","cerceson","bat7","M","M","zoo","zoo","phd","phd",0.0974,NA,NA,3.79293422397108
"1096","cerceson_bella","cerceson","bella","M","F","zoo","zoo","phd","phd",0.2961,NA,0,3.70852068183911
"1097","cerceson_betty","cerceson","betty","M","F","zoo","tole","phd","lab",0,NA,NA,4.18490144631678
"1098","cerceson_black-panther","cerceson","black-panther","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.96817008383315
"1099","cerceson_c","cerceson","c","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.51105803221148
"1100","cerceson_cat","cerceson","cat","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,3.31373593314544
"1101","cerceson_cc","cerceson","cc","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.05481566623449
"1102","cerceson_ccc","cerceson","ccc","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.27347767761034
"1103","cerceson_ccs","cerceson","ccs","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.2054615684198
"1104","cerceson_cerce","cerceson","cerce","M","F","zoo","zoo","phd","phd",0.5,NA,0.0309126984126984,3.31745465141668
"1105","cerceson_cindy","cerceson","cindy","M","F","zoo","tole","phd","lab",0,NA,NA,3.94365370571373
"1106","cerceson_cs","cerceson","cs","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.9462228685635
"1107","cerceson_d","cerceson","d","M","F","zoo","tole","phd","lab",0,NA,NA,4.14477491530584
"1108","cerceson_dcd","cerceson","dcd","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.08024999764211
"1109","cerceson_dd","cerceson","dd","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.34951307309461
"1110","cerceson_ddld","cerceson","ddld","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.75666480118174
"1111","cerceson_eve","cerceson","eve","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,4.0670103861847
"1112","cerceson_falcon","cerceson","falcon","M","M","zoo","tole","phd","postdoc",0,NA,NA,4.20753087145347
"1113","cerceson_flapper","cerceson","flapper","M","M","zoo","zoo","phd","phd",0.2229,NA,0,3.97769147333783
"1114","cerceson_fran","cerceson","fran","M","F","zoo","tole","phd","lab",0,NA,NA,4.54245034947263
"1115","cerceson_gayle","cerceson","gayle","M","F","zoo","tole","phd","lab",0,NA,NA,4.64850761343095
"1116","cerceson_gremlin","cerceson","gremlin","M","M","zoo","zoo","phd","phd",0.4076,NA,0,3.75964080955722
"1117","cerceson_hera","cerceson","hera","M","F","zoo","tole","phd","lab",0,NA,NA,3.90400282862194
"1118","cerceson_hilga","cerceson","hilga","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.23169380662518
"1119","cerceson_hulk","cerceson","hulk","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.72519873964622
"1120","cerceson_jenna-bat","cerceson","jenna-bat","M","M","zoo","gamboa","phd","postdoc",0,NA,NA,3.79571059616712
"1121","cerceson_jupiter","cerceson","jupiter","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.59084153821073
"1122","cerceson_kelly","cerceson","kelly","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.8917929526026
"1123","cerceson_ldc","cerceson","ldc","M","M","zoo","tole","phd","postdoc",0,NA,NA,5.65104338415664
"1124","cerceson_lds","cerceson","lds","M","M","zoo","tole","phd","postdoc",0,NA,NA,4.14029769471126
"1125","cerceson_lsd","cerceson","lsd","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.86122919293291
"1126","cerceson_lucyson","cerceson","lucyson","M","M","zoo","zoo","phd","phd",0.5,NA,NA,4.64036312679031
"1127","cerceson_mabel","cerceson","mabel","M","F","zoo","tole","phd","lab",0,NA,NA,4.24432018610931
"1128","cerceson_marce","cerceson","marce","M","F","zoo","zoo","phd","phd",0.5,NA,0,3.46217923354431
"1129","cerceson_no-band","cerceson","no-band","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,4.22516968165249
"1130","cerceson_ola","cerceson","ola","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,4.246982572173
"1131","cerceson_opal","cerceson","opal","M","F","zoo","chorrera","phd","lab",0,NA,NA,4.06333331597156
"1132","cerceson_piper","cerceson","piper","M","F","zoo","chorrera","phd","lab",0,NA,NA,4.24471455707955
"1133","cerceson_queen","cerceson","queen","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.78579084391959
"1134","cerceson_r","cerceson","r","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.88078904614074
"1135","cerceson_rc","cerceson","rc","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.28566898676106
"1136","cerceson_rina","cerceson","rina","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.74536160793165
"1137","cerceson_s","cerceson","s","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.40842118143471
"1138","cerceson_sam6","cerceson","sam6","M",NA,"zoo","chilibre","phd","postdoc",0,NA,NA,4.0115132862926
"1139","cerceson_sc","cerceson","sc","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.81854654054789
"1140","cerceson_scc","cerceson","scc","M","M","zoo","tole","phd","postdoc",0,NA,NA,4.29663989683386
"1141","cerceson_scs","cerceson","scs","M","F","zoo","tole","phd","lab",0,NA,NA,4.36438199885506
"1142","cerceson_sd","cerceson","sd","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.30875151412302
"1143","cerceson_shania","cerceson","shania","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,4.32285564614049
"1144","cerceson_sheldon","cerceson","sheldon","M","M","zoo","zoo","phd","phd",0.1094,NA,NA,3.63803075118164
"1145","cerceson_six","cerceson","six","M","M","zoo","las.pavas","phd","postdoc",0,NA,NA,4.11169270643442
"1146","cerceson_snow","cerceson","snow","M","F","zoo","zoo","phd","phd",0.368,NA,0,4.17268858904929
"1147","cerceson_son-of-ola","cerceson","son-of-ola","M","M","zoo","las.pavas","phd","postdoc",0,NA,NA,3.79627581547045
"1148","cerceson_speedster","cerceson","speedster","M","M","zoo","zoo","phd","phd",0.5,NA,NA,3.6281570064509
"1149","cerceson_ss","cerceson","ss","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.57236143976174
"1150","cerceson_sss","cerceson","sss","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.85186569462322
"1151","cerceson_streblick","cerceson","streblick","M","M","zoo","zoo","phd","phd",0,NA,NA,5.04433064492909
"1152","cerceson_tiffany","cerceson","tiffany","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.62751262225543
"1153","cerceson_vampison","cerceson","vampison","M","M","zoo","zoo","phd","phd",NA,NA,NA,2.82544229485073
"1154","cerceson_vixen","cerceson","vixen","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.64322571929937
"1155","cerceson_zaria","cerceson","zaria","M","F","zoo","zoo","phd","phd",0,NA,0,3.45619477858792
"1156","cerceson_zelda","cerceson","zelda","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.99015754598582
"1157","cindy_alicia","cindy","alicia","F","F","tole","chorrera","lab","lab",0,0.000119047619047619,NA,1.63593492915383
"1158","cindy_bat2","cindy","bat2","F","F","tole","zoo","lab","phd",0,NA,NA,2.03482609903358
"1159","cindy_bat3","cindy","bat3","F","F","tole","zoo","lab","phd",0,NA,NA,2.982367932558
"1160","cindy_bat4","cindy","bat4","F","F","tole","zoo","lab","phd",0,NA,NA,2.53568804416301
"1161","cindy_bat5","cindy","bat5","F","M","tole","zoo","lab","phd",0,NA,NA,2.27274321793221
"1162","cindy_bat6","cindy","bat6","F","M","tole","zoo","lab","phd",0,NA,NA,2.48950157331473
"1163","cindy_bat7","cindy","bat7","F","M","tole","zoo","lab","phd",0,NA,NA,2.50647516919511
"1164","cindy_bella","cindy","bella","F","F","tole","zoo","lab","phd",0,NA,NA,2.52569220997023
"1165","cindy_betty","cindy","betty","F","F","tole","tole","lab","lab",NA,0.00131399508160072,NA,1.11665293245625
"1166","cindy_black-panther","cindy","black-panther","F","M","tole","tole","lab","postdoc",NA,NA,NA,1.83177384575171
"1167","cindy_c","cindy","c","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.80859444745694
"1168","cindy_cat","cindy","cat","F","F","tole","las.pavas","lab","postdoc",0,NA,NA,2.23977610705806
"1169","cindy_cc","cindy","cc","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.68590118251546
"1170","cindy_ccc","cindy","ccc","F","F","tole","tole","lab","postdoc",NA,NA,NA,2.28463037956093
"1171","cindy_ccs","cindy","ccs","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.65675815985494
"1172","cindy_cerce","cindy","cerce","F","F","tole","zoo","lab","phd",0,NA,NA,2.01060195334242
"1173","cindy_cerceson","cindy","cerceson","F","M","tole","zoo","lab","phd",0,NA,NA,3.94365370571373
"1174","cindy_cs","cindy","cs","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.18119033736072
"1175","cindy_d","cindy","d","F","F","tole","tole","lab","lab",NA,NA,NA,1.3274130954169
"1176","cindy_dcd","cindy","dcd","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.65227924788019
"1177","cindy_dd","cindy","dd","F","F","tole","tole","lab","postdoc",NA,NA,NA,2.42923372529812
"1178","cindy_ddld","cindy","ddld","F","F","tole","tole","lab","postdoc",NA,NA,NA,2.16043489410148
"1179","cindy_eve","cindy","eve","F","F","tole","las.pavas","lab","postdoc",0,NA,NA,2.17042707905367
"1180","cindy_falcon","cindy","falcon","F","M","tole","tole","lab","postdoc",NA,NA,NA,2.34328690353691
"1181","cindy_flapper","cindy","flapper","F","M","tole","zoo","lab","phd",0,NA,NA,2.75293738700301
"1182","cindy_fran","cindy","fran","F","F","tole","tole","lab","lab",NA,7.80022446689113e-05,NA,1.41080246807841
"1183","cindy_gayle","cindy","gayle","F","F","tole","tole","lab","lab",NA,0,NA,1.9077706323226
"1184","cindy_gremlin","cindy","gremlin","F","M","tole","zoo","lab","phd",0,NA,NA,1.72707830755394
"1185","cindy_hera","cindy","hera","F","F","tole","tole","lab","lab",NA,0.00139113810166442,NA,2.25183097479551
"1186","cindy_hilga","cindy","hilga","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.82370001599545
"1187","cindy_hulk","cindy","hulk","F","M","tole","tole","lab","postdoc",NA,NA,NA,1.23749718621736
"1188","cindy_jenna-bat","cindy","jenna-bat","F","M","tole","gamboa","lab","postdoc",0,NA,NA,1.53845580684669
"1189","cindy_jupiter","cindy","jupiter","F","F","tole","lake.bayano","lab","lab",0,0.0051956106870229,NA,1.78406174651806
"1190","cindy_kelly","cindy","kelly","F","F","tole","lake.bayano","lab","lab",0,0.00292051646529258,NA,2.0873081901919
"1191","cindy_ldc","cindy","ldc","F","M","tole","tole","lab","postdoc",NA,NA,NA,3.30098453037449
"1192","cindy_lds","cindy","lds","F","M","tole","tole","lab","postdoc",NA,NA,NA,1.66168854311915
"1193","cindy_lsd","cindy","lsd","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.73979369700905
"1194","cindy_lucyson","cindy","lucyson","F","M","tole","zoo","lab","phd",0,NA,NA,3.30034500803328
"1195","cindy_mabel","cindy","mabel","F","F","tole","tole","lab","lab",NA,0.00094804318488529,NA,1.11630534985357
"1196","cindy_marce","cindy","marce","F","F","tole","zoo","lab","phd",0,NA,NA,2.02885295555608
"1197","cindy_no-band","cindy","no-band","F","F","tole","las.pavas","lab","postdoc",0,NA,NA,1.70245341391922
"1198","cindy_ola","cindy","ola","F","F","tole","las.pavas","lab","postdoc",0,NA,NA,2.33856405463561
"1199","cindy_opal","cindy","opal","F","F","tole","chorrera","lab","lab",0,4.13966882649388e-05,NA,2.16894170633245
"1200","cindy_piper","cindy","piper","F","F","tole","chorrera","lab","lab",0,0.00415921668795232,NA,2.31273249429657
"1201","cindy_queen","cindy","queen","F","F","tole","lake.bayano","lab","lab",0,7.30994152046784e-06,NA,2.21789453295875
"1202","cindy_r","cindy","r","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.9433967583514
"1203","cindy_rc","cindy","rc","F","F","tole","tole","lab","postdoc",NA,NA,NA,2.30511103309308
"1204","cindy_rina","cindy","rina","F","F","tole","chorrera","lab","lab",0,0.000547138047138047,NA,3.14819653344028
"1205","cindy_s","cindy","s","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.79381638763868
"1206","cindy_sam6","cindy","sam6","F",NA,"tole","chilibre","lab","postdoc",0,NA,NA,1.95369343452622
"1207","cindy_sc","cindy","sc","F","F","tole","tole","lab","postdoc",NA,NA,NA,1.7916912055316
"1208","cindy_scc","cindy","scc","F","M","tole","tole","lab","postdoc",NA,NA,NA,1.69613816586503
"1209","cindy_scs","cindy","scs","F","F","tole","tole","lab","lab",NA,NA,NA,1.90826316722322
"1210","cindy_sd","cindy","sd","F","F","tole","tole","lab","postdoc",NA,NA,NA,2.37014104240373
