"bat1","bat2","dyad","kinship","site1","site2","season1","season2"
"dos","jupiter","dos_jupiter",0,"las.pavas","lake.bayano","postdoc","lab"
"dos","kelly","dos_kelly",0,"las.pavas","lake.bayano","postdoc","lab"
"dos","ldc","dos_ldc",0,"las.pavas","tole","postdoc","postdoc"
"dos","lds","dos_lds",0,"las.pavas","tole","postdoc","postdoc"
"dos","lilith","dos_lilith",0,"las.pavas","lake.bayano","postdoc","lab"
"dos","lily","dos_lily",0,"las.pavas","zoo","postdoc","phd"
"dos","lilyson","dos_lilyson",0,"las.pavas","zoo","postdoc","phd"
"dos","lsd","dos_lsd",0,"las.pavas","tole","postdoc","postdoc"
"dos","lucy","dos_lucy",0,"las.pavas","zoo","postdoc","phd"
"dos","lucyson","dos_lucyson",0,"las.pavas","zoo","postdoc","phd"
"dos","mabel","dos_mabel",0,"las.pavas","tole","postdoc","lab"
"dos","marce","dos_marce",0,"las.pavas","zoo","postdoc","phd"
"dos","maribelo","dos_maribelo",0,"las.pavas","zoo","postdoc","phd"
"dos","mina","dos_mina",0,"las.pavas","zoo","postdoc","phd"
"dos","mya","dos_mya",0,"las.pavas","zoo","postdoc","phd"
"dos","no-band","dos_no-band",0,"las.pavas","las.pavas","postdoc","postdoc"
"dos","ola","dos_ola",0.0919,"las.pavas","las.pavas","postdoc","postdoc"
"dos","opal","dos_opal",0,"las.pavas","chorrera","postdoc","lab"
"dos","piper","dos_piper",0,"las.pavas","chorrera","postdoc","lab"
"dos","pixus","dos_pixus",0,"las.pavas","zoo","postdoc","phd"
"dos","queen","dos_queen",0,"las.pavas","lake.bayano","postdoc","lab"
"dos","r","dos_r",0,"las.pavas","tole","postdoc","postdoc"
"dos","rc","dos_rc",0,"las.pavas","tole","postdoc","postdoc"
"dos","rina","dos_rina",0,"las.pavas","chorrera","postdoc","lab"
"dos","s","dos_s",0,"las.pavas","tole","postdoc","postdoc"
"dos","sam1","dos_sam1",0,"las.pavas","chilibre","postdoc","postdoc"
"dos","sam2","dos_sam2",0,"las.pavas","chilibre","postdoc","postdoc"
"dos","sam5","dos_sam5",0,"las.pavas","chilibre","postdoc","postdoc"
"dos","sam6","dos_sam6",0,"las.pavas","chilibre","postdoc","postdoc"
"dos","sam7","dos_sam7",0,"las.pavas","chilibre","postdoc","postdoc"
"dos","sc","dos_sc",0,"las.pavas","tole","postdoc","postdoc"
"dos","scc","dos_scc",0,"las.pavas","tole","postdoc","postdoc"
"dos","scs","dos_scs",0,"las.pavas","tole","postdoc","lab"
"dos","sd","dos_sd",0,"las.pavas","tole","postdoc","postdoc"
"dos","shania","dos_shania",0,"las.pavas","lake.bayano","postdoc","lab"
"dos","sheldon","dos_sheldon",0,"las.pavas","zoo","postdoc","phd"
"dos","six","dos_six",0.5,"las.pavas","las.pavas","postdoc","postdoc"
"dos","snow","dos_snow",0,"las.pavas","zoo","postdoc","phd"
"dos","son-of-ola","dos_son-of-ola",0,"las.pavas","las.pavas","postdoc","postdoc"
"dos","sonofzaria","dos_sonofzaria",0,"las.pavas","zoo","postdoc","phd"
"dos","speedster","dos_speedster",0,"las.pavas","zoo","postdoc","phd"
"dos","spiderman","dos_spiderman",0,"las.pavas","tole","postdoc","postdoc"
"dos","ss","dos_ss",0,"las.pavas","tole","postdoc","postdoc"
"dos","sss","dos_sss",0,"las.pavas","tole","postdoc","postdoc"
"dos","streblick","dos_streblick",0,"las.pavas","zoo","postdoc","phd"
"dos","tes","dos_tes",0.0635,"las.pavas","las.pavas","postdoc","postdoc"
"dos","thecount","dos_thecount",0,"las.pavas","zoo","postdoc","phd"
"dos","tiffany","dos_tiffany",0,"las.pavas","lake.bayano","postdoc","lab"
"dos","toast","dos_toast",0,"las.pavas","tole","postdoc","lab"
"dos","una","dos_una",0,"las.pavas","las.pavas","postdoc","postdoc"
"dos","vampirella","dos_vampirella",0,"las.pavas","zoo","postdoc","phd"
"dos","vampison","dos_vampison",0,"las.pavas","zoo","postdoc","phd"
"dos","veronica","dos_veronica",0,"las.pavas","zoo","postdoc","phd"
"dos","vixen","dos_vixen",0,"las.pavas","chorrera","postdoc","lab"
"dos","vlad","dos_vlad",0,"las.pavas","zoo","postdoc","phd"
"dos","war-machine","dos_war-machine",0,"las.pavas","tole","postdoc","postdoc"
"dos","whimsey","dos_whimsey",0,"las.pavas","zoo","postdoc","phd"
"dos","winona","dos_winona",0,"las.pavas","chorrera","postdoc","lab"
"dos","zaria","dos_zaria",0,"las.pavas","zoo","postdoc","phd"
"dos","zarison","dos_zarison",0,"las.pavas","zoo","postdoc","phd"
"dos","zelda","dos_zelda",0,"las.pavas","chorrera","postdoc","lab"
"dr","alicia","alicia_dr",0,"tole","chorrera","postdoc","lab"
"dr","bat1","bat1_dr",0,"tole","zoo","postdoc","phd"
"dr","bat2","bat2_dr",0,"tole","zoo","postdoc","phd"
"dr","bat3","bat3_dr",0,"tole","zoo","postdoc","phd"
"dr","bat4","bat4_dr",0,"tole","zoo","postdoc","phd"
"dr","bat5","bat5_dr",0,"tole","zoo","postdoc","phd"
"dr","bat6","bat6_dr",0,"tole","zoo","postdoc","phd"
"dr","bat7","bat7_dr",0,"tole","zoo","postdoc","phd"
"dr","bella","bella_dr",0,"tole","zoo","postdoc","phd"
"dr","betty","betty_dr",0,"tole","tole","postdoc","lab"
"dr","black-panther","black-panther_dr",NA,"tole","tole","postdoc","postdoc"
"dr","c","c_dr",0.1014,"tole","tole","postdoc","postdoc"
"dr","captain-america","captain-america_dr",NA,"tole","tole","postdoc","postdoc"
"dr","cat","cat_dr",0,"tole","las.pavas","postdoc","postdoc"
"dr","cc","cc_dr",0,"tole","tole","postdoc","postdoc"
"dr","ccc","ccc_dr",0,"tole","tole","postdoc","postdoc"
"dr","ccs","ccs_dr",0.285,"tole","tole","postdoc","postdoc"
"dr","cd","cd_dr",0.0455,"tole","tole","postdoc","postdoc"
"dr","cerce","cerce_dr",0,"tole","zoo","postdoc","phd"
"dr","cerceson","cerceson_dr",0,"tole","zoo","postdoc","phd"
"dr","cindy","cindy_dr",0,"tole","tole","postdoc","lab"
"dr","countess","countess_dr",0,"tole","zoo","postdoc","phd"
"dr","cs","cs_dr",0.1248,"tole","tole","postdoc","postdoc"
"dr","csc","csc_dr",0.058,"tole","tole","postdoc","postdoc"
"dr","d","d_dr",0,"tole","tole","postdoc","lab"
"dr","daredevil","daredevil_dr",NA,"tole","tole","postdoc","postdoc"
"dr","dcd","dcd_dr",0.0432,"tole","tole","postdoc","postdoc"
"dr","dd","dd_dr",0.0027,"tole","tole","postdoc","postdoc"
"dr","ddd","ddd_dr",0,"tole","las.pavas","postdoc","postdoc"
"dr","ddld","ddld_dr",0,"tole","tole","postdoc","postdoc"
"dr","desi","desi_dr",0,"tole","zoo","postdoc","phd"
"dr","dos","dos_dr",0,"tole","las.pavas","postdoc","postdoc"
"dr","dr-strange","dr_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr","ds","dr_ds",0.5,"tole","tole","postdoc","postdoc"
"dr","esther","dr_esther",0,"tole","tole","postdoc","lab"
"dr","eve","dr_eve",0,"tole","las.pavas","postdoc","postdoc"
"dr","falcon","dr_falcon",NA,"tole","tole","postdoc","postdoc"
"dr","flapper","dr_flapper",0,"tole","zoo","postdoc","phd"
"dr","fran","dr_fran",0,"tole","tole","postdoc","lab"
"dr","fuschia","dr_fuschia",0,"tole","zoo","postdoc","phd"
"dr","gayle","dr_gayle",0,"tole","tole","postdoc","lab"
"dr","gelfing","dr_gelfing",0,"tole","zoo","postdoc","phd"
"dr","green-arrow","dr_green-arrow",NA,"tole","tole","postdoc","postdoc"
"dr","gremlin","dr_gremlin",0,"tole","zoo","postdoc","phd"
"dr","helsing","dr_helsing",0,"tole","zoo","postdoc","phd"
"dr","hera","dr_hera",0,"tole","tole","postdoc","lab"
"dr","hilga","dr_hilga",0,"tole","tole","postdoc","postdoc"
"dr","houdini","dr_houdini",0,"tole","zoo","postdoc","phd"
"dr","hulk","dr_hulk",NA,"tole","tole","postdoc","postdoc"
"dr","irma","dr_irma",0,"tole","lake.bayano","postdoc","lab"
"dr","iron-man","dr_iron-man",NA,"tole","tole","postdoc","postdoc"
"dr","ivy","dr_ivy",0,"tole","las.pavas","postdoc","postdoc"
"dr","jenna-bat","dr_jenna-bat",0,"tole","gamboa","postdoc","postdoc"
"dr","jupiter","dr_jupiter",0,"tole","lake.bayano","postdoc","lab"
"dr","kelly","dr_kelly",0,"tole","lake.bayano","postdoc","lab"
"dr","ldc","dr_ldc",0,"tole","tole","postdoc","postdoc"
"dr","lds","dr_lds",0.0836,"tole","tole","postdoc","postdoc"
"dr","lilith","dr_lilith",0,"tole","lake.bayano","postdoc","lab"
"dr","lily","dr_lily",0,"tole","zoo","postdoc","phd"
"dr","lilyson","dr_lilyson",0,"tole","zoo","postdoc","phd"
"dr","lsd","dr_lsd",0,"tole","tole","postdoc","postdoc"
"dr","lucy","dr_lucy",0,"tole","zoo","postdoc","phd"
"dr","lucyson","dr_lucyson",0,"tole","zoo","postdoc","phd"
"dr","mabel","dr_mabel",0,"tole","tole","postdoc","lab"
"dr","marce","dr_marce",0,"tole","zoo","postdoc","phd"
"dr","maribelo","dr_maribelo",0,"tole","zoo","postdoc","phd"
"dr","mina","dr_mina",0,"tole","zoo","postdoc","phd"
"dr","mya","dr_mya",0,"tole","zoo","postdoc","phd"
"dr","no-band","dr_no-band",0,"tole","las.pavas","postdoc","postdoc"
"dr","ola","dr_ola",0,"tole","las.pavas","postdoc","postdoc"
"dr","opal","dr_opal",0,"tole","chorrera","postdoc","lab"
"dr","piper","dr_piper",0,"tole","chorrera","postdoc","lab"
"dr","pixus","dr_pixus",0,"tole","zoo","postdoc","phd"
"dr","queen","dr_queen",0,"tole","lake.bayano","postdoc","lab"
"dr","r","dr_r",0,"tole","tole","postdoc","postdoc"
"dr","rc","dr_rc",0.351,"tole","tole","postdoc","postdoc"
"dr","rina","dr_rina",0,"tole","chorrera","postdoc","lab"
"dr","s","dr_s",0,"tole","tole","postdoc","postdoc"
"dr","sam1","dr_sam1",0,"tole","chilibre","postdoc","postdoc"
"dr","sam2","dr_sam2",0,"tole","chilibre","postdoc","postdoc"
"dr","sam5","dr_sam5",0,"tole","chilibre","postdoc","postdoc"
"dr","sam6","dr_sam6",0,"tole","chilibre","postdoc","postdoc"
"dr","sam7","dr_sam7",0,"tole","chilibre","postdoc","postdoc"
"dr","sc","dr_sc",0.0944,"tole","tole","postdoc","postdoc"
"dr","scc","dr_scc",NA,"tole","tole","postdoc","postdoc"
"dr","scs","dr_scs",0,"tole","tole","postdoc","lab"
"dr","sd","dr_sd",0.076,"tole","tole","postdoc","postdoc"
"dr","shania","dr_shania",0,"tole","lake.bayano","postdoc","lab"
"dr","sheldon","dr_sheldon",0,"tole","zoo","postdoc","phd"
"dr","six","dr_six",0,"tole","las.pavas","postdoc","postdoc"
"dr","snow","dr_snow",0,"tole","zoo","postdoc","phd"
"dr","son-of-ola","dr_son-of-ola",0,"tole","las.pavas","postdoc","postdoc"
"dr","sonofzaria","dr_sonofzaria",0,"tole","zoo","postdoc","phd"
"dr","speedster","dr_speedster",0,"tole","zoo","postdoc","phd"
"dr","spiderman","dr_spiderman",NA,"tole","tole","postdoc","postdoc"
"dr","ss","dr_ss",0.0185,"tole","tole","postdoc","postdoc"
"dr","sss","dr_sss",0,"tole","tole","postdoc","postdoc"
"dr","streblick","dr_streblick",0,"tole","zoo","postdoc","phd"
"dr","tes","dr_tes",0,"tole","las.pavas","postdoc","postdoc"
"dr","thecount","dr_thecount",0,"tole","zoo","postdoc","phd"
"dr","tiffany","dr_tiffany",0,"tole","lake.bayano","postdoc","lab"
"dr","toast","dr_toast",0,"tole","tole","postdoc","lab"
"dr","una","dr_una",0,"tole","las.pavas","postdoc","postdoc"
"dr","vampirella","dr_vampirella",0,"tole","zoo","postdoc","phd"
"dr","vampison","dr_vampison",0,"tole","zoo","postdoc","phd"
"dr","veronica","dr_veronica",0,"tole","zoo","postdoc","phd"
"dr","vixen","dr_vixen",0,"tole","chorrera","postdoc","lab"
"dr","vlad","dr_vlad",0,"tole","zoo","postdoc","phd"
"dr","war-machine","dr_war-machine",NA,"tole","tole","postdoc","postdoc"
"dr","whimsey","dr_whimsey",0,"tole","zoo","postdoc","phd"
"dr","winona","dr_winona",0,"tole","chorrera","postdoc","lab"
"dr","zaria","dr_zaria",0,"tole","zoo","postdoc","phd"
"dr","zarison","dr_zarison",0,"tole","zoo","postdoc","phd"
"dr","zelda","dr_zelda",0,"tole","chorrera","postdoc","lab"
"dr-strange","alicia","alicia_dr-strange",0,"tole","chorrera","postdoc","lab"
"dr-strange","bat1","bat1_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","bat2","bat2_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","bat3","bat3_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","bat4","bat4_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","bat5","bat5_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","bat6","bat6_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","bat7","bat7_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","bella","bella_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","betty","betty_dr-strange",0,"tole","tole","postdoc","lab"
"dr-strange","black-panther","black-panther_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","c","c_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","captain-america","captain-america_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","cat","cat_dr-strange",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","cc","cc_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","ccc","ccc_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","ccs","ccs_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","cd","cd_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","cerce","cerce_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","cerceson","cerceson_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","cindy","cindy_dr-strange",0,"tole","tole","postdoc","lab"
"dr-strange","countess","countess_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","cs","cs_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","csc","csc_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","d","d_dr-strange",0,"tole","tole","postdoc","lab"
"dr-strange","daredevil","daredevil_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","dcd","dcd_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","dd","dd_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","ddd","ddd_dr-strange",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","ddld","ddld_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","desi","desi_dr-strange",0,"tole","zoo","postdoc","phd"
"dr-strange","dos","dos_dr-strange",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","dr","dr_dr-strange",NA,"tole","tole","postdoc","postdoc"
"dr-strange","ds","dr-strange_ds",NA,"tole","tole","postdoc","postdoc"
"dr-strange","esther","dr-strange_esther",0,"tole","tole","postdoc","lab"
"dr-strange","eve","dr-strange_eve",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","falcon","dr-strange_falcon",NA,"tole","tole","postdoc","postdoc"
"dr-strange","flapper","dr-strange_flapper",0,"tole","zoo","postdoc","phd"
"dr-strange","fran","dr-strange_fran",0,"tole","tole","postdoc","lab"
"dr-strange","fuschia","dr-strange_fuschia",0,"tole","zoo","postdoc","phd"
"dr-strange","gayle","dr-strange_gayle",0,"tole","tole","postdoc","lab"
"dr-strange","gelfing","dr-strange_gelfing",0,"tole","zoo","postdoc","phd"
"dr-strange","green-arrow","dr-strange_green-arrow",NA,"tole","tole","postdoc","postdoc"
"dr-strange","gremlin","dr-strange_gremlin",0,"tole","zoo","postdoc","phd"
"dr-strange","helsing","dr-strange_helsing",0,"tole","zoo","postdoc","phd"
"dr-strange","hera","dr-strange_hera",0,"tole","tole","postdoc","lab"
"dr-strange","hilga","dr-strange_hilga",NA,"tole","tole","postdoc","postdoc"
"dr-strange","houdini","dr-strange_houdini",0,"tole","zoo","postdoc","phd"
"dr-strange","hulk","dr-strange_hulk",NA,"tole","tole","postdoc","postdoc"
"dr-strange","irma","dr-strange_irma",0,"tole","lake.bayano","postdoc","lab"
"dr-strange","iron-man","dr-strange_iron-man",NA,"tole","tole","postdoc","postdoc"
"dr-strange","ivy","dr-strange_ivy",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","jenna-bat","dr-strange_jenna-bat",0,"tole","gamboa","postdoc","postdoc"
"dr-strange","jupiter","dr-strange_jupiter",0,"tole","lake.bayano","postdoc","lab"
"dr-strange","kelly","dr-strange_kelly",0,"tole","lake.bayano","postdoc","lab"
"dr-strange","ldc","dr-strange_ldc",NA,"tole","tole","postdoc","postdoc"
"dr-strange","lds","dr-strange_lds",NA,"tole","tole","postdoc","postdoc"
"dr-strange","lilith","dr-strange_lilith",0,"tole","lake.bayano","postdoc","lab"
"dr-strange","lily","dr-strange_lily",0,"tole","zoo","postdoc","phd"
"dr-strange","lilyson","dr-strange_lilyson",0,"tole","zoo","postdoc","phd"
"dr-strange","lsd","dr-strange_lsd",NA,"tole","tole","postdoc","postdoc"
"dr-strange","lucy","dr-strange_lucy",0,"tole","zoo","postdoc","phd"
"dr-strange","lucyson","dr-strange_lucyson",0,"tole","zoo","postdoc","phd"
"dr-strange","mabel","dr-strange_mabel",0,"tole","tole","postdoc","lab"
"dr-strange","marce","dr-strange_marce",0,"tole","zoo","postdoc","phd"
"dr-strange","maribelo","dr-strange_maribelo",0,"tole","zoo","postdoc","phd"
"dr-strange","mina","dr-strange_mina",0,"tole","zoo","postdoc","phd"
"dr-strange","mya","dr-strange_mya",0,"tole","zoo","postdoc","phd"
"dr-strange","no-band","dr-strange_no-band",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","ola","dr-strange_ola",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","opal","dr-strange_opal",0,"tole","chorrera","postdoc","lab"
"dr-strange","piper","dr-strange_piper",0,"tole","chorrera","postdoc","lab"
"dr-strange","pixus","dr-strange_pixus",0,"tole","zoo","postdoc","phd"
"dr-strange","queen","dr-strange_queen",0,"tole","lake.bayano","postdoc","lab"
"dr-strange","r","dr-strange_r",NA,"tole","tole","postdoc","postdoc"
"dr-strange","rc","dr-strange_rc",NA,"tole","tole","postdoc","postdoc"
"dr-strange","rina","dr-strange_rina",0,"tole","chorrera","postdoc","lab"
"dr-strange","s","dr-strange_s",NA,"tole","tole","postdoc","postdoc"
"dr-strange","sam1","dr-strange_sam1",0,"tole","chilibre","postdoc","postdoc"
"dr-strange","sam2","dr-strange_sam2",0,"tole","chilibre","postdoc","postdoc"
"dr-strange","sam5","dr-strange_sam5",0,"tole","chilibre","postdoc","postdoc"
"dr-strange","sam6","dr-strange_sam6",0,"tole","chilibre","postdoc","postdoc"
"dr-strange","sam7","dr-strange_sam7",0,"tole","chilibre","postdoc","postdoc"
"dr-strange","sc","dr-strange_sc",NA,"tole","tole","postdoc","postdoc"
"dr-strange","scc","dr-strange_scc",NA,"tole","tole","postdoc","postdoc"
"dr-strange","scs","dr-strange_scs",0,"tole","tole","postdoc","lab"
"dr-strange","sd","dr-strange_sd",NA,"tole","tole","postdoc","postdoc"
"dr-strange","shania","dr-strange_shania",0,"tole","lake.bayano","postdoc","lab"
"dr-strange","sheldon","dr-strange_sheldon",0,"tole","zoo","postdoc","phd"
"dr-strange","six","dr-strange_six",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","snow","dr-strange_snow",0,"tole","zoo","postdoc","phd"
"dr-strange","son-of-ola","dr-strange_son-of-ola",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","sonofzaria","dr-strange_sonofzaria",0,"tole","zoo","postdoc","phd"
"dr-strange","speedster","dr-strange_speedster",0,"tole","zoo","postdoc","phd"
"dr-strange","spiderman","dr-strange_spiderman",NA,"tole","tole","postdoc","postdoc"
"dr-strange","ss","dr-strange_ss",NA,"tole","tole","postdoc","postdoc"
"dr-strange","sss","dr-strange_sss",NA,"tole","tole","postdoc","postdoc"
"dr-strange","streblick","dr-strange_streblick",0,"tole","zoo","postdoc","phd"
"dr-strange","tes","dr-strange_tes",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","thecount","dr-strange_thecount",0,"tole","zoo","postdoc","phd"
"dr-strange","tiffany","dr-strange_tiffany",0,"tole","lake.bayano","postdoc","lab"
"dr-strange","toast","dr-strange_toast",0,"tole","tole","postdoc","lab"
"dr-strange","una","dr-strange_una",0,"tole","las.pavas","postdoc","postdoc"
"dr-strange","vampirella","dr-strange_vampirella",0,"tole","zoo","postdoc","phd"
"dr-strange","vampison","dr-strange_vampison",0,"tole","zoo","postdoc","phd"
"dr-strange","veronica","dr-strange_veronica",0,"tole","zoo","postdoc","phd"
"dr-strange","vixen","dr-strange_vixen",0,"tole","chorrera","postdoc","lab"
"dr-strange","vlad","dr-strange_vlad",0,"tole","zoo","postdoc","phd"
"dr-strange","war-machine","dr-strange_war-machine",NA,"tole","tole","postdoc","postdoc"
"dr-strange","whimsey","dr-strange_whimsey",0,"tole","zoo","postdoc","phd"
"dr-strange","winona","dr-strange_winona",0,"tole","chorrera","postdoc","lab"
"dr-strange","zaria","dr-strange_zaria",0,"tole","zoo","postdoc","phd"
"dr-strange","zarison","dr-strange_zarison",0,"tole","zoo","postdoc","phd"
"dr-strange","zelda","dr-strange_zelda",0,"tole","chorrera","postdoc","lab"
"ds","alicia","alicia_ds",0,"tole","chorrera","postdoc","lab"
"ds","bat1","bat1_ds",0,"tole","zoo","postdoc","phd"
"ds","bat2","bat2_ds",0,"tole","zoo","postdoc","phd"
"ds","bat3","bat3_ds",0,"tole","zoo","postdoc","phd"
"ds","bat4","bat4_ds",0,"tole","zoo","postdoc","phd"
"ds","bat5","bat5_ds",0,"tole","zoo","postdoc","phd"
"ds","bat6","bat6_ds",0,"tole","zoo","postdoc","phd"
"ds","bat7","bat7_ds",0,"tole","zoo","postdoc","phd"
"ds","bella","bella_ds",0,"tole","zoo","postdoc","phd"
"ds","betty","betty_ds",0,"tole","tole","postdoc","lab"
"ds","black-panther","black-panther_ds",NA,"tole","tole","postdoc","postdoc"
"ds","c","c_ds",0.0928,"tole","tole","postdoc","postdoc"
"ds","captain-america","captain-america_ds",NA,"tole","tole","postdoc","postdoc"
"ds","cat","cat_ds",0,"tole","las.pavas","postdoc","postdoc"
"ds","cc","cc_ds",0.0626,"tole","tole","postdoc","postdoc"
"ds","ccc","ccc_ds",0,"tole","tole","postdoc","postdoc"
"ds","ccs","ccs_ds",0.2573,"tole","tole","postdoc","postdoc"
"ds","cd","cd_ds",0.054,"tole","tole","postdoc","postdoc"
"ds","cerce","cerce_ds",0,"tole","zoo","postdoc","phd"
"ds","cerceson","cerceson_ds",0,"tole","zoo","postdoc","phd"
"ds","cindy","cindy_ds",0,"tole","tole","postdoc","lab"
"ds","countess","countess_ds",0,"tole","zoo","postdoc","phd"
"ds","cs","cs_ds",0,"tole","tole","postdoc","postdoc"
"ds","csc","csc_ds",0.0609,"tole","tole","postdoc","postdoc"
"ds","d","d_ds",0,"tole","tole","postdoc","lab"
"ds","daredevil","daredevil_ds",NA,"tole","tole","postdoc","postdoc"
"ds","dcd","dcd_ds",0.1112,"tole","tole","postdoc","postdoc"
"ds","dd","dd_ds",0,"tole","tole","postdoc","postdoc"
"ds","ddd","ddd_ds",0,"tole","las.pavas","postdoc","postdoc"
"ds","ddld","ddld_ds",0.0787,"tole","tole","postdoc","postdoc"
"ds","desi","desi_ds",0,"tole","zoo","postdoc","phd"
"ds","dos","dos_ds",0,"tole","las.pavas","postdoc","postdoc"
"ds","dr","dr_ds",0.5,"tole","tole","postdoc","postdoc"
"ds","dr-strange","dr-strange_ds",NA,"tole","tole","postdoc","postdoc"
"ds","esther","ds_esther",0,"tole","tole","postdoc","lab"
"ds","eve","ds_eve",0,"tole","las.pavas","postdoc","postdoc"
"ds","falcon","ds_falcon",NA,"tole","tole","postdoc","postdoc"
"ds","flapper","ds_flapper",0,"tole","zoo","postdoc","phd"
"ds","fran","ds_fran",0,"tole","tole","postdoc","lab"
"ds","fuschia","ds_fuschia",0,"tole","zoo","postdoc","phd"
"ds","gayle","ds_gayle",0,"tole","tole","postdoc","lab"
"ds","gelfing","ds_gelfing",0,"tole","zoo","postdoc","phd"
"ds","green-arrow","ds_green-arrow",NA,"tole","tole","postdoc","postdoc"
"ds","gremlin","ds_gremlin",0,"tole","zoo","postdoc","phd"
"ds","helsing","ds_helsing",0,"tole","zoo","postdoc","phd"
"ds","hera","ds_hera",0,"tole","tole","postdoc","lab"
"ds","hilga","ds_hilga",0.1652,"tole","tole","postdoc","postdoc"
"ds","houdini","ds_houdini",0,"tole","zoo","postdoc","phd"
"ds","hulk","ds_hulk",NA,"tole","tole","postdoc","postdoc"
"ds","irma","ds_irma",0,"tole","lake.bayano","postdoc","lab"
"ds","iron-man","ds_iron-man",NA,"tole","tole","postdoc","postdoc"
"ds","ivy","ds_ivy",0,"tole","las.pavas","postdoc","postdoc"
"ds","jenna-bat","ds_jenna-bat",0,"tole","gamboa","postdoc","postdoc"
"ds","jupiter","ds_jupiter",0,"tole","lake.bayano","postdoc","lab"
"ds","kelly","ds_kelly",0,"tole","lake.bayano","postdoc","lab"
"ds","ldc","ds_ldc",0.0085,"tole","tole","postdoc","postdoc"
"ds","lds","ds_lds",0,"tole","tole","postdoc","postdoc"
"ds","lilith","ds_lilith",0,"tole","lake.bayano","postdoc","lab"
"ds","lily","ds_lily",0,"tole","zoo","postdoc","phd"
"ds","lilyson","ds_lilyson",0,"tole","zoo","postdoc","phd"
"ds","lsd","ds_lsd",0,"tole","tole","postdoc","postdoc"
"ds","lucy","ds_lucy",0,"tole","zoo","postdoc","phd"
"ds","lucyson","ds_lucyson",0,"tole","zoo","postdoc","phd"
"ds","mabel","ds_mabel",0,"tole","tole","postdoc","lab"
"ds","marce","ds_marce",0,"tole","zoo","postdoc","phd"
"ds","maribelo","ds_maribelo",0,"tole","zoo","postdoc","phd"
"ds","mina","ds_mina",0,"tole","zoo","postdoc","phd"
"ds","mya","ds_mya",0,"tole","zoo","postdoc","phd"
"ds","no-band","ds_no-band",0,"tole","las.pavas","postdoc","postdoc"
"ds","ola","ds_ola",0,"tole","las.pavas","postdoc","postdoc"
"ds","opal","ds_opal",0,"tole","chorrera","postdoc","lab"
"ds","piper","ds_piper",0,"tole","chorrera","postdoc","lab"
"ds","pixus","ds_pixus",0,"tole","zoo","postdoc","phd"
"ds","queen","ds_queen",0,"tole","lake.bayano","postdoc","lab"
"ds","r","ds_r",0.1594,"tole","tole","postdoc","postdoc"
"ds","rc","ds_rc",0.2018,"tole","tole","postdoc","postdoc"
"ds","rina","ds_rina",0,"tole","chorrera","postdoc","lab"
"ds","s","ds_s",0,"tole","tole","postdoc","postdoc"
"ds","sam1","ds_sam1",0,"tole","chilibre","postdoc","postdoc"
"ds","sam2","ds_sam2",0,"tole","chilibre","postdoc","postdoc"
"ds","sam5","ds_sam5",0,"tole","chilibre","postdoc","postdoc"
"ds","sam6","ds_sam6",0,"tole","chilibre","postdoc","postdoc"
"ds","sam7","ds_sam7",0,"tole","chilibre","postdoc","postdoc"
"ds","sc","ds_sc",0.0908,"tole","tole","postdoc","postdoc"
"ds","scc","ds_scc",NA,"tole","tole","postdoc","postdoc"
