"","donor","receiver","possible.sec","donation.sec","kinship","donor.sex","receiver.sex","donor.age.2014.10.07","receiver.age.2014.10.07","donation.rate"
"349","gomez","bat2",3600,0,0.4545,"m","f",11,14.33333333,0
"350","gomez","bat3",3600,0,0.489,"m","f",11,12.35416667,0
"351","gomez","bat4",3600,0,0.5313,"m","f",11,7.5,0
"352","gomez","bella",64800,544,0.0357,"m","f",11,9.916666667,0.00839506172839506
"353","gomez","cerce",46800,0,0.0941,"m","f",11,13.64583333,0
"354","gomez","cerceson",7200,55,0.1697,"m","m",11,2.375,0.00763888888888889
"355","gomez","countess",39600,0,0.0683,"m","f",11,17.20833333,0
"356","gomez","flapper",14400,1068,0,"m","m",11,3.416666667,0.0741666666666667
"357","gomez","fuschia",7200,0,0,"m","m",11,8.229166667,0
"358","gomez","gelfling",7200,0,0.0583,"m","m",11,13.70833333,0
"359","gomez","gremlin",3600,0,0.0926,"m","m",11,1.020833333,0
"360","gomez","helsing",7200,0,0.0769,"m","m",11,16.75,0
"361","gomez","lily",25200,0,0,"m","f",11,3.041666667,0
"362","gomez","lucy",50400,0,0.3888,"m","f",11,8.229166667,0
"363","gomez","marce",10800,0,0,"m","f",11,1.479166667,0
"364","gomez","maribelo",7200,0,0.3413,"m","m",11,5.333333333,0
"365","gomez","mina",25200,0,0,"m","f",11,9.270833333,0
"366","gomez","mya",61200,0,0,"m","f",11,18.75,0
"367","gomez","parmalee",7200,0,0.3964,"m","m",11,7.166666667,0
"368","gomez","pixus",7200,0,0,"m","m",11,2.270833333,0
"369","gomez","snow",7200,0,0,"m","f",11,1.354166667,0
"370","gomez","speedster",7200,0,0.0903,"m","m",11,3.416666667,0
"371","gomez","streblick",7200,0,0.041,"m","m",11,6.333333333,0
"372","gomez","tequila",7200,0,0,"m","m",11,15,0
"373","gomez","thecount",14400,0,0.0124,"m","m",11,6.416666667,0
"374","gomez","vampirella",54000,0,0.1264,"m","f",11,6.416666667,0
"375","gomez","veronica",54000,0,0.0675,"m","f",11,8.229166667,0
"376","gomez","whimsey",7200,83,0.063,"m","m",11,2.854166667,0.0115277777777778
"377","gomez","zaria",21600,0,0.096,"m","f",11,2.354166667,0
"378","gremlin","bat2",3600,0,0.1182,"m","f",1.020833333,14.33333333,0
"379","gremlin","bat3",3600,0,0.284,"m","f",1.020833333,12.35416667,0
"380","gremlin","bat4",3600,0,0.086,"m","f",1.020833333,7.5,0
"381","gremlin","bella",7200,300,0.5,"m","f",1.020833333,9.916666667,0.0416666666666667
"382","gremlin","cerce",3600,0,0.3642,"m","f",1.020833333,13.64583333,0
"383","gremlin","countess",3600,0,0,"m","f",1.020833333,17.20833333,0
"384","gremlin","lily",3600,0,0.5,"m","f",1.020833333,3.041666667,0
"385","gremlin","marce",10800,0,0.4272,"m","f",1.020833333,1.479166667,0
"386","gremlin","mina",3600,0,0,"m","f",1.020833333,9.270833333,0
"387","gremlin","mya",3600,0,0,"m","f",1.020833333,18.75,0
"388","gremlin","snow",7200,0,0.0617,"m","f",1.020833333,1.354166667,0
"389","gremlin","vampirella",3600,0,0.886,"m","f",1.020833333,6.416666667,0
"390","gremlin","veronica",3600,0,0.1818,"m","f",1.020833333,8.229166667,0
"391","gremlin","zaria",7200,0,0.2343,"m","f",1.020833333,2.354166667,0
"392","helsing","bat2",3600,0,0.1405,"m","f",16.75,14.33333333,0
"393","helsing","bat3",3600,0,0.2688,"m","f",16.75,12.35416667,0
"394","helsing","bat4",3600,0,0.2636,"m","f",16.75,7.5,0
"395","helsing","bella",64800,1583,0.2496,"m","f",16.75,9.916666667,0.024429012345679
"396","helsing","cerce",46800,0,0.1162,"m","f",16.75,13.64583333,0
"397","helsing","cerceson",7200,0,0.1207,"m","m",16.75,2.375,0
"398","helsing","countess",39600,0,0.0111,"m","f",16.75,17.20833333,0
"399","helsing","flapper",14400,0,0,"m","m",16.75,3.416666667,0
"400","helsing","fuschia",7200,0,0.4466,"m","m",16.75,8.229166667,0
"401","helsing","gelfling",7200,0,0,"m","m",16.75,13.70833333,0
"402","helsing","gremlin",3600,0,0.0662,"m","m",16.75,1.020833333,0
"403","helsing","lily",25200,0,0.4296,"m","f",16.75,3.041666667,0
"404","helsing","lucy",50400,0,0.2827,"m","f",16.75,8.229166667,0
"405","helsing","marce",10800,0,0.0023,"m","f",16.75,1.479166667,0
"406","helsing","maribelo",7200,0,0,"m","m",16.75,5.333333333,0
"407","helsing","mina",25200,0,0,"m","f",16.75,9.270833333,0
"408","helsing","mya",61200,5,0,"m","f",16.75,18.75,8.16993464052288e-05
"409","helsing","parmalee",7200,0,0,"m","m",16.75,7.166666667,0
"410","helsing","pixus",7200,0,0.1331,"m","m",16.75,2.270833333,0
"411","helsing","snow",7200,0,0.0712,"m","f",16.75,1.354166667,0
"412","helsing","speedster",7200,0,0.3473,"m","m",16.75,3.416666667,0
"413","helsing","streblick",7200,0,0.0085,"m","m",16.75,6.333333333,0
"414","helsing","tequila",7200,0,0,"m","m",16.75,15,0
"415","helsing","thecount",14400,0,0.0486,"m","m",16.75,6.416666667,0
"416","helsing","vampirella",54000,0,0.0216,"m","f",16.75,6.416666667,0
"417","helsing","veronica",54000,0,0.0897,"m","f",16.75,8.229166667,0
"418","helsing","whimsey",7200,0,0,"m","m",16.75,2.854166667,0
"419","helsing","zaria",21600,0,0,"m","f",16.75,2.354166667,0
"420","houdini","bat2",10800,0,0.101,"m","f",1.083333333,14.33333333,0
"421","houdini","bat3",21600,0,0.0645,"m","f",1.083333333,12.35416667,0
"422","houdini","bat4",21600,0,0.0267,"m","f",1.083333333,7.5,0
"423","houdini","bella",25200,0,0,"m","f",1.083333333,9.916666667,0
"424","houdini","cerce",21600,0,0,"m","f",1.083333333,13.64583333,0
"425","houdini","countess",21600,0,0,"m","f",1.083333333,17.20833333,0
"426","houdini","lily",25200,151,0,"m","f",1.083333333,3.041666667,0.00599206349206349
"427","houdini","lucy",28800,70,0,"m","f",1.083333333,8.229166667,0.00243055555555556
"428","houdini","marce",21600,30,0.093,"m","f",1.083333333,1.479166667,0.00138888888888889
"429","houdini","mina",21600,562,0.5,"m","f",1.083333333,9.270833333,0.0260185185185185
"430","houdini","mya",21600,0,0.2328,"m","f",1.083333333,18.75,0
"431","houdini","snow",21600,0,0,"m","f",1.083333333,1.354166667,0
"432","houdini","vampirella",21600,0,0.0513,"m","f",1.083333333,6.416666667,0
"433","houdini","veronica",21600,0,0.1058,"m","f",1.083333333,8.229166667,0
"434","houdini","zaria",25200,0,0,"m","f",1.083333333,2.354166667,0
"435","leonard","bat2",3600,0,0,"m","f",1.875,14.33333333,0
"436","leonard","bat3",3600,0,0,"m","f",1.875,12.35416667,0
"437","leonard","bat4",3600,0,0,"m","f",1.875,7.5,0
"438","leonard","bella",7200,0,0.111,"m","f",1.875,9.916666667,0
"439","leonard","cerce",3600,0,0,"m","f",1.875,13.64583333,0
"440","leonard","countess",3600,0,0.1291,"m","f",1.875,17.20833333,0
"441","leonard","gremlin",3600,0,0,"m","m",1.875,1.020833333,0
"442","leonard","lily",3600,0,0.0401,"m","f",1.875,3.041666667,0
"443","leonard","marce",10800,0,0.2512,"m","f",1.875,1.479166667,0
"444","leonard","mina",3600,240,0.5,"m","f",1.875,9.270833333,0.0666666666666667
"445","leonard","mya",3600,0,0.0304,"m","f",1.875,18.75,0
"446","leonard","snow",7200,0,0.0541,"m","f",1.875,1.354166667,0
"447","leonard","vampirella",3600,0,0,"m","f",1.875,6.416666667,0
"448","leonard","veronica",3600,0,0.0275,"m","f",1.875,8.229166667,0
"449","leonard","zaria",7200,0,0,"m","f",1.875,2.354166667,0
"450","lily","bat2",14400,0,0.0215,"f","f",3.041666667,14.33333333,0
"451","lily","bat3",25200,0,0.0433,"f","f",3.041666667,12.35416667,0
"452","lily","bat4",21600,0,0,"f","f",3.041666667,7.5,0
"453","lily","bella",39600,5380,0.5,"f","f",3.041666667,9.916666667,0.135858585858586
"454","lily","cerce",54000,75,0.6607,"f","f",3.041666667,13.64583333,0.00138888888888889
"455","lily","cerceson",7200,0,0.5184,"f","m",3.041666667,2.375,0
"456","lily","countess",61200,456,0,"f","f",3.041666667,17.20833333,0.00745098039215686
"457","lily","flapper",14400,12,0.2164,"f","m",3.041666667,3.416666667,0.000833333333333333
"458","lily","gremlin",3600,0,0.5,"f","m",3.041666667,1.020833333,0
"459","lily","lucy",50400,489,0.0663,"f","f",3.041666667,8.229166667,0.00970238095238095
"460","lily","marce",32400,60,0.3135,"f","f",3.041666667,1.479166667,0.00185185185185185
"461","lily","mina",46800,672,0,"f","f",3.041666667,9.270833333,0.0143589743589744
"462","lily","mya",46800,1243,0.0174,"f","f",3.041666667,18.75,0.0265598290598291
"463","lily","pixus",7200,0,0.1728,"f","m",3.041666667,2.270833333,0
"464","lily","snow",28800,0,0,"f","f",3.041666667,1.354166667,0
"465","lily","speedster",7200,425,0.772,"f","m",3.041666667,3.416666667,0.0590277777777778
"466","lily","vampirella",32400,0,0.2517,"f","f",3.041666667,6.416666667,0
"467","lily","veronica",39600,385,0,"f","f",3.041666667,8.229166667,0.00972222222222222
"468","lily","whimsey",7200,0,0,"f","m",3.041666667,2.854166667,0
"469","lily","zaria",46800,0,0,"f","f",3.041666667,2.354166667,0
"470","lilyson","bat2",10800,0,0.1282,"m","f",0.6875,14.33333333,0
"471","lilyson","bat3",21600,0,0,"m","f",0.6875,12.35416667,0
"472","lilyson","bat4",21600,0,0,"m","f",0.6875,7.5,0
"473","lilyson","bella",25200,0,0.6521,"m","f",0.6875,9.916666667,0
"474","lilyson","cerce",21600,0,0.574,"m","f",0.6875,13.64583333,0
"475","lilyson","countess",21600,0,0,"m","f",0.6875,17.20833333,0
"476","lilyson","lily",25200,132,0.5,"m","f",0.6875,3.041666667,0.00523809523809524
"477","lilyson","lucy",28800,0,0,"m","f",0.6875,8.229166667,0
"478","lilyson","marce",21600,0,0.4668,"m","f",0.6875,1.479166667,0
"479","lilyson","mina",21600,0,0,"m","f",0.6875,9.270833333,0
"480","lilyson","mya",21600,0,0,"m","f",0.6875,18.75,0
"481","lilyson","snow",21600,0,0,"m","f",0.6875,1.354166667,0
"482","lilyson","vampirella",21600,0,0,"m","f",0.6875,6.416666667,0
"483","lilyson","veronica",21600,0,0,"m","f",0.6875,8.229166667,0
"484","lilyson","zaria",25200,0,0.1231,"m","f",0.6875,2.354166667,0
"485","lucy","bat2",3600,0,0.0834,"f","f",8.229166667,14.33333333,0
"486","lucy","bat3",25200,0,0.2037,"f","f",8.229166667,12.35416667,0
"487","lucy","bat4",25200,0,0.1693,"f","f",8.229166667,7.5,0
"488","lucy","bella",90000,409,0,"f","f",8.229166667,9.916666667,0.00454444444444444
"489","lucy","cerce",68400,115,0,"f","f",8.229166667,13.64583333,0.0016812865497076
"490","lucy","cerceson",7200,0,0.3408,"f","m",8.229166667,2.375,0
"491","lucy","countess",61200,351,0.2319,"f","f",8.229166667,17.20833333,0.00573529411764706
"492","lucy","flapper",14400,12,0.078,"f","m",8.229166667,3.416666667,0.000833333333333333
"493","lucy","fuschia",7200,0,0,"f","m",8.229166667,8.229166667,0
"494","lucy","gelfling",7200,0,0.4007,"f","m",8.229166667,13.70833333,0
"495","lucy","gremlin",3600,0,0.0982,"f","m",8.229166667,1.020833333,0
"496","lucy","helsing",7200,5,0.2827,"f","m",8.229166667,16.75,0.000694444444444444
"497","lucy","lily",50400,0,0.0663,"f","f",8.229166667,3.041666667,0
"498","lucy","marce",32400,0,0,"f","f",8.229166667,1.479166667,0
"499","lucy","maribelo",7200,1577,0.5,"f","m",8.229166667,5.333333333,0.219027777777778
"500","lucy","mina",46800,655,0,"f","f",8.229166667,9.270833333,0.0139957264957265
"501","lucy","mya",82800,1014,0,"f","f",8.229166667,18.75,0.0122463768115942
"502","lucy","parmalee",7200,0,0.2147,"f","m",8.229166667,7.166666667,0
"503","lucy","pixus",7200,171,0,"f","m",8.229166667,2.270833333,0.02375
"504","lucy","snow",28800,0,0,"f","f",8.229166667,1.354166667,0
"505","lucy","speedster",7200,94,0,"f","m",8.229166667,3.416666667,0.0130555555555556
"506","lucy","streblick",7200,0,0.0478,"f","m",8.229166667,6.333333333,0
"507","lucy","tequila",7200,0,0,"f","m",8.229166667,15,0
"508","lucy","thecount",14400,0,0.0487,"f","m",8.229166667,6.416666667,0
"509","lucy","vampirella",72000,281,0.0697,"f","f",8.229166667,6.416666667,0.00390277777777778
"510","lucy","veronica",75600,572,0.2752,"f","f",8.229166667,8.229166667,0.00756613756613757
"511","lucy","whimsey",7200,0,0.1,"f","m",8.229166667,2.854166667,0
"512","lucy","zaria",28800,3599,0.5,"f","f",8.229166667,2.354166667,0.124965277777778
"513","lucyson","bat2",14400,0,0,"m","f",1.270833333,14.33333333,0
"514","lucyson","bat3",25200,0,0.1618,"m","f",1.270833333,12.35416667,0
"515","lucyson","bat4",25200,0,0,"m","f",1.270833333,7.5,0
"516","lucyson","bella",32400,0,0,"m","f",1.270833333,9.916666667,0
"517","lucyson","cerce",25200,0,0.0088,"m","f",1.270833333,13.64583333,0
"518","lucyson","countess",25200,0,0.352,"m","f",1.270833333,17.20833333,0
"519","lucyson","gremlin",3600,0,0.294,"m","m",1.270833333,1.020833333,0
"520","lucyson","lily",28800,0,0,"m","f",1.270833333,3.041666667,0
"521","lucyson","lucy",28800,0,0.5,"m","f",1.270833333,8.229166667,0
"522","lucyson","marce",32400,0,0.2788,"m","f",1.270833333,1.479166667,0
"523","lucyson","mina",25200,0,0,"m","f",1.270833333,9.270833333,0
"524","lucyson","mya",25200,0,0,"m","f",1.270833333,18.75,0
"525","lucyson","snow",28800,0,0.3757,"m","f",1.270833333,1.354166667,0
"526","lucyson","vampirella",25200,540,0,"m","f",1.270833333,6.416666667,0.0214285714285714
"527","lucyson","veronica",25200,0,0.3732,"m","f",1.270833333,8.229166667,0
"528","lucyson","zaria",32400,0,0.5,"m","f",1.270833333,2.354166667,0
"529","marce","bat2",14400,0,0.0883,"f","f",1.479166667,14.33333333,0
"530","marce","bat3",25200,6,0,"f","f",1.479166667,12.35416667,0.000238095238095238
"531","marce","bat4",25200,120,0,"f","f",1.479166667,7.5,0.00476190476190476
"532","marce","bella",32400,0,0.3573,"f","f",1.479166667,9.916666667,0
"533","marce","cerce",14400,784,0.5,"f","f",1.479166667,13.64583333,0.0544444444444444
"534","marce","countess",14400,103,0.1112,"f","f",1.479166667,17.20833333,0.00715277777777778
"535","marce","gremlin",3600,0,0.4272,"f","m",1.479166667,1.020833333,0
"536","marce","lily",28800,0,0.3135,"f","f",1.479166667,3.041666667,0
"537","marce","lucy",28800,23,0,"f","f",1.479166667,8.229166667,0.000798611111111111
"538","marce","mina",25200,0,0.2453,"f","f",1.479166667,9.270833333,0
"539","marce","mya",25200,0,0.1339,"f","f",1.479166667,18.75,0
"540","marce","snow",28800,60,0.0986,"f","f",1.479166667,1.354166667,0.00208333333333333
"541","marce","vampirella",25200,0,0.0956,"f","f",1.479166667,6.416666667,0
"542","marce","veronica",25200,30,0.0761,"f","f",1.479166667,8.229166667,0.00119047619047619
"543","marce","zaria",32400,0,0.2284,"f","f",1.479166667,2.354166667,0
"544","maribelo","bat2",3600,0,0.2061,"m","f",5.333333333,14.33333333,0
"545","maribelo","bat3",3600,0,0.2316,"m","f",5.333333333,12.35416667,0
"546","maribelo","bat4",3600,0,0.1164,"m","f",5.333333333,7.5,0
"547","maribelo","bella",64800,437,0,"m","f",5.333333333,9.916666667,0.00674382716049383
"548","maribelo","cerce",46800,24,0,"m","f",5.333333333,13.64583333,0.000512820512820513
"549","maribelo","cerceson",7200,0,0.0384,"m","m",5.333333333,2.375,0
"550","maribelo","countess",39600,0,0.2303,"m","f",5.333333333,17.20833333,0
"551","maribelo","flapper",14400,0,0.1591,"m","m",5.333333333,3.416666667,0
"552","maribelo","fuschia",7200,0,0,"m","m",5.333333333,8.229166667,0
"553","maribelo","gelfling",7200,0,0.1671,"m","m",5.333333333,13.70833333,0
"554","maribelo","gremlin",3600,0,0,"m","m",5.333333333,1.020833333,0
"555","maribelo","helsing",7200,0,0,"m","m",5.333333333,16.75,0
"556","maribelo","lily",25200,0,0.0483,"m","f",5.333333333,3.041666667,0
"557","maribelo","lucy",50400,2525,0.5,"m","f",5.333333333,8.229166667,0.0500992063492064
"558","maribelo","marce",10800,0,0,"m","f",5.333333333,1.479166667,0
"559","maribelo","mina",25200,0,0.1863,"m","f",5.333333333,9.270833333,0
"560","maribelo","mya",61200,0,0,"m","f",5.333333333,18.75,0
"561","maribelo","parmalee",7200,0,0.0866,"m","m",5.333333333,7.166666667,0
"562","maribelo","pixus",7200,0,0,"m","m",5.333333333,2.270833333,0
"563","maribelo","snow",7200,0,0.047,"m","f",5.333333333,1.354166667,0
"564","maribelo","speedster",7200,0,0,"m","m",5.333333333,3.416666667,0
"565","maribelo","streblick",7200,0,0,"m","m",5.333333333,6.333333333,0
"566","maribelo","tequila",7200,0,0,"m","m",5.333333333,15,0
"567","maribelo","thecount",14400,0,0,"m","m",5.333333333,6.416666667,0
"568","maribelo","vampirella",54000,675,0.0401,"m","f",5.333333333,6.416666667,0.0125
"569","maribelo","veronica",54000,0,0.1171,"m","f",5.333333333,8.229166667,0
"570","maribelo","whimsey",7200,0,0.1278,"m","m",5.333333333,2.854166667,0
"571","maribelo","zaria",21600,0,0.25,"m","f",5.333333333,2.354166667,0
"572","mina","bat2",14400,0,0.0054,"f","f",9.270833333,14.33333333,0
"573","mina","bat3",25200,578,0,"f","f",9.270833333,12.35416667,0.0229365079365079
"574","mina","bat4",18000,147,0,"f","f",9.270833333,7.5,0.00816666666666667
"575","mina","bella",90000,1580,0,"f","f",9.270833333,9.916666667,0.0175555555555556
"576","mina","cerce",68400,1626,0,"f","f",9.270833333,13.64583333,0.0237719298245614
"577","mina","cerceson",7200,0,0,"f","m",9.270833333,2.375,0
"578","mina","countess",61200,1884,0.0062,"f","f",9.270833333,17.20833333,0.0307843137254902
"579","mina","flapper",14400,352,0.1918,"f","m",9.270833333,3.416666667,0.0244444444444444
"580","mina","fuschia",7200,0,0.088,"f","m",9.270833333,8.229166667,0
"581","mina","gelfling",7200,0,0,"f","m",9.270833333,13.70833333,0
"582","mina","gremlin",3600,0,0,"f","m",9.270833333,1.020833333,0
"583","mina","helsing",7200,0,0,"f","m",9.270833333,16.75,0
"584","mina","lily",50400,0,0,"f","f",9.270833333,3.041666667,0
"585","mina","lucy",79200,1778,0,"f","f",9.270833333,8.229166667,0.0224494949494949
"586","mina","marce",32400,142,0.2453,"f","f",9.270833333,1.479166667,0.00438271604938272
"587","mina","maribelo",7200,0,0.1863,"f","m",9.270833333,5.333333333,0
"588","mina","mya",82800,1382,0.2234,"f","f",9.270833333,18.75,0.0166908212560386
"589","mina","parmalee",7200,0,0.1606,"f","m",9.270833333,7.166666667,0
"590","mina","pixus",7200,0,0.0055,"f","m",9.270833333,2.270833333,0
"591","mina","snow",18000,313,0,"f","f",9.270833333,1.354166667,0.0173888888888889
"592","mina","speedster",7200,39,0.03,"f","m",9.270833333,3.416666667,0.00541666666666667
"593","mina","streblick",7200,0,0.2407,"f","m",9.270833333,6.333333333,0
"594","mina","tequila",7200,0,0,"f","m",9.270833333,15,0
"595","mina","thecount",14400,0,0,"f","m",9.270833333,6.416666667,0
"596","mina","vampirella",64800,173,0,"f","f",9.270833333,6.416666667,0.00266975308641975
"597","mina","veronica",75600,2100,0.1137,"f","f",9.270833333,8.229166667,0.0277777777777778
"598","mina","whimsey",7200,0,0,"f","m",9.270833333,2.854166667,0
"599","mina","zaria",46800,685,0,"f","f",9.270833333,2.354166667,0.0146367521367521
"600","mya","bat2",14400,0,0,"f","f",18.75,14.33333333,0
"601","mya","bat3",25200,0,0,"f","f",18.75,12.35416667,0
"602","mya","bat4",25200,0,0,"f","f",18.75,7.5,0
"603","mya","bella",90000,2339,0,"f","f",18.75,9.916666667,0.0259888888888889
"604","mya","cerce",57600,1148,0.1125,"f","f",18.75,13.64583333,0.0199305555555556
"605","mya","cerceson",7200,0,0,"f","m",18.75,2.375,0
"606","mya","countess",61200,730,0.0795,"f","f",18.75,17.20833333,0.0119281045751634
"607","mya","flapper",14400,0,0.1182,"f","m",18.75,3.416666667,0
"608","mya","fuschia",7200,0,0.1149,"f","m",18.75,8.229166667,0
"609","mya","gelfling",7200,0,0,"f","m",18.75,13.70833333,0
"610","mya","gremlin",3600,0,0,"f","m",18.75,1.020833333,0
"611","mya","helsing",7200,562,0,"f","m",18.75,16.75,0.0780555555555556
"612","mya","lily",50400,0,0.0174,"f","f",18.75,3.041666667,0
"613","mya","lucy",79200,5336,0,"f","f",18.75,8.229166667,0.0673737373737374
"614","mya","marce",32400,496,0.1339,"f","f",18.75,1.479166667,0.0153086419753086
"615","mya","maribelo",7200,0,0,"f","m",18.75,5.333333333,0
"616","mya","mina",46800,3012,0.2234,"f","f",18.75,9.270833333,0.0643589743589744
"617","mya","parmalee",7200,0,0.2028,"f","m",18.75,7.166666667,0
"618","mya","pixus",7200,0,0.1887,"f","m",18.75,2.270833333,0
"619","mya","snow",28800,180,0.0268,"f","f",18.75,1.354166667,0.00625
"620","mya","speedster",7200,191,0.0046,"f","m",18.75,3.416666667,0.0265277777777778
"621","mya","streblick",7200,3315,0.5,"f","m",18.75,6.333333333,0.460416666666667
"622","mya","tequila",7200,0,0.6285,"f","m",18.75,15,0
"623","mya","thecount",14400,0,0.2547,"f","m",18.75,6.416666667,0
"624","mya","vampirella",75600,2851,0.1892,"f","f",18.75,6.416666667,0.0377116402116402
"625","mya","veronica",64800,5776,0,"f","f",18.75,8.229166667,0.0891358024691358
"626","mya","whimsey",7200,0,0.245,"f","m",18.75,2.854166667,0
"627","mya","zaria",46800,50,0.0479,"f","f",18.75,2.354166667,0.00106837606837607
"628","parmalee","bella",14400,0,0.1371,"m","f",7.166666667,9.916666667,0
"629","parmalee","cerce",14400,0,0,"m","f",7.166666667,13.64583333,0
"630","parmalee","fuschia",7200,0,0,"m","m",7.166666667,8.229166667,0
"631","parmalee","gelfling",7200,0,0.258,"m","m",7.166666667,13.70833333,0
"632","parmalee","helsing",7200,0,0,"m","m",7.166666667,16.75,0
"633","parmalee","lucy",7200,0,0.2147,"m","f",7.166666667,8.229166667,0
"634","parmalee","maribelo",7200,0,0.0866,"m","m",7.166666667,5.333333333,0
"635","parmalee","mya",14400,0,0.2028,"m","f",7.166666667,18.75,0
"636","parmalee","streblick",7200,0,0.2055,"m","m",7.166666667,6.333333333,0
"637","parmalee","tequila",7200,0,0.2865,"m","m",7.166666667,15,0
"638","parmalee","thecount",14400,0,0.4044,"m","m",7.166666667,6.416666667,0
"639","parmalee","vampirella",14400,0,0.0442,"m","f",7.166666667,6.416666667,0
"640","parmalee","veronica",14400,0,0,"m","f",7.166666667,8.229166667,0
"641","pixus","bat2",14400,0,0,"m","f",2.270833333,14.33333333,0
"642","pixus","bat3",25200,0,0,"m","f",2.270833333,12.35416667,0
"643","pixus","bat4",25200,0,0,"m","f",2.270833333,7.5,0
"644","pixus","bella",46800,222,0.5,"m","f",2.270833333,9.916666667,0.00474358974358974
"645","pixus","cerce",32400,0,0,"m","f",2.270833333,13.64583333,0
"646","pixus","cerceson",7200,0,0.0479,"m","m",2.270833333,2.375,0
"647","pixus","countess",39600,165,0,"m","f",2.270833333,17.20833333,0.00416666666666667
"648","pixus","flapper",7200,0,0.127,"m","m",2.270833333,3.416666667,0
"649","pixus","gremlin",3600,0,0.0617,"m","m",2.270833333,1.020833333,0
"650","pixus","lily",43200,198,0.1728,"m","f",2.270833333,3.041666667,0.00458333333333333
"651","pixus","lucy",43200,214,0,"m","f",2.270833333,8.229166667,0.0049537037037037
"652","pixus","marce",32400,0,0.0209,"m","f",2.270833333,1.479166667,0
"653","pixus","mina",25200,0,0.0055,"m","f",2.270833333,9.270833333,0
"654","pixus","mya",39600,114,0.1887,"m","f",2.270833333,18.75,0.00287878787878788
"655","pixus","snow",28800,0,0.0528,"m","f",2.270833333,1.354166667,0
"656","pixus","vampirella",39600,0,0.0384,"m","f",2.270833333,6.416666667,0
"657","pixus","veronica",32400,77,0.4441,"m","f",2.270833333,8.229166667,0.00237654320987654
"658","pixus","whimsey",7200,0,0.2154,"m","m",2.270833333,2.854166667,0
"659","pixus","zaria",46800,0,0.3924,"m","f",2.270833333,2.354166667,0
"660","sheldon","bat2",10800,0,0,"m","f",1.833333333,14.33333333,0
"661","sheldon","bat3",21600,0,0,"m","f",1.833333333,12.35416667,0
"662","sheldon","bat4",21600,0,0,"m","f",1.833333333,7.5,0
"663","sheldon","bella",25200,0,0.1439,"m","f",1.833333333,9.916666667,0
"664","sheldon","cerce",21600,0,0,"m","f",1.833333333,13.64583333,0
"665","sheldon","countess",21600,0,0.1358,"m","f",1.833333333,17.20833333,0
"666","sheldon","lily",25200,0,0.0096,"m","f",1.833333333,3.041666667,0
"667","sheldon","lucy",28800,0,0,"m","f",1.833333333,8.229166667,0
"668","sheldon","marce",21600,48,0.3728,"m","f",1.833333333,1.479166667,0.00222222222222222
"669","sheldon","mina",21600,0,0,"m","f",1.833333333,9.270833333,0
"670","sheldon","mya",21600,0,0.0022,"m","f",1.833333333,18.75,0
"671","sheldon","snow",21600,0,0.5,"m","f",1.833333333,1.354166667,0
"672","sheldon","vampirella",21600,0,0.5,"m","f",1.833333333,6.416666667,0
"673","sheldon","veronica",21600,0,0.4356,"m","f",1.833333333,8.229166667,0
"674","sheldon","zaria",25200,0,0.1871,"m","f",1.833333333,2.354166667,0
"675","snow","bat2",14400,0,0.0631,"f","f",1.354166667,14.33333333,0
"676","snow","bat3",25200,0,0.0745,"f","f",1.354166667,12.35416667,0
"677","snow","bat4",18000,0,0.0244,"f","f",1.354166667,7.5,0
"678","snow","bella",32400,48,0,"f","f",1.354166667,9.916666667,0.00148148148148148
"679","snow","cerce",25200,76,0,"f","f",1.354166667,13.64583333,0.00301587301587302
"680","snow","countess",14400,2597,0.5,"f","f",1.354166667,17.20833333,0.180347222222222
"681","snow","gremlin",3600,0,0.0617,"f","m",1.354166667,1.020833333,0
"682","snow","lily",28800,5,0,"f","f",1.354166667,3.041666667,0.000173611111111111
"683","snow","lucy",28800,486,0,"f","f",1.354166667,8.229166667,0.016875
"684","snow","marce",32400,15,0.0986,"f","f",1.354166667,1.479166667,0.000462962962962963
"685","snow","mina",14400,140,0,"f","f",1.354166667,9.270833333,0.00972222222222222
"686","snow","mya",25200,31,0.0268,"f","f",1.354166667,18.75,0.00123015873015873
"687","snow","vampirella",25200,922,0.0069,"f","f",1.354166667,6.416666667,0.0365873015873016
"688","snow","veronica",25200,2140,0.303,"f","f",1.354166667,8.229166667,0.0849206349206349
"689","snow","zaria",32400,495,0,"f","f",1.354166667,2.354166667,0.0152777777777778
"690","speedster","bat2",14400,0,0.2049,"m","f",3.416666667,14.33333333,0
"691","speedster","bat3",25200,0,0.1749,"m","f",3.416666667,12.35416667,0
"692","speedster","bat4",25200,0,0,"m","f",3.416666667,7.5,0
"693","speedster","bella",54000,0,0.5909,"m","f",3.416666667,9.916666667,0
"694","speedster","cerce",54000,632,0.5,"m","f",3.416666667,13.64583333,0.0117037037037037
"695","speedster","cerceson",7200,0,0.5277,"m","m",3.416666667,2.375,0
"696","speedster","countess",61200,0,0,"m","f",3.416666667,17.20833333,0
"697","speedster","flapper",14400,0,0,"m","m",3.416666667,3.416666667,0
"698","speedster","gremlin",3600,0,0.3693,"m","m",3.416666667,1.020833333,0
"699","speedster","lily",50400,0,0.772,"m","f",3.416666667,3.041666667,0
"700","speedster","lucy",50400,0,0,"m","f",3.416666667,8.229166667,0
"701","speedster","marce",32400,0,0.1624,"m","f",3.416666667,1.479166667,0
