bat1,bat2,wang19,ml19,pedigree wang19,pedigree m19
sonofzaria,gomez,-0.5973,0,-0.5973,0
sonofzaria,gremlin,-0.3627,0,-0.3627,0
sonofzaria,helsing,-0.3084,0.0887,-0.3084,0.0887
sonofzaria,houdini,-0.0732,0.1559,-0.0732,0.1559
sonofzaria,leonard,0.1302,0.2186,0.1302,0.2186
sonofzaria,lily,-0.3428,0,-0.3428,0
sonofzaria,lilyson,-0.1097,0.3141,-0.1097,0.3141
sonofzaria,lucy,-0.1005,0.1716,0.25,0.25
sonofzaria,lucyson,0.0867,0.2758,0.0867,0.2758
sonofzaria,marce,0.1606,0.234,0.1606,0.234
sonofzaria,maribelo,-0.5046,0.0689,-0.5046,0.0689
sonofzaria,mina,-0.2571,0,-0.2571,0
sonofzaria,mya,-0.5779,0,-0.5779,0
sonofzaria,parmalee,-0.0365,0.1625,-0.0365,0.1625
sonofzaria,pixus,-0.0887,0.0329,-0.0887,0.0329
sonofzaria,sheldon,0.1191,0.235,0.1191,0.235
sonofzaria,snow,0.0141,0.3137,0.0141,0.3137
sonofzaria,speedster,-0.4683,0,-0.4683,0
sonofzaria,streblick,-0.4737,0,-0.4737,0
sonofzaria,tequila,-0.6075,0,-0.6075,0
sonofzaria,thecount,0.0893,0.262,0.0893,0.262
sonofzaria,vampirella,-0.3491,0,-0.3491,0
sonofzaria,veronica,0.0452,0.2562,0.0452,0.2562
sonofzaria,vlad,-0.2475,0.0824,-0.2475,0.0824
sonofzaria,whimsey,-0.0523,0.0733,-0.0523,0.0733
sonofzaria,zaria,0.0841,0.383,0.5,0.5
sonofzaria,zarison,-0.0306,0.1769,0.25,0.25
speedster,artimis,-0.1708,0,-0.1708,0
speedster,barnabus,-0.0387,0.0371,-0.0387,0.0371
speedster,bat1,0.0543,0.0865,0.0543,0.0865
speedster,bat2,0.0364,0.2049,0.0364,0.2049
speedster,bat3,-0.0214,0.1749,-0.0214,0.1749
speedster,bat4,-0.0071,0,-0.0071,0
speedster,bat5,-0.1152,0.107,-0.1152,0.107
speedster,bat6,-0.1255,0.0248,-0.1255,0.0248
speedster,bat7,-0.0238,0,-0.0238,0
speedster,bella,0.4779,0.5909,0.4779,0.5909
speedster,cerce,0.6223,1,0.5,0.5
speedster,cerceson,0.4203,0.5277,0.4203,0.5277
speedster,countess,-0.2184,0,-0.2184,0
speedster,desi,-0.5707,0.0609,-0.5707,0.0609
speedster,edward,-0.0261,0.0914,-0.0261,0.0914
speedster,flapper,0.0085,0,0.0085,0
speedster,fuschia,0.5063,0.6618,0.5063,0.6618
speedster,gelfling,0.3373,0.3683,0.3373,0.3683
speedster,gomez,0.0014,0.0903,0.0014,0.0903
speedster,gremlin,0.2567,0.3693,0.2567,0.3693
speedster,helsing,0.4407,0.3473,0.4407,0.3473
speedster,houdini,-0.357,0,-0.357,0
speedster,lily,0.6398,0.772,0.6398,0.772
speedster,lilyson,0.5424,0.5967,0.5424,0.5967
speedster,lucy,-0.0538,0,-0.0538,0
speedster,lucyson,-0.3535,0,-0.3535,0
speedster,marce,0.1032,0.1624,0.1032,0.1624
speedster,maribelo,-0.4156,0,-0.4156,0
speedster,mina,-0.2899,0.03,-0.2899,0.03
speedster,mya,-0.53,0.0046,-0.53,0.0046
speedster,parmalee,-0.2009,0.0145,-0.2009,0.0145
speedster,pixus,0.0899,0.0683,0.0899,0.0683
speedster,sheldon,0.1466,0,0.1466,0
speedster,snow,-0.1422,0,-0.1422,0
speedster,sonofzaria,-0.4683,0,-0.4683,0
speedster,streblick,0.0681,0.1937,0.0681,0.1937
speedster,tequila,-0.3837,0,-0.3837,0
speedster,thecount,-0.2465,0,-0.2465,0
speedster,vampirella,0.3262,0.2243,0.3262,0.2243
speedster,leonard,-0.1138,0,-0.1138,0
speedster,veronica,-0.1231,0,-0.1231,0
speedster,vlad,0.0066,0.0391,0.0066,0.0391
speedster,whimsey,-0.2904,0,-0.2904,0
speedster,zaria,0.0851,0,0.0851,0
speedster,zarison,0.1947,0.3741,0.1947,0.3741
streblick,artimis,-0.0386,0.1346,-0.0386,0.1346
streblick,barnabus,-0.1932,0,-0.1932,0
streblick,bat1,-0.2816,0,-0.2816,0
streblick,bat2,-0.583,0,-0.583,0
streblick,bat3,-0.1637,0,-0.1637,0
streblick,bat4,-0.5701,0,-0.5701,0
streblick,bat5,-0.5626,0,-0.5626,0
streblick,bat6,-0.2681,0,-0.2681,0
streblick,bat7,0.0117,0.1424,0.0117,0.1424
streblick,bella,-0.0735,0,-0.0735,0
streblick,cerce,0.1367,0.1493,0.1367,0.1493
streblick,cerceson,0.122,0,0.122,0
streblick,countess,-0.232,0,-0.232,0
streblick,desi,-0.4579,0,-0.4579,0
streblick,edward,-0.1925,0.0853,-0.1925,0.0853
streblick,flapper,-0.236,0.1247,-0.236,0.1247
streblick,fuschia,-0.0502,0.048,-0.0502,0.048
streblick,gelfling,-0.0696,0,-0.0696,0
streblick,gomez,-0.3516,0.041,-0.3516,0.041
streblick,gremlin,-0.0488,0,-0.0488,0
streblick,helsing,-0.1317,0.0085,-0.1317,0.0085
streblick,houdini,0.1154,0.3728,0.1154,0.3728
streblick,lily,0.023,0,0.023,0
streblick,lilyson,-0.0345,0.1348,-0.0345,0.1348
streblick,lucy,-0.0553,0.0478,-0.0553,0.0478
streblick,lucyson,-0.0489,0,-0.0489,0
streblick,marce,-0.0642,0.2036,-0.0642,0.2036
streblick,maribelo,-0.2898,0,-0.2898,0
streblick,mina,0.2149,0.2407,0.2149,0.2407
streblick,mya,0.4934,0.6628,0.5,0.5
streblick,parmalee,-0.1028,0.2055,-0.1028,0.2055
streblick,pixus,0.0213,0.1393,0.0213,0.1393
streblick,sheldon,0.032,0,0.032,0
streblick,snow,-0.1718,0,-0.1718,0
streblick,sonofzaria,-0.4737,0,-0.4737,0
streblick,speedster,0.0681,0.1937,0.0681,0.1937
streblick,tequila,-0.0088,0.2894,-0.0088,0.2894
streblick,thecount,-0.0116,0.1123,-0.0116,0.1123
streblick,vampirella,0.5089,0.5,0.5089,0.5
streblick,leonard,0.1058,0.1639,0.1058,0.1639
streblick,veronica,-0.074,0,-0.074,0
streblick,vlad,-0.0074,0.0686,-0.0074,0.0686
streblick,whimsey,0.2081,0.0504,0.2081,0.0504
streblick,zaria,0.0835,0.0276,0.0835,0.0276
streblick,zarison,0.0679,0.3334,0.0679,0.3334
tequila,artimis,-0.285,0,-0.285,0
tequila,barnabus,-0.3802,0.0897,-0.3802,0.0897
tequila,bat1,-0.2373,0.0567,-0.2373,0.0567
tequila,bat2,-0.6355,0.0582,-0.6355,0.0582
tequila,bat3,-0.4458,0.1323,-0.4458,0.1323
tequila,bat4,-0.4743,0.086,-0.4743,0.086
tequila,bat5,-0.6014,0,-0.6014,0
tequila,bat6,-0.4165,0.0172,-0.4165,0.0172
tequila,bat7,0.0968,0.3644,0.0968,0.3644
tequila,bella,-0.1191,0.0928,-0.1191,0.0928
tequila,cerce,-0.1991,0.0736,-0.1991,0.0736
tequila,cerceson,-0.3931,0,-0.3931,0
tequila,countess,-0.421,0,-0.421,0
tequila,desi,-0.3145,0.1266,-0.3145,0.1266
tequila,edward,-0.443,0.104,-0.443,0.104
tequila,flapper,0.2437,0.3276,0.2437,0.3276
tequila,fuschia,-0.5721,0,-0.5721,0
tequila,gelfling,-0.4511,0,-0.4511,0
tequila,gomez,-0.7684,0,-0.7684,0
tequila,gremlin,-0.3097,0,-0.3097,0
tequila,helsing,-0.5239,0,-0.5239,0
tequila,houdini,-0.6197,0,-0.6197,0
tequila,lily,-0.1932,0.0666,-0.1932,0.0666
tequila,lilyson,-0.2974,0.0742,-0.2974,0.0742
tequila,lucy,-0.4268,0,-0.4268,0
tequila,lucyson,-0.5052,0,-0.5052,0
tequila,marce,-0.1768,0.273,-0.1768,0.273
tequila,maribelo,-0.6094,0,-0.6094,0
tequila,mina,-0.2583,0,-0.2583,0
tequila,mya,0.1809,0.6285,0.1809,0.6285
tequila,parmalee,0.1222,0.2865,0.1222,0.2865
tequila,pixus,-0.1319,0.2176,-0.1319,0.2176
tequila,sheldon,-0.3604,0,-0.3604,0
tequila,snow,-0.7971,0,-0.7971,0
tequila,sonofzaria,-0.6075,0,-0.6075,0
tequila,speedster,-0.3837,0,-0.3837,0
tequila,streblick,-0.0088,0.2894,-0.0088,0.2894
tequila,thecount,-0.1695,0.1453,-0.1695,0.1453
tequila,vampirella,-0.0786,0.1883,-0.0786,0.1883
tequila,leonard,-0.2202,0,-0.2202,0
tequila,veronica,-0.691,0,-0.691,0
tequila,vlad,-0.5748,0,-0.5748,0
tequila,whimsey,-0.4205,0.007,-0.4205,0.007
tequila,zaria,-0.1726,0.086,-0.1726,0.086
tequila,zarison,-0.2921,0.0135,-0.2921,0.0135
thecount,artimis,-0.2078,0,-0.2078,0
thecount,barnabus,-0.1948,0,-0.1948,0
thecount,bat1,-0.0529,0.0998,-0.0529,0.0998
thecount,bat2,-0.748,0,-0.748,0
thecount,bat3,-0.4581,0,-0.4581,0
thecount,bat4,-0.5805,0,-0.5805,0
thecount,bat5,-0.2632,0,-0.2632,0
thecount,bat6,-0.254,0,-0.254,0
thecount,bat7,-0.2098,0.0091,-0.2098,0.0091
thecount,bella,-0.0913,0,-0.0913,0
thecount,cerce,-0.2319,0,-0.2319,0
thecount,cerceson,0.0867,0,0.0867,0
thecount,countess,0.2871,0.3793,0.2871,0.3793
thecount,desi,-0.3617,0.0637,-0.3617,0.0637
thecount,edward,-0.2999,0.1439,-0.2999,0.1439
thecount,flapper,-0.0086,0,-0.0086,0
thecount,fuschia,-0.1541,0.0018,-0.1541,0.0018
thecount,gelfling,-0.035,0.0565,-0.035,0.0565
thecount,gomez,-0.324,0.0124,-0.324,0.0124
thecount,gremlin,0.1228,0.2277,0.1228,0.2277
thecount,helsing,-0.1699,0.0486,-0.1699,0.0486
thecount,houdini,-0.2292,0,-0.2292,0
thecount,lily,-0.0668,0,-0.0668,0
thecount,lilyson,0.1942,0,0.1942,0
thecount,lucy,-0.1759,0.0487,-0.1759,0.0487
thecount,lucyson,0.4073,0.3455,0.4073,0.3455
thecount,marce,0.4674,0.4346,0.4674,0.4346
thecount,maribelo,-0.309,0,-0.309,0
thecount,mina,-0.1473,0,-0.1473,0
thecount,mya,-0.1278,0.2547,-0.1278,0.2547
thecount,parmalee,0.2682,0.4044,0.2682,0.4044
thecount,pixus,0.551,0.5795,0.551,0.5795
thecount,sheldon,0.6371,0.7163,0.6371,0.7163
thecount,snow,0.1559,0.1799,0.1559,0.1799
thecount,sonofzaria,0.0893,0.262,0.0893,0.262
thecount,speedster,-0.2465,0,-0.2465,0
thecount,streblick,-0.0116,0.1123,-0.0116,0.1123
thecount,tequila,-0.1695,0.1453,-0.1695,0.1453
thecount,vampirella,0.1645,0.2114,0.1645,0.2114
thecount,leonard,0.0459,0.0371,0.0459,0.0371
thecount,veronica,0.3907,0.5518,0.3907,0.5518
thecount,vlad,-0.3811,0,-0.3811,0
thecount,whimsey,0.572,0.638,0.572,0.638
thecount,zaria,0.4394,0.5893,0.4394,0.5893
thecount,zarison,0.3169,0.3831,0.3169,0.3831
vampirella,artimis,0.1531,0.0884,0.1531,0.0884
vampirella,barnabus,0.1242,0,0.1242,0
vampirella,bat1,0.2957,0.4621,0.2957,0.4621
vampirella,bat2,-0.1771,0,-0.1771,0
vampirella,bat3,0.2069,0.1432,0.2069,0.1432
vampirella,bat4,-0.0576,0,-0.0576,0
vampirella,bat5,-0.0796,0,-0.0796,0
vampirella,bat6,0.128,0,0.128,0
vampirella,bat7,0.1587,0.072,0.1587,0.072
vampirella,bella,0.3345,0.1686,0.3345,0.1686
vampirella,cerce,0.4611,0.3623,0.4611,0.3623
vampirella,cerceson,0.3016,0.168,0.3016,0.168
vampirella,countess,-0.0377,0.0904,-0.0377,0.0904
vampirella,desi,-0.2088,0,-0.2088,0
vampirella,edward,-0.0965,0,-0.0965,0
vampirella,flapper,0.2072,0.0505,0.2072,0.0505
vampirella,fuschia,0.1711,0.0705,0.1711,0.0705
vampirella,gelfling,0.2072,0.2646,0.2072,0.2646
vampirella,gomez,-0.0174,0.1264,-0.0174,0.1264
vampirella,gremlin,0.3114,0.886,0.3114,0.886
vampirella,helsing,0.2005,0.0216,0.2005,0.0216
vampirella,houdini,-0.105,0.0513,-0.105,0.0513
vampirella,lily,0.3882,0.2517,0.3882,0.2517
vampirella,lilyson,0.1572,0,0.1572,0
vampirella,lucy,0.2195,0.0697,0.2195,0.0697
vampirella,lucyson,0.1186,0,0.1186,0
vampirella,marce,0.1656,0.0956,0.1656,0.0956
vampirella,maribelo,-0.0001,0.0401,-0.0001,0.0401
vampirella,mina,0.0073,0,0.0073,0
vampirella,mya,-0.125,0.1892,-0.125,0.1892
vampirella,parmalee,0.0302,0.0442,0.0302,0.0442
vampirella,pixus,0.3008,0.0384,0.3008,0.0384
vampirella,sheldon,0.2704,0,0.5,0.5
vampirella,snow,-0.0051,0.0069,-0.0051,0.0069
vampirella,sonofzaria,-0.3491,0,-0.3491,0
vampirella,speedster,0.3262,0.2243,0.3262,0.2243
vampirella,streblick,0.5089,0.5,0.5089,0.5
vampirella,tequila,-0.0786,0.1883,-0.0786,0.1883
vampirella,thecount,0.1645,0.2114,0.1645,0.2114
vampirella,leonard,0.0977,0,0.0977,0
vampirella,veronica,0.1206,0.0669,0.1206,0.0669
vampirella,vlad,0.0039,0,0.0039,0
vampirella,whimsey,0.2843,0.2495,0.5,0.5
vampirella,zaria,0.4708,0.2634,0.4708,0.2634
vampirella,zarison,0.3084,0.4455,0.3084,0.4455
leonard,artimis,0.0477,0.1144,0.0477,0.1144
leonard,barnabus,-0.3421,0,-0.3421,0
leonard,bella,0.1354,0.111,0.1354,0.111
leonard,cerce,0.1092,0,0.1092,0
leonard,countess,0.0658,0.1291,0.0658,0.1291
leonard,desi,-0.3386,0.0702,-0.3386,0.0702
leonard,edward,-0.4516,0,-0.4516,0
leonard,flapper,0.1558,0.1518,0.1558,0.1518
leonard,fuschia,-0.3313,0,-0.3313,0
leonard,gelfling,-0.0472,0,-0.0472,0
leonard,gomez,-0.3444,0.0272,-0.3444,0.0272
leonard,helsing,-0.0608,0,-0.0608,0
leonard,lily,0.0233,0.0401,0.0233,0.0401
leonard,lucy,-0.045,0,-0.045,0
leonard,maribelo,0.0008,0.1652,0.0008,0.1652
leonard,mina,0.4076,0.5,0.5,0.5
leonard,mya,-0.206,0.0304,-0.206,0.0304
leonard,parmalee,-0.0069,0.1858,-0.0069,0.1858
leonard,speedster,-0.1138,0,-0.1138,0
leonard,streblick,0.1058,0.1639,0.1058,0.1639
leonard,tequila,-0.2202,0,-0.2202,0
leonard,thecount,0.0459,0.0371,0.0459,0.0371
leonard,vampirella,0.0977,0,0.0977,0
leonard,veronica,0.0414,0.0275,0.0414,0.0275
leonard,vlad,0.1516,0.1488,0.1516,0.1488
veronica,artimis,-0.3762,0.0472,-0.3762,0.0472
veronica,barnabus,-0.3374,0,-0.3374,0
veronica,bat1,-0.0099,0.1814,-0.0099,0.1814
veronica,bat2,-0.5011,0,-0.5011,0
veronica,bat3,-0.315,0,-0.315,0
veronica,bat4,-0.4117,0,-0.4117,0
veronica,bat5,-0.2762,0.0268,-0.2762,0.0268
veronica,bat6,-0.1862,0.0123,-0.1862,0.0123
veronica,bat7,-0.4172,0,-0.4172,0
veronica,bella,-0.2952,0,-0.2952,0
veronica,cerce,-0.1817,0,-0.1817,0
veronica,cerceson,0.1837,0.2869,0.1837,0.2869
veronica,countess,0.3005,0.4081,0.3005,0.4081
veronica,desi,-0.4982,0.062,-0.4982,0.062
veronica,edward,-0.3289,0,-0.3289,0
veronica,flapper,-0.0468,0,-0.0468,0
veronica,fuschia,0.0485,0.2939,0.0485,0.2939
veronica,gelfling,0.3756,0.6308,0.3756,0.6308
veronica,gomez,-0.2483,0.0675,-0.2483,0.0675
veronica,gremlin,0.0542,0.1818,0.0542,0.1818
veronica,helsing,-0.0316,0.0897,-0.0316,0.0897
veronica,houdini,-0.2055,0.1058,-0.2055,0.1058
veronica,lily,-0.1293,0,-0.1293,0
veronica,lilyson,-0.0446,0,-0.0446,0
veronica,lucy,0.0792,0.2752,0.0792,0.2752
veronica,lucyson,0.3057,0.3732,0.3057,0.3732
veronica,marce,0.0326,0.0761,0.0326,0.0761
veronica,maribelo,-0.0749,0.1171,-0.0749,0.1171
veronica,mina,-0.1936,0.1137,-0.1936,0.1137
veronica,mya,-0.545,0,-0.545,0
veronica,parmalee,0.0088,0,0.0088,0
veronica,pixus,0.3684,0.4441,0.3684,0.4441
veronica,sheldon,0.356,0.4356,0.356,0.4356
veronica,snow,0.1943,0.303,0.1943,0.303
veronica,sonofzaria,0.0452,0.2562,0.0452,0.2562
veronica,speedster,-0.1231,0,-0.1231,0
veronica,streblick,-0.074,0,-0.074,0
veronica,tequila,-0.691,0,-0.691,0
veronica,thecount,0.3907,0.5518,0.3907,0.5518
veronica,vampirella,0.1206,0.0669,0.1206,0.0669
veronica,leonard,0.0414,0.0275,0.0414,0.0275
veronica,vlad,-0.0915,0.1778,-0.0915,0.1778
veronica,whimsey,0.5083,0.5317,0.5083,0.5317
veronica,zaria,0.1677,0.3026,0.1677,0.3026
veronica,zarison,0.2871,0.5898,0.2871,0.5898
vlad,artimis,0.0312,0.1487,0.0312,0.1487
vlad,barnabus,-0.1342,0.0519,-0.1342,0.0519
vlad,bat1,0.1,0.1083,0.1,0.1083
vlad,bat2,-0.3532,0.049,-0.3532,0.049
vlad,bat3,-0.2301,0.0181,-0.2301,0.0181
vlad,bat4,-0.3604,0,-0.3604,0
vlad,bat5,-0.1791,0.0792,-0.1791,0.0792
vlad,bat6,-0.0919,0.0904,-0.0919,0.0904
vlad,bat7,-0.2415,0,-0.2415,0
vlad,bella,-0.1008,0,-0.1008,0
vlad,cerce,0.0935,0.1112,0.0935,0.1112
vlad,cerceson,0.0132,0.1171,0.0132,0.1171
vlad,countess,-0.0335,0.1117,-0.0335,0.1117
vlad,desi,-0.3538,0.0516,-0.3538,0.0516
vlad,edward,-0.5025,0,-0.5025,0
vlad,flapper,-0.002,0.0792,-0.002,0.0792
vlad,fuschia,0.1279,0.1954,0.1279,0.1954
vlad,gelfling,0.2161,0.221,0.2161,0.221
vlad,gomez,-0.3846,0,-0.3846,0
vlad,gremlin,0.3461,0.4058,0.3461,0.4058
vlad,helsing,-0.1805,0,-0.1805,0
vlad,houdini,0.3384,0.4927,0.3384,0.4927
vlad,lily,-0.0258,0,-0.0258,0
vlad,lilyson,0.2885,0.3632,0.2885,0.3632
vlad,lucy,-0.05,0.0749,-0.05,0.0749
vlad,lucyson,-0.4177,0,-0.4177,0
vlad,marce,-0.1357,0,-0.1357,0
vlad,maribelo,-0.1214,0.1376,-0.1214,0.1376
vlad,mina,0.5271,0.5623,0.5271,0.5623
vlad,mya,-0.2485,0.1396,-0.2485,0.1396
vlad,parmalee,-0.1216,0.0001,-0.1216,0.0001
vlad,pixus,-0.2802,0,-0.2802,0
vlad,sheldon,-0.1163,0,-0.1163,0
vlad,snow,-0.1379,0,-0.1379,0
vlad,sonofzaria,-0.2475,0.0824,-0.2475,0.0824
vlad,speedster,0.0066,0.0391,0.0066,0.0391
vlad,streblick,-0.0074,0.0686,-0.0074,0.0686
vlad,tequila,-0.5748,0,-0.5748,0
vlad,thecount,-0.3811,0,-0.3811,0
vlad,vampirella,0.0039,0,0.0039,0
vlad,leonard,0.1516,0.1488,0.1516,0.1488
vlad,veronica,-0.0915,0.1778,-0.0915,0.1778
vlad,whimsey,-0.1221,0.0228,-0.1221,0.0228
vlad,zaria,-0.2599,0,-0.2599,0
vlad,zarison,0.122,0.14,0.122,0.14
whimsey,artimis,-0.194,0.0012,-0.194,0.0012
whimsey,barnabus,-0.2087,0,-0.2087,0
whimsey,bat1,-0.0353,0.182,-0.0353,0.182
whimsey,bat2,-0.4746,0,-0.4746,0
whimsey,bat3,-0.0039,0.1169,-0.0039,0.1169
whimsey,bat4,-0.366,0.0368,-0.366,0.0368
whimsey,bat5,-0.1479,0.1307,-0.1479,0.1307
whimsey,bat6,-0.015,0,-0.015,0
whimsey,bat7,-0.2192,0,-0.2192,0
whimsey,bella,-0.1443,0,-0.1443,0
whimsey,cerce,-0.0396,0,-0.0396,0
whimsey,cerceson,0.2255,0.1116,0.2255,0.1116
whimsey,countess,0.2398,0.3144,0.2398,0.3144
whimsey,desi,-0.3689,0.032,-0.3689,0.032
whimsey,edward,-0.2355,0,-0.2355,0
whimsey,flapper,0.0067,0.1459,0.0067,0.1459
whimsey,fuschia,-0.2565,0.0816,-0.2565,0.0816
whimsey,gelfling,0.0437,0.2243,0.0437,0.2243
whimsey,gomez,-0.1913,0.063,-0.1913,0.063
whimsey,gremlin,0.0079,0.2006,0.0079,0.2006
whimsey,helsing,0.0017,0,0.0017,0
whimsey,houdini,-0.0616,0.1165,-0.0616,0.1165
whimsey,leonard,0.1845,0,0.1845,0
whimsey,lily,-0.0903,0,-0.0903,0
whimsey,lilyson,-0.0909,0,-0.0909,0
whimsey,lucy,0.1213,0.1,0.1213,0.1
whimsey,lucyson,0.4461,0.5776,0.4461,0.5776
whimsey,marce,0.1399,0.2836,0.1399,0.2836
whimsey,maribelo,0.0129,0.1278,0.0129,0.1278
whimsey,mina,-0.103,0,-0.103,0
whimsey,mya,-0.1902,0.245,-0.1902,0.245
whimsey,parmalee,-0.1416,0.1458,-0.1416,0.1458
whimsey,pixus,0.321,0.2154,0.321,0.2154
whimsey,sheldon,0.5536,0.5442,0.5536,0.5442
whimsey,snow,0.1557,0.2575,0.1557,0.2575
whimsey,sonofzaria,-0.0523,0.0733,-0.0523,0.0733
whimsey,speedster,-0.2904,0,-0.2904,0
whimsey,streblick,0.2081,0.0504,0.2081,0.0504
whimsey,tequila,-0.4205,0.007,-0.4205,0.007
whimsey,thecount,0.572,0.638,0.572,0.638
whimsey,vampirella,0.2843,0.2495,0.5,0.5
whimsey,veronica,0.5083,0.5317,0.5083,0.5317
whimsey,vlad,-0.1221,0.0228,-0.1221,0.0228
whimsey,zaria,0.4493,0.5642,0.4493,0.5642
whimsey,zarison,-0.0539,0,-0.0539,0
zaria,artimis,-0.0077,0,-0.0077,0
zaria,barnabus,-0.1571,0.0104,-0.1571,0.0104
zaria,bat1,0.0767,0.0059,0.0767,0.0059
zaria,bat2,-0.2023,0.0488,-0.2023,0.0488
zaria,bat3,0.0818,0.0228,0.0818,0.0228
zaria,bat4,-0.0147,0.1041,-0.0147,0.1041
zaria,bat5,-0.2498,0,-0.2498,0
zaria,bat6,0.0416,0,0.0416,0
zaria,bat7,0.1321,0,0.1321,0
zaria,bella,0.327,0.0759,0.327,0.0759
zaria,cerce,0.1274,0,0.1274,0
zaria,cerceson,0.2402,0,0.2402,0
zaria,countess,-0.0858,0,-0.0858,0
zaria,desi,-0.1745,0.0986,-0.1745,0.0986
zaria,edward,-0.0234,0.0056,-0.0234,0.0056
zaria,flapper,0.0737,0,0.0737,0
zaria,fuschia,0.0257,0.0273,0.0257,0.0273
zaria,gelfling,0.0042,0,0.0042,0
zaria,gomez,-0.0741,0.096,-0.0741,0.096
zaria,gremlin,0.2219,0.2343,0.2219,0.2343
zaria,helsing,0.0751,0,0.0751,0
zaria,houdini,-0.2326,0,-0.2326,0
zaria,leonard,0.0866,0,0.0866,0
zaria,lily,0.2014,0,0.2014,0
zaria,lilyson,0.1427,0.1231,0.1427,0.1231
zaria,lucy,0.3014,0.2502,0.5,0.5
zaria,lucyson,0.5902,0.7151,0.5,0.5
zaria,marce,0.2585,0.2284,0.2585,0.2284
zaria,maribelo,-0.1768,0,0.25,0.25
zaria,mina,-0.2056,0,-0.2056,0
zaria,mya,-0.3777,0.0479,-0.3777,0.0479
zaria,parmalee,-0.0092,0.02,-0.0092,0.02
zaria,pixus,0.4318,0.3924,0.4318,0.3924
zaria,sheldon,0.4994,0.1871,0.4994,0.1871
zaria,snow,-0.1378,0,-0.1378,0
zaria,sonofzaria,0.0841,0.383,0.5,0.5
zaria,speedster,0.0851,0,0.0851,0
zaria,streblick,0.0835,0.0276,0.0835,0.0276
zaria,tequila,-0.1726,0.086,-0.1726,0.086
zaria,thecount,0.4394,0.5893,0.4394,0.5893
zaria,vampirella,0.4708,0.2634,0.4708,0.2634
zaria,veronica,0.1677,0.3026,0.1677,0.3026
zaria,vlad,-0.2599,0,-0.2599,0
zaria,whimsey,0.4493,0.5642,0.4493,0.5642
zaria,zarison,0.219,0.4964,0.5,0.5
zarison,artimis,0.187,0.1613,0.187,0.1613
zarison,barnabus,0.0607,0,0.0607,0
zarison,bat1,-0.1286,0.0502,-0.1286,0.0502
zarison,bat2,-0.4428,0,-0.4428,0
zarison,bat3,-0.4167,0,-0.4167,0
zarison,bat4,-0.2279,0,-0.2279,0
zarison,bat5,-0.4904,0,-0.4904,0
zarison,bat6,-0.3772,0,-0.3772,0
zarison,bat7,-0.1379,0.0047,-0.1379,0.0047
zarison,bella,0.094,0.1021,0.094,0.1021
zarison,cerce,0.1738,0,0.1738,0
zarison,cerceson,0.2343,0.4401,0.2343,0.4401
zarison,countess,-0.1413,0,-0.1413,0
zarison,desi,-0.2329,0.0233,-0.2329,0.0233
zarison,edward,-0.3441,0,-0.3441,0
zarison,flapper,-0.1666,0.1399,-0.1666,0.1399
zarison,fuschia,0.3131,0.4037,0.3131,0.4037
zarison,gelfling,0.4493,0.5668,0.4493,0.5668
zarison,gomez,-0.1842,0,-0.1842,0
zarison,gremlin,0.5369,0.8145,0.5369,0.8145
zarison,helsing,0.2909,0.3642,0.2909,0.3642
zarison,houdini,-0.0509,0.0766,-0.0509,0.0766
zarison,leonard,-0.0691,0.0067,-0.0691,0.0067
zarison,lily,0.3673,0.4106,0.3673,0.4106
zarison,lilyson,0.5188,0.7362,0.5188,0.7362
zarison,lucy,-0.1013,0.1341,0.25,0.25
zarison,lucyson,0.1935,0.2268,0.25,0.25
zarison,marce,0.2074,0.3085,0.2074,0.3085
zarison,maribelo,-0.6496,0,0.125,0.125
zarison,mina,-0.1007,0,-0.1007,0
zarison,mya,-0.3096,0,-0.3096,0
zarison,parmalee,0.0999,0.2352,0.0999,0.2352
zarison,pixus,0.0646,0.5422,0.0646,0.5422
zarison,sheldon,0.3515,0.2051,0.3515,0.2051
zarison,snow,-0.0649,0,-0.0649,0
zarison,sonofzaria,-0.0306,0.1769,0.25,0.25
zarison,speedster,0.1947,0.3741,0.1947,0.3741
zarison,streblick,0.0679,0.3334,0.0679,0.3334
zarison,tequila,-0.2921,0.0135,-0.2921,0.0135
zarison,thecount,0.3169,0.3831,0.3169,0.3831
zarison,vampirella,0.3084,0.4455,0.3084,0.4455
zarison,veronica,0.2871,0.5898,0.2871,0.5898
zarison,vlad,0.122,0.14,0.122,0.14
zarison,whimsey,-0.0539,0,-0.0539,0
zarison,zaria,0.219,0.4964,0.5,0.5
