"","date","trial","donor","receiver","donation.sec","observation.sec"
"3113","2012.01.09",42,"cerce","lucy",0,7200
"3114","2012.01.09",42,"countess","lucy",47,7200
"3115","2012.01.09",42,"desi","lucy",0,7200
"3116","2012.01.09",42,"edward","lucy",0,7200
"3117","2012.01.09",42,"flapper","lucy",0,7200
"3118","2012.01.09",42,"fuschia","lucy",0,7200
"3119","2012.01.09",42,"gelfling","lucy",0,7200
"3120","2012.01.09",42,"gomez","lucy",0,7200
"3121","2012.01.09",42,"helsing","lucy",0,7200
"3122","2012.01.09",42,"lily","lucy",489,7200
"3123","2012.01.09",42,"maribelo","lucy",0,7200
"3124","2012.01.09",42,"mina","lucy",1306,7200
"3125","2012.01.09",42,"mya","lucy",1173,7200
"3126","2012.01.09",42,"speedster","lucy",0,7200
"3127","2012.01.09",42,"streblick","lucy",0,7200
"3128","2012.01.09",42,"tequila","lucy",0,7200
"3129","2012.01.09",42,"thecount","lucy",0,7200
"3130","2012.01.09",42,"veronica","lucy",66,7200
"3131","2012.01.09",42,"vlad","lucy",0,7200
"3132","2012.01.09",42,"artimis","lucy",0,7200
"3133","2012.01.09",42,"barnabus","lucy",0,7200
"3134","2012.01.09",42,"bella","lucy",144,7200
"3135","2012.01.09",42,"cerce","lucy",0,7200
"3136","2012.01.09",42,"countess","lucy",47,7200
"3137","2012.01.09",42,"desi","lucy",0,7200
"3138","2012.01.09",42,"edward","lucy",0,7200
"3139","2012.01.09",42,"flapper","lucy",0,7200
"3140","2012.01.09",42,"fuschia","lucy",0,7200
"3141","2012.01.09",42,"gelfling","lucy",0,7200
"3142","2012.01.09",42,"gomez","lucy",0,7200
"3143","2012.01.09",42,"helsing","lucy",0,7200
"3144","2012.01.09",42,"lily","lucy",489,7200
"3145","2012.01.09",42,"maribelo","lucy",0,7200
"3146","2012.01.09",42,"mina","lucy",1306,7200
"3147","2012.01.09",42,"mya","lucy",1173,7200
"3148","2012.01.09",42,"speedster","lucy",0,7200
"3149","2012.01.09",42,"streblick","lucy",0,7200
"3150","2012.01.09",42,"tequila","lucy",0,7200
"3151","2012.01.09",42,"thecount","lucy",0,7200
"3152","2012.01.09",42,"veronica","lucy",66,7200
"3153","2012.01.09",42,"vlad","lucy",0,7200
"3154","2012.01.12",43,"artimis","countess",0,7200
"3155","2012.01.12",43,"barnabus","countess",0,7200
"3156","2012.01.12",43,"bella","countess",0,7200
"3157","2012.01.12",43,"cerce","countess",0,7200
"3158","2012.01.12",43,"desi","countess",0,7200
"3159","2012.01.12",43,"edward","countess",0,7200
"3160","2012.01.12",43,"flapper","countess",203,7200
"3161","2012.01.12",43,"fuschia","countess",0,7200
"3162","2012.01.12",43,"gelfling","countess",0,7200
"3163","2012.01.12",43,"gomez","countess",0,7200
"3164","2012.01.12",43,"helsing","countess",0,7200
"3165","2012.01.12",43,"lily","countess",162,7200
"3166","2012.01.12",43,"lucy","countess",111,7200
"3167","2012.01.12",43,"maribelo","countess",0,7200
"3168","2012.01.12",43,"mina","countess",401,7200
"3169","2012.01.12",43,"mya","countess",0,7200
"3170","2012.01.12",43,"speedster","countess",0,7200
"3171","2012.01.12",43,"streblick","countess",0,7200
"3172","2012.01.12",43,"tequila","countess",0,7200
"3173","2012.01.12",43,"thecount","countess",546,7200
"3174","2012.01.12",43,"veronica","countess",682,7200
"3175","2012.01.12",43,"vlad","countess",0,7200
"3176","2012.01.12",43,"artimis","countess",0,7200
"3177","2012.01.12",43,"barnabus","countess",0,7200
"3178","2012.01.12",43,"bella","countess",0,7200
"3179","2012.01.12",43,"cerce","countess",0,7200
"3180","2012.01.12",43,"desi","countess",0,7200
"3181","2012.01.12",43,"edward","countess",0,7200
"3182","2012.01.12",43,"flapper","countess",203,7200
"3183","2012.01.12",43,"fuschia","countess",0,7200
"3184","2012.01.12",43,"gelfling","countess",0,7200
"3185","2012.01.12",43,"gomez","countess",0,7200
"3186","2012.01.12",43,"helsing","countess",0,7200
"3187","2012.01.12",43,"lily","countess",162,7200
"3188","2012.01.12",43,"lucy","countess",111,7200
"3189","2012.01.12",43,"maribelo","countess",0,7200
"3190","2012.01.12",43,"mina","countess",401,7200
"3191","2012.01.12",43,"mya","countess",0,7200
"3192","2012.01.12",43,"speedster","countess",0,7200
"3193","2012.01.12",43,"streblick","countess",0,7200
"3194","2012.01.12",43,"tequila","countess",0,7200
"3195","2012.01.12",43,"thecount","countess",546,7200
"3196","2012.01.12",43,"veronica","countess",682,7200
"3197","2012.01.12",43,"vlad","countess",0,7200
"3198","2012.01.12",43,"artimis","countess",0,7200
"3199","2012.01.12",43,"barnabus","countess",0,7200
"3200","2012.01.12",43,"bella","countess",0,7200
"3201","2012.01.12",43,"cerce","countess",0,7200
"3202","2012.01.12",43,"desi","countess",0,7200
"3203","2012.01.12",43,"edward","countess",0,7200
"3204","2012.01.12",43,"flapper","countess",203,7200
"3205","2012.01.12",43,"fuschia","countess",0,7200
"3206","2012.01.12",43,"gelfling","countess",0,7200
"3207","2012.01.12",43,"gomez","countess",0,7200
"3208","2012.01.12",43,"helsing","countess",0,7200
"3209","2012.01.12",43,"lily","countess",162,7200
"3210","2012.01.12",43,"lucy","countess",111,7200
"3211","2012.01.12",43,"maribelo","countess",0,7200
"3212","2012.01.12",43,"mina","countess",401,7200
"3213","2012.01.12",43,"mya","countess",0,7200
"3214","2012.01.12",43,"speedster","countess",0,7200
"3215","2012.01.12",43,"streblick","countess",0,7200
"3216","2012.01.12",43,"tequila","countess",0,7200
"3217","2012.01.12",43,"thecount","countess",546,7200
"3218","2012.01.12",43,"veronica","countess",682,7200
"3219","2012.01.12",43,"vlad","countess",0,7200
"3220","2012.01.12",43,"artimis","countess",0,7200
"3221","2012.01.12",43,"barnabus","countess",0,7200
"3222","2012.01.12",43,"bella","countess",0,7200
"3223","2012.01.12",43,"cerce","countess",0,7200
"3224","2012.01.12",43,"desi","countess",0,7200
"3225","2012.01.12",43,"edward","countess",0,7200
"3226","2012.01.12",43,"flapper","countess",203,7200
"3227","2012.01.12",43,"fuschia","countess",0,7200
"3228","2012.01.12",43,"gelfling","countess",0,7200
"3229","2012.01.12",43,"gomez","countess",0,7200
"3230","2012.01.12",43,"helsing","countess",0,7200
"3231","2012.01.12",43,"lily","countess",162,7200
"3232","2012.01.12",43,"lucy","countess",111,7200
"3233","2012.01.12",43,"maribelo","countess",0,7200
"3234","2012.01.12",43,"mina","countess",401,7200
"3235","2012.01.12",43,"mya","countess",0,7200
"3236","2012.01.12",43,"speedster","countess",0,7200
"3237","2012.01.12",43,"streblick","countess",0,7200
"3238","2012.01.12",43,"tequila","countess",0,7200
"3239","2012.01.12",43,"thecount","countess",546,7200
"3240","2012.01.12",43,"veronica","countess",682,7200
"3241","2012.01.12",43,"vlad","countess",0,7200
"3242","2012.01.12",43,"artimis","countess",0,7200
"3243","2012.01.12",43,"barnabus","countess",0,7200
"3244","2012.01.12",43,"bella","countess",0,7200
"3245","2012.01.12",43,"cerce","countess",0,7200
"3246","2012.01.12",43,"desi","countess",0,7200
"3247","2012.01.12",43,"edward","countess",0,7200
"3248","2012.01.12",43,"flapper","countess",203,7200
"3249","2012.01.12",43,"fuschia","countess",0,7200
"3250","2012.01.12",43,"gelfling","countess",0,7200
"3251","2012.01.12",43,"gomez","countess",0,7200
"3252","2012.01.12",43,"helsing","countess",0,7200
"3253","2012.01.12",43,"lily","countess",162,7200
"3254","2012.01.12",43,"lucy","countess",111,7200
"3255","2012.01.12",43,"maribelo","countess",0,7200
"3256","2012.01.12",43,"mina","countess",401,7200
"3257","2012.01.12",43,"mya","countess",0,7200
"3258","2012.01.12",43,"speedster","countess",0,7200
"3259","2012.01.12",43,"streblick","countess",0,7200
"3260","2012.01.12",43,"tequila","countess",0,7200
"3261","2012.01.12",43,"thecount","countess",546,7200
"3262","2012.01.12",43,"veronica","countess",682,7200
"3263","2012.01.12",43,"vlad","countess",0,7200
"3264","2012.01.12",43,"artimis","countess",0,7200
"3265","2012.01.12",43,"barnabus","countess",0,7200
"3266","2012.01.12",43,"bella","countess",0,7200
"3267","2012.01.12",43,"cerce","countess",0,7200
"3268","2012.01.12",43,"desi","countess",0,7200
"3269","2012.01.12",43,"edward","countess",0,7200
"3270","2012.01.12",43,"flapper","countess",203,7200
"3271","2012.01.12",43,"fuschia","countess",0,7200
"3272","2012.01.12",43,"gelfling","countess",0,7200
"3273","2012.01.12",43,"gomez","countess",0,7200
"3274","2012.01.12",43,"helsing","countess",0,7200
"3275","2012.01.12",43,"lily","countess",162,7200
"3276","2012.01.12",43,"lucy","countess",111,7200
"3277","2012.01.12",43,"maribelo","countess",0,7200
"3278","2012.01.12",43,"mina","countess",401,7200
"3279","2012.01.12",43,"mya","countess",0,7200
"3280","2012.01.12",43,"speedster","countess",0,7200
"3281","2012.01.12",43,"streblick","countess",0,7200
"3282","2012.01.12",43,"tequila","countess",0,7200
"3283","2012.01.12",43,"thecount","countess",546,7200
"3284","2012.01.12",43,"veronica","countess",682,7200
"3285","2012.01.12",43,"vlad","countess",0,7200
"3286","2012.01.13",44,"artimis","lily",0,7200
"3287","2012.01.13",44,"barnabus","lily",0,7200
"3288","2012.01.13",44,"bella","lily",1108,7200
"3289","2012.01.13",44,"cerce","lily",0,7200
"3290","2012.01.13",44,"countess","lily",0,7200
"3291","2012.01.13",44,"desi","lily",0,7200
"3292","2012.01.13",44,"edward","lily",0,7200
"3293","2012.01.13",44,"flapper","lily",0,7200
"3294","2012.01.13",44,"fuschia","lily",0,7200
"3295","2012.01.13",44,"gelfling","lily",0,7200
"3296","2012.01.13",44,"gomez","lily",0,7200
"3297","2012.01.13",44,"helsing","lily",0,7200
"3298","2012.01.13",44,"lucy","lily",0,7200
"3299","2012.01.13",44,"maribelo","lily",0,7200
"3300","2012.01.13",44,"mina","lily",0,7200
"3301","2012.01.13",44,"mya","lily",0,7200
"3302","2012.01.13",44,"speedster","lily",0,7200
"3303","2012.01.13",44,"streblick","lily",0,7200
"3304","2012.01.13",44,"tequila","lily",0,7200
"3305","2012.01.13",44,"thecount","lily",0,7200
"3306","2012.01.13",44,"veronica","lily",0,7200
"3307","2012.01.13",44,"vlad","lily",0,7200
"3308","2012.01.14",45,"artimis","cerce",0,7200
"3309","2012.01.14",45,"barnabus","cerce",0,7200
"3310","2012.01.14",45,"bella","cerce",292,7200
"3311","2012.01.14",45,"countess","cerce",0,7200
"3312","2012.01.14",45,"desi","cerce",0,7200
"3313","2012.01.14",45,"edward","cerce",0,7200
"3314","2012.01.14",45,"flapper","cerce",0,7200
"3315","2012.01.14",45,"fuschia","cerce",0,7200
"3316","2012.01.14",45,"gelfling","cerce",0,7200
"3317","2012.01.14",45,"gomez","cerce",0,7200
"3318","2012.01.14",45,"helsing","cerce",0,7200
"3319","2012.01.14",45,"lily","cerce",0,7200
"3320","2012.01.14",45,"lucy","cerce",0,7200
"3321","2012.01.14",45,"maribelo","cerce",0,7200
"3322","2012.01.14",45,"mina","cerce",814,7200
"3323","2012.01.14",45,"mya","cerce",0,7200
"3324","2012.01.14",45,"speedster","cerce",463,7200
"3325","2012.01.14",45,"streblick","cerce",0,7200
"3326","2012.01.14",45,"tequila","cerce",0,7200
"3327","2012.01.14",45,"thecount","cerce",574,7200
"3328","2012.01.14",45,"veronica","cerce",137,7200
"3329","2012.01.14",45,"vlad","cerce",0,7200
"3330","2012.01.14",45,"artimis","cerce",0,7200
"3331","2012.01.14",45,"barnabus","cerce",0,7200
"3332","2012.01.14",45,"bella","cerce",292,7200
"3333","2012.01.14",45,"countess","cerce",0,7200
"3334","2012.01.14",45,"desi","cerce",0,7200
"3335","2012.01.14",45,"edward","cerce",0,7200
"3336","2012.01.14",45,"flapper","cerce",0,7200
"3337","2012.01.14",45,"fuschia","cerce",0,7200
"3338","2012.01.14",45,"gelfling","cerce",0,7200
"3339","2012.01.14",45,"gomez","cerce",0,7200
"3340","2012.01.14",45,"helsing","cerce",0,7200
"3341","2012.01.14",45,"lily","cerce",0,7200
"3342","2012.01.14",45,"lucy","cerce",0,7200
"3343","2012.01.14",45,"maribelo","cerce",0,7200
"3344","2012.01.14",45,"mina","cerce",814,7200
"3345","2012.01.14",45,"mya","cerce",0,7200
"3346","2012.01.14",45,"speedster","cerce",463,7200
"3347","2012.01.14",45,"streblick","cerce",0,7200
"3348","2012.01.14",45,"tequila","cerce",0,7200
"3349","2012.01.14",45,"thecount","cerce",574,7200
"3350","2012.01.14",45,"veronica","cerce",137,7200
"3351","2012.01.14",45,"vlad","cerce",0,7200
"3352","2012.01.14",45,"artimis","cerce",0,7200
"3353","2012.01.14",45,"barnabus","cerce",0,7200
"3354","2012.01.14",45,"bella","cerce",292,7200
"3355","2012.01.14",45,"countess","cerce",0,7200
"3356","2012.01.14",45,"desi","cerce",0,7200
"3357","2012.01.14",45,"edward","cerce",0,7200
"3358","2012.01.14",45,"flapper","cerce",0,7200
"3359","2012.01.14",45,"fuschia","cerce",0,7200
"3360","2012.01.14",45,"gelfling","cerce",0,7200
"3361","2012.01.14",45,"gomez","cerce",0,7200
"3362","2012.01.14",45,"helsing","cerce",0,7200
"3363","2012.01.14",45,"lily","cerce",0,7200
"3364","2012.01.14",45,"lucy","cerce",0,7200
"3365","2012.01.14",45,"maribelo","cerce",0,7200
"3366","2012.01.14",45,"mina","cerce",814,7200
"3367","2012.01.14",45,"mya","cerce",0,7200
"3368","2012.01.14",45,"speedster","cerce",463,7200
"3369","2012.01.14",45,"streblick","cerce",0,7200
"3370","2012.01.14",45,"tequila","cerce",0,7200
"3371","2012.01.14",45,"thecount","cerce",574,7200
"3372","2012.01.14",45,"veronica","cerce",137,7200
"3373","2012.01.14",45,"vlad","cerce",0,7200
"3374","2012.01.14",45,"artimis","cerce",0,7200
"3375","2012.01.14",45,"barnabus","cerce",0,7200
"3376","2012.01.14",45,"bella","cerce",292,7200
"3377","2012.01.14",45,"countess","cerce",0,7200
"3378","2012.01.14",45,"desi","cerce",0,7200
"3379","2012.01.14",45,"edward","cerce",0,7200
"3380","2012.01.14",45,"flapper","cerce",0,7200
"3381","2012.01.14",45,"fuschia","cerce",0,7200
"3382","2012.01.14",45,"gelfling","cerce",0,7200
"3383","2012.01.14",45,"gomez","cerce",0,7200
"3384","2012.01.14",45,"helsing","cerce",0,7200
"3385","2012.01.14",45,"lily","cerce",0,7200
"3386","2012.01.14",45,"lucy","cerce",0,7200
"3387","2012.01.14",45,"maribelo","cerce",0,7200
"3388","2012.01.14",45,"mina","cerce",814,7200
"3389","2012.01.14",45,"mya","cerce",0,7200
"3390","2012.01.14",45,"speedster","cerce",463,7200
"3391","2012.01.14",45,"streblick","cerce",0,7200
"3392","2012.01.14",45,"tequila","cerce",0,7200
"3393","2012.01.14",45,"thecount","cerce",574,7200
"3394","2012.01.14",45,"veronica","cerce",137,7200
"3395","2012.01.14",45,"vlad","cerce",0,7200
"3396","2012.01.14",45,"artimis","cerce",0,7200
"3397","2012.01.14",45,"barnabus","cerce",0,7200
"3398","2012.01.14",45,"bella","cerce",292,7200
"3399","2012.01.14",45,"countess","cerce",0,7200
"3400","2012.01.14",45,"desi","cerce",0,7200
"3401","2012.01.14",45,"edward","cerce",0,7200
"3402","2012.01.14",45,"flapper","cerce",0,7200
"3403","2012.01.14",45,"fuschia","cerce",0,7200
"3404","2012.01.14",45,"gelfling","cerce",0,7200
"3405","2012.01.14",45,"gomez","cerce",0,7200
"3406","2012.01.14",45,"helsing","cerce",0,7200
"3407","2012.01.14",45,"lily","cerce",0,7200
"3408","2012.01.14",45,"lucy","cerce",0,7200
"3409","2012.01.14",45,"maribelo","cerce",0,7200
"3410","2012.01.14",45,"mina","cerce",814,7200
"3411","2012.01.14",45,"mya","cerce",0,7200
"3412","2012.01.14",45,"speedster","cerce",463,7200
"3413","2012.01.14",45,"streblick","cerce",0,7200
"3414","2012.01.14",45,"tequila","cerce",0,7200
"3415","2012.01.14",45,"thecount","cerce",574,7200
"3416","2012.01.14",45,"veronica","cerce",137,7200
"3417","2012.01.14",45,"vlad","cerce",0,7200
"3418","2012.01.15",46,"artimis","mina",0,7200
"3419","2012.01.15",46,"barnabus","mina",0,7200
"3420","2012.01.15",46,"bella","mina",0,7200
"3421","2012.01.15",46,"cerce","mina",0,7200
"3422","2012.01.15",46,"countess","mina",0,7200
"3423","2012.01.15",46,"desi","mina",0,7200
"3424","2012.01.15",46,"edward","mina",0,7200
"3425","2012.01.15",46,"flapper","mina",0,7200
"3426","2012.01.15",46,"fuschia","mina",0,7200
"3427","2012.01.15",46,"gelfling","mina",0,7200
"3428","2012.01.15",46,"gomez","mina",0,7200
"3429","2012.01.15",46,"helsing","mina",0,7200
"3430","2012.01.15",46,"lily","mina",211,7200
"3431","2012.01.15",46,"lucy","mina",145,7200
"3432","2012.01.15",46,"maribelo","mina",0,7200
"3433","2012.01.15",46,"mya","mina",0,7200
"3434","2012.01.15",46,"speedster","mina",57,7200
"3435","2012.01.15",46,"streblick","mina",0,7200
"3436","2012.01.15",46,"tequila","mina",0,7200
"3437","2012.01.15",46,"thecount","mina",179,7200
"3438","2012.01.15",46,"veronica","mina",256,7200
"3439","2012.01.15",46,"vlad","mina",0,7200
"3440","2012.01.15",46,"artimis","mina",0,7200
"3441","2012.01.15",46,"barnabus","mina",0,7200
"3442","2012.01.15",46,"bella","mina",0,7200
"3443","2012.01.15",46,"cerce","mina",0,7200
"3444","2012.01.15",46,"countess","mina",0,7200
"3445","2012.01.15",46,"desi","mina",0,7200
"3446","2012.01.15",46,"edward","mina",0,7200
"3447","2012.01.15",46,"flapper","mina",0,7200
"3448","2012.01.15",46,"fuschia","mina",0,7200
"3449","2012.01.15",46,"gelfling","mina",0,7200
"3450","2012.01.15",46,"gomez","mina",0,7200
"3451","2012.01.15",46,"helsing","mina",0,7200
"3452","2012.01.15",46,"lily","mina",211,7200
"3453","2012.01.15",46,"lucy","mina",145,7200
"3454","2012.01.15",46,"maribelo","mina",0,7200
"3455","2012.01.15",46,"mya","mina",0,7200
"3456","2012.01.15",46,"speedster","mina",57,7200
"3457","2012.01.15",46,"streblick","mina",0,7200
"3458","2012.01.15",46,"tequila","mina",0,7200
"3459","2012.01.15",46,"thecount","mina",179,7200
"3460","2012.01.15",46,"veronica","mina",256,7200
"3461","2012.01.15",46,"vlad","mina",0,7200
"3462","2012.01.15",46,"artimis","mina",0,7200
"3463","2012.01.15",46,"barnabus","mina",0,7200
"3464","2012.01.15",46,"bella","mina",0,7200
"3465","2012.01.15",46,"cerce","mina",0,7200
"3466","2012.01.15",46,"countess","mina",0,7200
"3467","2012.01.15",46,"desi","mina",0,7200
"3468","2012.01.15",46,"edward","mina",0,7200
"3469","2012.01.15",46,"flapper","mina",0,7200
"3470","2012.01.15",46,"fuschia","mina",0,7200
"3471","2012.01.15",46,"gelfling","mina",0,7200
"3472","2012.01.15",46,"gomez","mina",0,7200
"3473","2012.01.15",46,"helsing","mina",0,7200
"3474","2012.01.15",46,"lily","mina",211,7200
"3475","2012.01.15",46,"lucy","mina",145,7200
"3476","2012.01.15",46,"maribelo","mina",0,7200
"3477","2012.01.15",46,"mya","mina",0,7200
"3478","2012.01.15",46,"speedster","mina",57,7200
"3479","2012.01.15",46,"streblick","mina",0,7200
"3480","2012.01.15",46,"tequila","mina",0,7200
"3481","2012.01.15",46,"thecount","mina",179,7200
"3482","2012.01.15",46,"veronica","mina",256,7200
"3483","2012.01.15",46,"vlad","mina",0,7200
"3484","2012.01.15",46,"artimis","mina",0,7200
"3485","2012.01.15",46,"barnabus","mina",0,7200
"3486","2012.01.15",46,"bella","mina",0,7200
"3487","2012.01.15",46,"cerce","mina",0,7200
"3488","2012.01.15",46,"countess","mina",0,7200
"3489","2012.01.15",46,"desi","mina",0,7200
"3490","2012.01.15",46,"edward","mina",0,7200
"3491","2012.01.15",46,"flapper","mina",0,7200
"3492","2012.01.15",46,"fuschia","mina",0,7200
"3493","2012.01.15",46,"gelfling","mina",0,7200
"3494","2012.01.15",46,"gomez","mina",0,7200
"3495","2012.01.15",46,"helsing","mina",0,7200
"3496","2012.01.15",46,"lily","mina",211,7200
"3497","2012.01.15",46,"lucy","mina",145,7200
"3498","2012.01.15",46,"maribelo","mina",0,7200
"3499","2012.01.15",46,"mya","mina",0,7200
"3500","2012.01.15",46,"speedster","mina",57,7200
"3501","2012.01.15",46,"streblick","mina",0,7200
"3502","2012.01.15",46,"tequila","mina",0,7200
"3503","2012.01.15",46,"thecount","mina",179,7200
"3504","2012.01.15",46,"veronica","mina",256,7200
"3505","2012.01.15",46,"vlad","mina",0,7200
"3506","2012.01.15",46,"artimis","mina",0,7200
"3507","2012.01.15",46,"barnabus","mina",0,7200
"3508","2012.01.15",46,"bella","mina",0,7200
"3509","2012.01.15",46,"cerce","mina",0,7200
"3510","2012.01.15",46,"countess","mina",0,7200
"3511","2012.01.15",46,"desi","mina",0,7200
"3512","2012.01.15",46,"edward","mina",0,7200
"3513","2012.01.15",46,"flapper","mina",0,7200
"3514","2012.01.15",46,"fuschia","mina",0,7200
"3515","2012.01.15",46,"gelfling","mina",0,7200
"3516","2012.01.15",46,"gomez","mina",0,7200
"3517","2012.01.15",46,"helsing","mina",0,7200
"3518","2012.01.15",46,"lily","mina",211,7200
"3519","2012.01.15",46,"lucy","mina",145,7200
"3520","2012.01.15",46,"maribelo","mina",0,7200
"3521","2012.01.15",46,"mya","mina",0,7200
"3522","2012.01.15",46,"speedster","mina",57,7200
"3523","2012.01.15",46,"streblick","mina",0,7200
"3524","2012.01.15",46,"tequila","mina",0,7200
"3525","2012.01.15",46,"thecount","mina",179,7200
"3526","2012.01.15",46,"veronica","mina",256,7200
"3527","2012.01.15",46,"vlad","mina",0,7200
"3528","2012.01.16",47,"artimis","speedster",0,7200
"3529","2012.01.16",47,"barnabus","speedster",0,7200
"3530","2012.01.16",47,"bella","speedster",0,7200
"3531","2012.01.16",47,"cerce","speedster",518,7200
"3532","2012.01.16",47,"countess","speedster",22,7200
"3533","2012.01.16",47,"desi","speedster",0,7200
"3534","2012.01.16",47,"edward","speedster",0,7200
"3535","2012.01.16",47,"flapper","speedster",131,7200
"3536","2012.01.16",47,"fuschia","speedster",0,7200
"3537","2012.01.16",47,"gelfling","speedster",0,7200
"3538","2012.01.16",47,"gomez","speedster",0,7200
"3539","2012.01.16",47,"helsing","speedster",0,7200
"3540","2012.01.16",47,"lily","speedster",425,7200
"3541","2012.01.16",47,"lucy","speedster",94,7200
"3542","2012.01.16",47,"maribelo","speedster",0,7200
"3543","2012.01.16",47,"mina","speedster",39,7200
"3544","2012.01.16",47,"mya","speedster",191,7200
"3545","2012.01.16",47,"streblick","speedster",0,7200
"3546","2012.01.16",47,"tequila","speedster",0,7200
"3547","2012.01.16",47,"thecount","speedster",0,7200
"3548","2012.01.16",47,"veronica","speedster",14,7200
"3549","2012.01.16",47,"vlad","speedster",0,7200
"3550","2012.01.16",47,"artimis","speedster",0,7200
"3551","2012.01.16",47,"barnabus","speedster",0,7200
"3552","2012.01.16",47,"bella","speedster",0,7200
"3553","2012.01.16",47,"cerce","speedster",518,7200
"3554","2012.01.16",47,"countess","speedster",22,7200
"3555","2012.01.16",47,"desi","speedster",0,7200
"3556","2012.01.16",47,"edward","speedster",0,7200
"3557","2012.01.16",47,"flapper","speedster",131,7200
"3558","2012.01.16",47,"fuschia","speedster",0,7200
"3559","2012.01.16",47,"gelfling","speedster",0,7200
"3560","2012.01.16",47,"gomez","speedster",0,7200
"3561","2012.01.16",47,"helsing","speedster",0,7200
"3562","2012.01.16",47,"lily","speedster",425,7200
"3563","2012.01.16",47,"lucy","speedster",94,7200
"3564","2012.01.16",47,"maribelo","speedster",0,7200
"3565","2012.01.16",47,"mina","speedster",39,7200
"3566","2012.01.16",47,"mya","speedster",191,7200
"3567","2012.01.16",47,"streblick","speedster",0,7200
"3568","2012.01.16",47,"tequila","speedster",0,7200
"3569","2012.01.16",47,"thecount","speedster",0,7200
"3570","2012.01.16",47,"veronica","speedster",14,7200
"3571","2012.01.16",47,"vlad","speedster",0,7200
"3572","2012.01.16",47,"artimis","speedster",0,7200
"3573","2012.01.16",47,"barnabus","speedster",0,7200
"3574","2012.01.16",47,"bella","speedster",0,7200
"3575","2012.01.16",47,"cerce","speedster",518,7200
"3576","2012.01.16",47,"countess","speedster",22,7200
"3577","2012.01.16",47,"desi","speedster",0,7200
"3578","2012.01.16",47,"edward","speedster",0,7200
"3579","2012.01.16",47,"flapper","speedster",131,7200
"3580","2012.01.16",47,"fuschia","speedster",0,7200
"3581","2012.01.16",47,"gelfling","speedster",0,7200
"3582","2012.01.16",47,"gomez","speedster",0,7200
"3583","2012.01.16",47,"helsing","speedster",0,7200
"3584","2012.01.16",47,"lily","speedster",425,7200
"3585","2012.01.16",47,"lucy","speedster",94,7200
"3586","2012.01.16",47,"maribelo","speedster",0,7200
"3587","2012.01.16",47,"mina","speedster",39,7200
"3588","2012.01.16",47,"mya","speedster",191,7200
"3589","2012.01.16",47,"streblick","speedster",0,7200
"3590","2012.01.16",47,"tequila","speedster",0,7200
"3591","2012.01.16",47,"thecount","speedster",0,7200
"3592","2012.01.16",47,"veronica","speedster",14,7200
"3593","2012.01.16",47,"vlad","speedster",0,7200
"3594","2012.01.16",47,"artimis","speedster",0,7200
"3595","2012.01.16",47,"barnabus","speedster",0,7200
"3596","2012.01.16",47,"bella","speedster",0,7200
"3597","2012.01.16",47,"cerce","speedster",518,7200
"3598","2012.01.16",47,"countess","speedster",22,7200
"3599","2012.01.16",47,"desi","speedster",0,7200
"3600","2012.01.16",47,"edward","speedster",0,7200
"3601","2012.01.16",47,"flapper","speedster",131,7200
"3602","2012.01.16",47,"fuschia","speedster",0,7200
"3603","2012.01.16",47,"gelfling","speedster",0,7200
"3604","2012.01.16",47,"gomez","speedster",0,7200
"3605","2012.01.16",47,"helsing","speedster",0,7200
"3606","2012.01.16",47,"lily","speedster",425,7200
"3607","2012.01.16",47,"lucy","speedster",94,7200
"3608","2012.01.16",47,"maribelo","speedster",0,7200
"3609","2012.01.16",47,"mina","speedster",39,7200
"3610","2012.01.16",47,"mya","speedster",191,7200
"3611","2012.01.16",47,"streblick","speedster",0,7200
"3612","2012.01.16",47,"tequila","speedster",0,7200
"3613","2012.01.16",47,"thecount","speedster",0,7200
"3614","2012.01.16",47,"veronica","speedster",14,7200
"3615","2012.01.16",47,"vlad","speedster",0,7200
"3616","2012.01.16",47,"artimis","speedster",0,7200
"3617","2012.01.16",47,"barnabus","speedster",0,7200
"3618","2012.01.16",47,"bella","speedster",0,7200
"3619","2012.01.16",47,"cerce","speedster",518,7200
"3620","2012.01.16",47,"countess","speedster",22,7200
"3621","2012.01.16",47,"desi","speedster",0,7200
"3622","2012.01.16",47,"edward","speedster",0,7200
"3623","2012.01.16",47,"flapper","speedster",131,7200
"3624","2012.01.16",47,"fuschia","speedster",0,7200
"3625","2012.01.16",47,"gelfling","speedster",0,7200
"3626","2012.01.16",47,"gomez","speedster",0,7200
"3627","2012.01.16",47,"helsing","speedster",0,7200
"3628","2012.01.16",47,"lily","speedster",425,7200
"3629","2012.01.16",47,"lucy","speedster",94,7200
"3630","2012.01.16",47,"maribelo","speedster",0,7200
"3631","2012.01.16",47,"mina","speedster",39,7200
"3632","2012.01.16",47,"mya","speedster",191,7200
"3633","2012.01.16",47,"streblick","speedster",0,7200
"3634","2012.01.16",47,"tequila","speedster",0,7200
"3635","2012.01.16",47,"thecount","speedster",0,7200
"3636","2012.01.16",47,"veronica","speedster",14,7200
"3637","2012.01.16",47,"vlad","speedster",0,7200
"3638","2012.01.16",47,"artimis","speedster",0,7200
"3639","2012.01.16",47,"barnabus","speedster",0,7200
"3640","2012.01.16",47,"bella","speedster",0,7200
"3641","2012.01.16",47,"cerce","speedster",518,7200
