"","date","trial","donor","receiver","donation.sec","observation.sec"
"1","2010.12.06",1,"artimis","mya",0,7200
"2","2010.12.06",1,"barnabus","mya",0,7200
"3","2010.12.06",1,"bella","mya",1662,7200
"4","2010.12.06",1,"cerce","mya",0,7200
"5","2010.12.06",1,"countess","mya",0,7200
"6","2010.12.06",1,"desi","mya",0,7200
"7","2010.12.06",1,"edward","mya",0,7200
"8","2010.12.06",1,"fuschia","mya",0,7200
"9","2010.12.06",1,"gelfling","mya",0,7200
"10","2010.12.06",1,"gomez","mya",0,7200
"11","2010.12.06",1,"helsing","mya",0,7200
"12","2010.12.06",1,"lucy","mya",0,7200
"13","2010.12.06",1,"maribelo","mya",0,7200
"14","2010.12.06",1,"mina","mya",0,7200
"15","2010.12.06",1,"parmalee","mya",0,7200
"16","2010.12.06",1,"streblick","mya",0,7200
"17","2010.12.06",1,"tequila","mya",0,7200
"18","2010.12.06",1,"thecount","mya",0,7200
"19","2010.12.06",1,"vampirella","mya",0,7200
"20","2010.12.06",1,"veronica","mya",0,7200
"21","2010.12.06",1,"vlad","mya",0,7200
"22","2010.12.07",2,"artimis","thecount",0,7200
"23","2010.12.07",2,"barnabus","thecount",0,7200
"24","2010.12.07",2,"bella","thecount",16,7200
"25","2010.12.07",2,"cerce","thecount",0,7200
"26","2010.12.07",2,"countess","thecount",0,7200
"27","2010.12.07",2,"desi","thecount",0,7200
"28","2010.12.07",2,"edward","thecount",0,7200
"29","2010.12.07",2,"fuschia","thecount",0,7200
"30","2010.12.07",2,"gelfling","thecount",0,7200
"31","2010.12.07",2,"gomez","thecount",0,7200
"32","2010.12.07",2,"helsing","thecount",0,7200
"33","2010.12.07",2,"lucy","thecount",0,7200
"34","2010.12.07",2,"maribelo","thecount",0,7200
"35","2010.12.07",2,"mina","thecount",0,7200
"36","2010.12.07",2,"mya","thecount",0,7200
"37","2010.12.07",2,"parmalee","thecount",0,7200
"38","2010.12.07",2,"streblick","thecount",0,7200
"39","2010.12.07",2,"tequila","thecount",0,7200
"40","2010.12.07",2,"vampirella","thecount",0,7200
"41","2010.12.07",2,"veronica","thecount",174,7200
"42","2010.12.07",2,"vlad","thecount",0,7200
"43","2010.12.07",2,"artimis","thecount",0,7200
"44","2010.12.07",2,"barnabus","thecount",0,7200
"45","2010.12.07",2,"bella","thecount",16,7200
"46","2010.12.07",2,"cerce","thecount",0,7200
"47","2010.12.07",2,"countess","thecount",0,7200
"48","2010.12.07",2,"desi","thecount",0,7200
"49","2010.12.07",2,"edward","thecount",0,7200
"50","2010.12.07",2,"fuschia","thecount",0,7200
"51","2010.12.07",2,"gelfling","thecount",0,7200
"52","2010.12.07",2,"gomez","thecount",0,7200
"53","2010.12.07",2,"helsing","thecount",0,7200
"54","2010.12.07",2,"lucy","thecount",0,7200
"55","2010.12.07",2,"maribelo","thecount",0,7200
"56","2010.12.07",2,"mina","thecount",0,7200
"57","2010.12.07",2,"mya","thecount",0,7200
"58","2010.12.07",2,"parmalee","thecount",0,7200
"59","2010.12.07",2,"streblick","thecount",0,7200
"60","2010.12.07",2,"tequila","thecount",0,7200
"61","2010.12.07",2,"vampirella","thecount",0,7200
"62","2010.12.07",2,"veronica","thecount",174,7200
"63","2010.12.07",2,"vlad","thecount",0,7200
"64","2010.12.08",3,"artimis","tequila",0,7200
"65","2010.12.08",3,"barnabus","tequila",0,7200
"66","2010.12.08",3,"bella","tequila",0,7200
"67","2010.12.08",3,"cerce","tequila",0,7200
"68","2010.12.08",3,"countess","tequila",0,7200
"69","2010.12.08",3,"desi","tequila",0,7200
"70","2010.12.08",3,"edward","tequila",0,7200
"71","2010.12.08",3,"fuschia","tequila",0,7200
"72","2010.12.08",3,"gelfling","tequila",0,7200
"73","2010.12.08",3,"gomez","tequila",0,7200
"74","2010.12.08",3,"helsing","tequila",0,7200
"75","2010.12.08",3,"lucy","tequila",0,7200
"76","2010.12.08",3,"maribelo","tequila",0,7200
"77","2010.12.08",3,"mina","tequila",0,7200
"78","2010.12.08",3,"mya","tequila",0,7200
"79","2010.12.08",3,"parmalee","tequila",0,7200
"80","2010.12.08",3,"streblick","tequila",0,7200
"81","2010.12.08",3,"thecount","tequila",0,7200
"82","2010.12.08",3,"vampirella","tequila",0,7200
"83","2010.12.08",3,"veronica","tequila",0,7200
"84","2010.12.08",3,"vlad","tequila",0,7200
"85","2010.12.09",4,"artimis","cerce",0,7200
"86","2010.12.09",4,"barnabus","cerce",0,7200
"87","2010.12.09",4,"bella","cerce",507,7200
"88","2010.12.09",4,"countess","cerce",532,7200
"89","2010.12.09",4,"desi","cerce",0,7200
"90","2010.12.09",4,"edward","cerce",0,7200
"91","2010.12.09",4,"fuschia","cerce",0,7200
"92","2010.12.09",4,"gelfling","cerce",0,7200
"93","2010.12.09",4,"gomez","cerce",0,7200
"94","2010.12.09",4,"helsing","cerce",0,7200
"95","2010.12.09",4,"lucy","cerce",0,7200
"96","2010.12.09",4,"maribelo","cerce",24,7200
"97","2010.12.09",4,"mina","cerce",0,7200
"98","2010.12.09",4,"mya","cerce",0,7200
"99","2010.12.09",4,"parmalee","cerce",0,7200
"100","2010.12.09",4,"streblick","cerce",0,7200
"101","2010.12.09",4,"tequila","cerce",0,7200
"102","2010.12.09",4,"thecount","cerce",0,7200
"103","2010.12.09",4,"vampirella","cerce",149,7200
"104","2010.12.09",4,"veronica","cerce",0,7200
"105","2010.12.09",4,"vlad","cerce",0,7200
"106","2010.12.09",4,"artimis","cerce",0,7200
"107","2010.12.09",4,"barnabus","cerce",0,7200
"108","2010.12.09",4,"bella","cerce",507,7200
"109","2010.12.09",4,"countess","cerce",532,7200
"110","2010.12.09",4,"desi","cerce",0,7200
"111","2010.12.09",4,"edward","cerce",0,7200
"112","2010.12.09",4,"fuschia","cerce",0,7200
"113","2010.12.09",4,"gelfling","cerce",0,7200
"114","2010.12.09",4,"gomez","cerce",0,7200
"115","2010.12.09",4,"helsing","cerce",0,7200
"116","2010.12.09",4,"lucy","cerce",0,7200
"117","2010.12.09",4,"maribelo","cerce",24,7200
"118","2010.12.09",4,"mina","cerce",0,7200
"119","2010.12.09",4,"mya","cerce",0,7200
"120","2010.12.09",4,"parmalee","cerce",0,7200
"121","2010.12.09",4,"streblick","cerce",0,7200
"122","2010.12.09",4,"tequila","cerce",0,7200
"123","2010.12.09",4,"thecount","cerce",0,7200
"124","2010.12.09",4,"vampirella","cerce",149,7200
"125","2010.12.09",4,"veronica","cerce",0,7200
"126","2010.12.09",4,"vlad","cerce",0,7200
"127","2010.12.09",4,"artimis","cerce",0,7200
"128","2010.12.09",4,"barnabus","cerce",0,7200
"129","2010.12.09",4,"bella","cerce",507,7200
"130","2010.12.09",4,"countess","cerce",532,7200
"131","2010.12.09",4,"desi","cerce",0,7200
"132","2010.12.09",4,"edward","cerce",0,7200
"133","2010.12.09",4,"fuschia","cerce",0,7200
"134","2010.12.09",4,"gelfling","cerce",0,7200
"135","2010.12.09",4,"gomez","cerce",0,7200
"136","2010.12.09",4,"helsing","cerce",0,7200
"137","2010.12.09",4,"lucy","cerce",0,7200
"138","2010.12.09",4,"maribelo","cerce",24,7200
"139","2010.12.09",4,"mina","cerce",0,7200
"140","2010.12.09",4,"mya","cerce",0,7200
"141","2010.12.09",4,"parmalee","cerce",0,7200
"142","2010.12.09",4,"streblick","cerce",0,7200
"143","2010.12.09",4,"tequila","cerce",0,7200
"144","2010.12.09",4,"thecount","cerce",0,7200
"145","2010.12.09",4,"vampirella","cerce",149,7200
"146","2010.12.09",4,"veronica","cerce",0,7200
"147","2010.12.09",4,"vlad","cerce",0,7200
"148","2010.12.09",4,"artimis","cerce",0,7200
"149","2010.12.09",4,"barnabus","cerce",0,7200
"150","2010.12.09",4,"bella","cerce",507,7200
"151","2010.12.09",4,"countess","cerce",532,7200
"152","2010.12.09",4,"desi","cerce",0,7200
"153","2010.12.09",4,"edward","cerce",0,7200
"154","2010.12.09",4,"fuschia","cerce",0,7200
"155","2010.12.09",4,"gelfling","cerce",0,7200
"156","2010.12.09",4,"gomez","cerce",0,7200
"157","2010.12.09",4,"helsing","cerce",0,7200
"158","2010.12.09",4,"lucy","cerce",0,7200
"159","2010.12.09",4,"maribelo","cerce",24,7200
"160","2010.12.09",4,"mina","cerce",0,7200
"161","2010.12.09",4,"mya","cerce",0,7200
"162","2010.12.09",4,"parmalee","cerce",0,7200
"163","2010.12.09",4,"streblick","cerce",0,7200
"164","2010.12.09",4,"tequila","cerce",0,7200
"165","2010.12.09",4,"thecount","cerce",0,7200
"166","2010.12.09",4,"vampirella","cerce",149,7200
"167","2010.12.09",4,"veronica","cerce",0,7200
"168","2010.12.09",4,"vlad","cerce",0,7200
"169","2010.12.10",5,"artimis","gelfling",0,7200
"170","2010.12.10",5,"barnabus","gelfling",0,7200
"171","2010.12.10",5,"bella","gelfling",0,7200
"172","2010.12.10",5,"cerce","gelfling",0,7200
"173","2010.12.10",5,"countess","gelfling",0,7200
"174","2010.12.10",5,"desi","gelfling",0,7200
"175","2010.12.10",5,"edward","gelfling",0,7200
"176","2010.12.10",5,"fuschia","gelfling",0,7200
"177","2010.12.10",5,"gomez","gelfling",0,7200
"178","2010.12.10",5,"helsing","gelfling",0,7200
"179","2010.12.10",5,"lucy","gelfling",0,7200
"180","2010.12.10",5,"maribelo","gelfling",0,7200
"181","2010.12.10",5,"mina","gelfling",0,7200
"182","2010.12.10",5,"mya","gelfling",0,7200
"183","2010.12.10",5,"parmalee","gelfling",0,7200
"184","2010.12.10",5,"streblick","gelfling",0,7200
"185","2010.12.10",5,"tequila","gelfling",0,7200
"186","2010.12.10",5,"thecount","gelfling",0,7200
"187","2010.12.10",5,"vampirella","gelfling",0,7200
"188","2010.12.10",5,"veronica","gelfling",0,7200
"189","2010.12.10",5,"vlad","gelfling",0,7200
"190","2010.12.11",6,"artimis","bella",0,7200
"191","2010.12.11",6,"barnabus","bella",0,7200
"192","2010.12.11",6,"cerce","bella",5,7200
"193","2010.12.11",6,"countess","bella",190,7200
"194","2010.12.11",6,"desi","bella",0,7200
"195","2010.12.11",6,"edward","bella",0,7200
"196","2010.12.11",6,"fuschia","bella",14,7200
"197","2010.12.11",6,"gelfling","bella",0,7200
"198","2010.12.11",6,"gomez","bella",0,7200
"199","2010.12.11",6,"helsing","bella",32,7200
"200","2010.12.11",6,"lucy","bella",6,7200
"201","2010.12.11",6,"maribelo","bella",316,7200
"202","2010.12.11",6,"mina","bella",0,7200
"203","2010.12.11",6,"mya","bella",7,7200
"204","2010.12.11",6,"parmalee","bella",0,7200
"205","2010.12.11",6,"streblick","bella",0,7200
"206","2010.12.11",6,"tequila","bella",0,7200
"207","2010.12.11",6,"thecount","bella",0,7200
"208","2010.12.11",6,"vampirella","bella",5,7200
"209","2010.12.11",6,"veronica","bella",0,7200
"210","2010.12.11",6,"vlad","bella",0,7200
"211","2010.12.11",6,"artimis","bella",0,7200
"212","2010.12.11",6,"barnabus","bella",0,7200
"213","2010.12.11",6,"cerce","bella",5,7200
"214","2010.12.11",6,"countess","bella",190,7200
"215","2010.12.11",6,"desi","bella",0,7200
"216","2010.12.11",6,"edward","bella",0,7200
"217","2010.12.11",6,"fuschia","bella",14,7200
"218","2010.12.11",6,"gelfling","bella",0,7200
"219","2010.12.11",6,"gomez","bella",0,7200
"220","2010.12.11",6,"helsing","bella",32,7200
"221","2010.12.11",6,"lucy","bella",6,7200
"222","2010.12.11",6,"maribelo","bella",316,7200
"223","2010.12.11",6,"mina","bella",0,7200
"224","2010.12.11",6,"mya","bella",7,7200
"225","2010.12.11",6,"parmalee","bella",0,7200
"226","2010.12.11",6,"streblick","bella",0,7200
"227","2010.12.11",6,"tequila","bella",0,7200
"228","2010.12.11",6,"thecount","bella",0,7200
"229","2010.12.11",6,"vampirella","bella",5,7200
"230","2010.12.11",6,"veronica","bella",0,7200
"231","2010.12.11",6,"vlad","bella",0,7200
"232","2010.12.11",6,"artimis","bella",0,7200
"233","2010.12.11",6,"barnabus","bella",0,7200
"234","2010.12.11",6,"cerce","bella",5,7200
"235","2010.12.11",6,"countess","bella",190,7200
"236","2010.12.11",6,"desi","bella",0,7200
"237","2010.12.11",6,"edward","bella",0,7200
"238","2010.12.11",6,"fuschia","bella",14,7200
"239","2010.12.11",6,"gelfling","bella",0,7200
"240","2010.12.11",6,"gomez","bella",0,7200
"241","2010.12.11",6,"helsing","bella",32,7200
"242","2010.12.11",6,"lucy","bella",6,7200
"243","2010.12.11",6,"maribelo","bella",316,7200
"244","2010.12.11",6,"mina","bella",0,7200
"245","2010.12.11",6,"mya","bella",7,7200
"246","2010.12.11",6,"parmalee","bella",0,7200
"247","2010.12.11",6,"streblick","bella",0,7200
"248","2010.12.11",6,"tequila","bella",0,7200
"249","2010.12.11",6,"thecount","bella",0,7200
"250","2010.12.11",6,"vampirella","bella",5,7200
"251","2010.12.11",6,"veronica","bella",0,7200
"252","2010.12.11",6,"vlad","bella",0,7200
"253","2010.12.11",6,"artimis","bella",0,7200
"254","2010.12.11",6,"barnabus","bella",0,7200
"255","2010.12.11",6,"cerce","bella",5,7200
"256","2010.12.11",6,"countess","bella",190,7200
"257","2010.12.11",6,"desi","bella",0,7200
"258","2010.12.11",6,"edward","bella",0,7200
"259","2010.12.11",6,"fuschia","bella",14,7200
"260","2010.12.11",6,"gelfling","bella",0,7200
"261","2010.12.11",6,"gomez","bella",0,7200
"262","2010.12.11",6,"helsing","bella",32,7200
"263","2010.12.11",6,"lucy","bella",6,7200
"264","2010.12.11",6,"maribelo","bella",316,7200
"265","2010.12.11",6,"mina","bella",0,7200
"266","2010.12.11",6,"mya","bella",7,7200
"267","2010.12.11",6,"parmalee","bella",0,7200
"268","2010.12.11",6,"streblick","bella",0,7200
"269","2010.12.11",6,"tequila","bella",0,7200
"270","2010.12.11",6,"thecount","bella",0,7200
"271","2010.12.11",6,"vampirella","bella",5,7200
"272","2010.12.11",6,"veronica","bella",0,7200
"273","2010.12.11",6,"vlad","bella",0,7200
"274","2010.12.11",6,"artimis","bella",0,7200
"275","2010.12.11",6,"barnabus","bella",0,7200
"276","2010.12.11",6,"cerce","bella",5,7200
"277","2010.12.11",6,"countess","bella",190,7200
"278","2010.12.11",6,"desi","bella",0,7200
"279","2010.12.11",6,"edward","bella",0,7200
"280","2010.12.11",6,"fuschia","bella",14,7200
"281","2010.12.11",6,"gelfling","bella",0,7200
"282","2010.12.11",6,"gomez","bella",0,7200
"283","2010.12.11",6,"helsing","bella",32,7200
"284","2010.12.11",6,"lucy","bella",6,7200
"285","2010.12.11",6,"maribelo","bella",316,7200
"286","2010.12.11",6,"mina","bella",0,7200
"287","2010.12.11",6,"mya","bella",7,7200
"288","2010.12.11",6,"parmalee","bella",0,7200
"289","2010.12.11",6,"streblick","bella",0,7200
"290","2010.12.11",6,"tequila","bella",0,7200
"291","2010.12.11",6,"thecount","bella",0,7200
"292","2010.12.11",6,"vampirella","bella",5,7200
"293","2010.12.11",6,"veronica","bella",0,7200
"294","2010.12.11",6,"vlad","bella",0,7200
"295","2010.12.11",6,"artimis","bella",0,7200
"296","2010.12.11",6,"barnabus","bella",0,7200
"297","2010.12.11",6,"cerce","bella",5,7200
"298","2010.12.11",6,"countess","bella",190,7200
"299","2010.12.11",6,"desi","bella",0,7200
"300","2010.12.11",6,"edward","bella",0,7200
"301","2010.12.11",6,"fuschia","bella",14,7200
"302","2010.12.11",6,"gelfling","bella",0,7200
"303","2010.12.11",6,"gomez","bella",0,7200
"304","2010.12.11",6,"helsing","bella",32,7200
"305","2010.12.11",6,"lucy","bella",6,7200
"306","2010.12.11",6,"maribelo","bella",316,7200
"307","2010.12.11",6,"mina","bella",0,7200
"308","2010.12.11",6,"mya","bella",7,7200
"309","2010.12.11",6,"parmalee","bella",0,7200
"310","2010.12.11",6,"streblick","bella",0,7200
"311","2010.12.11",6,"tequila","bella",0,7200
"312","2010.12.11",6,"thecount","bella",0,7200
"313","2010.12.11",6,"vampirella","bella",5,7200
"314","2010.12.11",6,"veronica","bella",0,7200
"315","2010.12.11",6,"vlad","bella",0,7200
"316","2010.12.11",6,"artimis","bella",0,7200
"317","2010.12.11",6,"barnabus","bella",0,7200
"318","2010.12.11",6,"cerce","bella",5,7200
"319","2010.12.11",6,"countess","bella",190,7200
"320","2010.12.11",6,"desi","bella",0,7200
"321","2010.12.11",6,"edward","bella",0,7200
"322","2010.12.11",6,"fuschia","bella",14,7200
"323","2010.12.11",6,"gelfling","bella",0,7200
"324","2010.12.11",6,"gomez","bella",0,7200
"325","2010.12.11",6,"helsing","bella",32,7200
"326","2010.12.11",6,"lucy","bella",6,7200
"327","2010.12.11",6,"maribelo","bella",316,7200
"328","2010.12.11",6,"mina","bella",0,7200
"329","2010.12.11",6,"mya","bella",7,7200
"330","2010.12.11",6,"parmalee","bella",0,7200
"331","2010.12.11",6,"streblick","bella",0,7200
"332","2010.12.11",6,"tequila","bella",0,7200
"333","2010.12.11",6,"thecount","bella",0,7200
"334","2010.12.11",6,"vampirella","bella",5,7200
"335","2010.12.11",6,"veronica","bella",0,7200
"336","2010.12.11",6,"vlad","bella",0,7200
"337","2010.12.11",6,"artimis","bella",0,7200
"338","2010.12.11",6,"barnabus","bella",0,7200
"339","2010.12.11",6,"cerce","bella",5,7200
"340","2010.12.11",6,"countess","bella",190,7200
"341","2010.12.11",6,"desi","bella",0,7200
"342","2010.12.11",6,"edward","bella",0,7200
"343","2010.12.11",6,"fuschia","bella",14,7200
"344","2010.12.11",6,"gelfling","bella",0,7200
"345","2010.12.11",6,"gomez","bella",0,7200
"346","2010.12.11",6,"helsing","bella",32,7200
"347","2010.12.11",6,"lucy","bella",6,7200
"348","2010.12.11",6,"maribelo","bella",316,7200
"349","2010.12.11",6,"mina","bella",0,7200
"350","2010.12.11",6,"mya","bella",7,7200
"351","2010.12.11",6,"parmalee","bella",0,7200
"352","2010.12.11",6,"streblick","bella",0,7200
"353","2010.12.11",6,"tequila","bella",0,7200
"354","2010.12.11",6,"thecount","bella",0,7200
"355","2010.12.11",6,"vampirella","bella",5,7200
"356","2010.12.11",6,"veronica","bella",0,7200
"357","2010.12.11",6,"vlad","bella",0,7200
"358","2010.12.12",7,"artimis","streblick",0,7200
"359","2010.12.12",7,"barnabus","streblick",0,7200
"360","2010.12.12",7,"bella","streblick",0,7200
"361","2010.12.12",7,"cerce","streblick",0,7200
"362","2010.12.12",7,"countess","streblick",0,7200
"363","2010.12.12",7,"desi","streblick",0,7200
"364","2010.12.12",7,"edward","streblick",0,7200
"365","2010.12.12",7,"fuschia","streblick",0,7200
"366","2010.12.12",7,"gelfling","streblick",0,7200
"367","2010.12.12",7,"gomez","streblick",0,7200
"368","2010.12.12",7,"helsing","streblick",0,7200
"369","2010.12.12",7,"lucy","streblick",0,7200
"370","2010.12.12",7,"maribelo","streblick",0,7200
"371","2010.12.12",7,"mina","streblick",0,7200
"372","2010.12.12",7,"mya","streblick",3315,7200
"373","2010.12.12",7,"parmalee","streblick",0,7200
"374","2010.12.12",7,"tequila","streblick",0,7200
"375","2010.12.12",7,"thecount","streblick",0,7200
"376","2010.12.12",7,"vampirella","streblick",0,7200
"377","2010.12.12",7,"veronica","streblick",0,7200
"378","2010.12.12",7,"vlad","streblick",0,7200
"379","2010.12.13",8,"artimis","helsing",0,7200
"380","2010.12.13",8,"barnabus","helsing",0,7200
"381","2010.12.13",8,"bella","helsing",0,7200
"382","2010.12.13",8,"cerce","helsing",0,7200
"383","2010.12.13",8,"countess","helsing",43,7200
"384","2010.12.13",8,"desi","helsing",0,7200
"385","2010.12.13",8,"edward","helsing",0,7200
"386","2010.12.13",8,"fuschia","helsing",0,7200
"387","2010.12.13",8,"gelfling","helsing",0,7200
"388","2010.12.13",8,"gomez","helsing",0,7200
"389","2010.12.13",8,"lucy","helsing",5,7200
"390","2010.12.13",8,"maribelo","helsing",0,7200
"391","2010.12.13",8,"mina","helsing",0,7200
"392","2010.12.13",8,"mya","helsing",562,7200
"393","2010.12.13",8,"parmalee","helsing",0,7200
"394","2010.12.13",8,"streblick","helsing",0,7200
"395","2010.12.13",8,"tequila","helsing",0,7200
"396","2010.12.13",8,"thecount","helsing",0,7200
"397","2010.12.13",8,"vampirella","helsing",0,7200
"398","2010.12.13",8,"veronica","helsing",0,7200
"399","2010.12.13",8,"vlad","helsing",0,7200
"400","2010.12.13",8,"artimis","helsing",0,7200
"401","2010.12.13",8,"barnabus","helsing",0,7200
"402","2010.12.13",8,"bella","helsing",0,7200
"403","2010.12.13",8,"cerce","helsing",0,7200
"404","2010.12.13",8,"countess","helsing",43,7200
"405","2010.12.13",8,"desi","helsing",0,7200
"406","2010.12.13",8,"edward","helsing",0,7200
"407","2010.12.13",8,"fuschia","helsing",0,7200
"408","2010.12.13",8,"gelfling","helsing",0,7200
"409","2010.12.13",8,"gomez","helsing",0,7200
"410","2010.12.13",8,"lucy","helsing",5,7200
"411","2010.12.13",8,"maribelo","helsing",0,7200
"412","2010.12.13",8,"mina","helsing",0,7200
"413","2010.12.13",8,"mya","helsing",562,7200
"414","2010.12.13",8,"parmalee","helsing",0,7200
"415","2010.12.13",8,"streblick","helsing",0,7200
"416","2010.12.13",8,"tequila","helsing",0,7200
"417","2010.12.13",8,"thecount","helsing",0,7200
"418","2010.12.13",8,"vampirella","helsing",0,7200
"419","2010.12.13",8,"veronica","helsing",0,7200
"420","2010.12.13",8,"vlad","helsing",0,7200
"421","2010.12.13",8,"artimis","helsing",0,7200
"422","2010.12.13",8,"barnabus","helsing",0,7200
"423","2010.12.13",8,"bella","helsing",0,7200
"424","2010.12.13",8,"cerce","helsing",0,7200
"425","2010.12.13",8,"countess","helsing",43,7200
"426","2010.12.13",8,"desi","helsing",0,7200
"427","2010.12.13",8,"edward","helsing",0,7200
"428","2010.12.13",8,"fuschia","helsing",0,7200
"429","2010.12.13",8,"gelfling","helsing",0,7200
"430","2010.12.13",8,"gomez","helsing",0,7200
"431","2010.12.13",8,"lucy","helsing",5,7200
"432","2010.12.13",8,"maribelo","helsing",0,7200
"433","2010.12.13",8,"mina","helsing",0,7200
"434","2010.12.13",8,"mya","helsing",562,7200
"435","2010.12.13",8,"parmalee","helsing",0,7200
"436","2010.12.13",8,"streblick","helsing",0,7200
"437","2010.12.13",8,"tequila","helsing",0,7200
"438","2010.12.13",8,"thecount","helsing",0,7200
"439","2010.12.13",8,"vampirella","helsing",0,7200
"440","2010.12.13",8,"veronica","helsing",0,7200
"441","2010.12.13",8,"vlad","helsing",0,7200
"442","2010.12.14",9,"artimis","fuschia",0,7200
"443","2010.12.14",9,"barnabus","fuschia",0,7200
"444","2010.12.14",9,"bella","fuschia",71,7200
"445","2010.12.14",9,"cerce","fuschia",0,7200
"446","2010.12.14",9,"countess","fuschia",5,7200
"447","2010.12.14",9,"desi","fuschia",0,7200
"448","2010.12.14",9,"edward","fuschia",0,7200
"449","2010.12.14",9,"gelfling","fuschia",0,7200
"450","2010.12.14",9,"gomez","fuschia",0,7200
"451","2010.12.14",9,"helsing","fuschia",0,7200
"452","2010.12.14",9,"lucy","fuschia",0,7200
"453","2010.12.14",9,"maribelo","fuschia",0,7200
"454","2010.12.14",9,"mina","fuschia",0,7200
"455","2010.12.14",9,"mya","fuschia",0,7200
"456","2010.12.14",9,"parmalee","fuschia",0,7200
"457","2010.12.14",9,"streblick","fuschia",0,7200
"458","2010.12.14",9,"tequila","fuschia",0,7200
"459","2010.12.14",9,"thecount","fuschia",0,7200
"460","2010.12.14",9,"vampirella","fuschia",0,7200
"461","2010.12.14",9,"veronica","fuschia",384,7200
"462","2010.12.14",9,"vlad","fuschia",0,7200
"463","2010.12.14",9,"artimis","fuschia",0,7200
"464","2010.12.14",9,"barnabus","fuschia",0,7200
"465","2010.12.14",9,"bella","fuschia",71,7200
"466","2010.12.14",9,"cerce","fuschia",0,7200
"467","2010.12.14",9,"countess","fuschia",5,7200
"468","2010.12.14",9,"desi","fuschia",0,7200
"469","2010.12.14",9,"edward","fuschia",0,7200
"470","2010.12.14",9,"gelfling","fuschia",0,7200
"471","2010.12.14",9,"gomez","fuschia",0,7200
"472","2010.12.14",9,"helsing","fuschia",0,7200
"473","2010.12.14",9,"lucy","fuschia",0,7200
"474","2010.12.14",9,"maribelo","fuschia",0,7200
"475","2010.12.14",9,"mina","fuschia",0,7200
"476","2010.12.14",9,"mya","fuschia",0,7200
"477","2010.12.14",9,"parmalee","fuschia",0,7200
"478","2010.12.14",9,"streblick","fuschia",0,7200
"479","2010.12.14",9,"tequila","fuschia",0,7200
"480","2010.12.14",9,"thecount","fuschia",0,7200
"481","2010.12.14",9,"vampirella","fuschia",0,7200
"482","2010.12.14",9,"veronica","fuschia",384,7200
"483","2010.12.14",9,"vlad","fuschia",0,7200
"484","2010.12.14",9,"artimis","fuschia",0,7200
"485","2010.12.14",9,"barnabus","fuschia",0,7200
"486","2010.12.14",9,"bella","fuschia",71,7200
"487","2010.12.14",9,"cerce","fuschia",0,7200
"488","2010.12.14",9,"countess","fuschia",5,7200
"489","2010.12.14",9,"desi","fuschia",0,7200
"490","2010.12.14",9,"edward","fuschia",0,7200
"491","2010.12.14",9,"gelfling","fuschia",0,7200
"492","2010.12.14",9,"gomez","fuschia",0,7200
"493","2010.12.14",9,"helsing","fuschia",0,7200
"494","2010.12.14",9,"lucy","fuschia",0,7200
"495","2010.12.14",9,"maribelo","fuschia",0,7200
"496","2010.12.14",9,"mina","fuschia",0,7200
"497","2010.12.14",9,"mya","fuschia",0,7200
"498","2010.12.14",9,"parmalee","fuschia",0,7200
"499","2010.12.14",9,"streblick","fuschia",0,7200
"500","2010.12.14",9,"tequila","fuschia",0,7200
"501","2010.12.14",9,"thecount","fuschia",0,7200
"502","2010.12.14",9,"vampirella","fuschia",0,7200
"503","2010.12.14",9,"veronica","fuschia",384,7200
"504","2010.12.14",9,"vlad","fuschia",0,7200
"505","2010.12.15",10,"artimis","parmalee",0,7200
"506","2010.12.15",10,"barnabus","parmalee",0,7200
"507","2010.12.15",10,"bella","parmalee",0,7200
"508","2010.12.15",10,"cerce","parmalee",0,7200
"509","2010.12.15",10,"countess","parmalee",0,7200
"510","2010.12.15",10,"desi","parmalee",0,7200
"511","2010.12.15",10,"edward","parmalee",0,7200
"512","2010.12.15",10,"fuschia","parmalee",0,7200
"513","2010.12.15",10,"gelfling","parmalee",0,7200
"514","2010.12.15",10,"gomez","parmalee",0,7200
"515","2010.12.15",10,"helsing","parmalee",0,7200
"516","2010.12.15",10,"lucy","parmalee",0,7200
"517","2010.12.15",10,"maribelo","parmalee",0,7200
"518","2010.12.15",10,"mina","parmalee",0,7200
"519","2010.12.15",10,"mya","parmalee",0,7200
"520","2010.12.15",10,"streblick","parmalee",0,7200
"521","2010.12.15",10,"tequila","parmalee",0,7200
"522","2010.12.15",10,"thecount","parmalee",0,7200
"523","2010.12.15",10,"vampirella","parmalee",0,7200
"524","2010.12.15",10,"veronica","parmalee",0,7200
"525","2010.12.15",10,"vlad","parmalee",0,7200
"526","2010.12.17",11,"artimis","vampirella",0,7200
"527","2010.12.17",11,"barnabus","vampirella",0,7200
"528","2010.12.17",11,"bella","vampirella",0,7200
"529","2010.12.17",11,"cerce","vampirella",0,7200
"530","2010.12.17",11,"countess","vampirella",0,7200
"531","2010.12.17",11,"desi","vampirella",0,7200
"532","2010.12.17",11,"edward","vampirella",0,7200
"533","2010.12.17",11,"fuschia","vampirella",0,7200
"534","2010.12.17",11,"gelfling","vampirella",632,7200
"535","2010.12.17",11,"gomez","vampirella",0,7200
"536","2010.12.17",11,"helsing","vampirella",0,7200
"537","2010.12.17",11,"lucy","vampirella",0,7200
"538","2010.12.17",11,"maribelo","vampirella",0,7200
"539","2010.12.17",11,"mina","vampirella",0,7200
